,Accession,module,tissue_origin,kME_module,multiple_tissues,gene_symbol,entrez_ID,numb_tissues,Sign
335,10004038008.Olfr740,black,liver,,NO,Olfr740,,1,SIGNED
336,10002924953.Acsm5,black,liver,,NO,Acsm5,,1,SIGNED
337,506310.Homer1,black,liver,,NO,Homer1,,1,SIGNED
338,10003116402.Gm22977,black,liver,,NO,Gm22977,,1,SIGNED
339,10002911482.Diras2,black,liver,,NO,Diras2,,1,SIGNED
340,514489.A330102I10Rik,black,liver,,NO,A330102I10Rik,,1,SIGNED
341,10004038120.Urgcp,black,liver,,NO,Urgcp,,1,SIGNED
342,10004037316.Scgb1b27,black,liver,,NO,Scgb1b27,,1,SIGNED
343,10002917229.Nkx2-6,black,liver,,NO,Nkx2-6,,1,SIGNED
344,10004037334.Otos,black,liver,,NO,Otos,,1,SIGNED
345,10002906190.Vmn1r6,black,liver,,NO,Vmn1r6,,1,SIGNED
346,508259.Ascl1,black,liver,,NO,Ascl1,,1,SIGNED
347,10002927834.Tafa2,black,liver,,NO,Tafa2,,1,SIGNED
348,10003839028.Gm36974,black,liver,,NO,Gm36974,,1,SIGNED
349,10003840708.Gm26933,black,liver,,NO,Gm26933,,1,SIGNED
350,519849.A230006K03Rik,black,liver,,NO,A230006K03Rik,,1,SIGNED
351,502393.Sorbs1,black,liver,,NO,Sorbs1,,1,SIGNED
352,501378.Cd70,black,liver,,NO,Cd70,,1,SIGNED
353,10003843491.A430088P11Rik,black,liver,,NO,A430088P11Rik,,1,SIGNED
354,10003837306.Gm18699,black,liver,,NO,Gm18699,,1,SIGNED
355,10003840592.Nell1os,black,liver,,NO,Nell1os,,1,SIGNED
356,10002925129.Gm5262,black,liver,,NO,Gm5262,,1,SIGNED
357,516430.Card11,black,liver,,NO,Card11,,1,SIGNED
358,10003836756.Gm25672,black,liver,,NO,Gm25672,,1,SIGNED
359,500260.Galnt2l,black,liver,,NO,Galnt2l,,1,SIGNED
360,10003842818.Tubb1,black,liver,,NO,Tubb1,,1,SIGNED
361,516412.Il1f8,black,liver,,NO,Il1f8,,1,SIGNED
362,10003841909.Wdfy1,black,liver,,NO,Wdfy1,,1,SIGNED
363,10003838993.Arl4aos,black,liver,,NO,Arl4aos,,1,SIGNED
364,10002896798.Serpinb13,black,liver,,NO,Serpinb13,,1,SIGNED
365,10002912027.Olfr640,black,liver,,NO,Olfr640,,1,SIGNED
