,Accession,module,tissue_origin,kME_module,multiple_tissues,gene_symbol,entrez_ID,numb_tissues,Sign
205,505749.Il1rn,black,liver,,NO,Il1rn,,1,UNSIGNED
206,10002904387.Gm9071,black,liver,,NO,Gm9071,,1,UNSIGNED
207,501629.Gltp,black,liver,,NO,Gltp,,1,UNSIGNED
208,10003118628.Tmem26,black,liver,,NO,Tmem26,,1,UNSIGNED
209,506888.Ms4a4c,black,liver,,NO,Ms4a4c,,1,UNSIGNED
210,506403.Tep1,black,liver,,NO,Tep1,,1,UNSIGNED
211,518290.Ccl19,black,liver,,NO,Ccl19,,1,UNSIGNED
212,10004033279.Vcam1,black,liver,,NO,Vcam1,,1,UNSIGNED
213,500337.Cxcr6,black,liver,,NO,Cxcr6,,1,UNSIGNED
214,10002941392.Wipf1,black,liver,,NO,Wipf1,,1,UNSIGNED
215,512954.Dusp2,black,liver,,NO,Dusp2,,1,UNSIGNED
216,1015133.Ctla2b,black,liver,,NO,Ctla2b,,1,UNSIGNED
217,10003115014.Soat1,black,liver,,NO,Soat1,,1,UNSIGNED
218,514849.Zfp90,black,liver,,NO,Zfp90,,1,UNSIGNED
219,10002905553.Nlrc5,black,liver,,NO,Nlrc5,,1,UNSIGNED
220,514597.Pcolce2,black,liver,,NO,Pcolce2,,1,UNSIGNED
221,510275.Rassf4,black,liver,,NO,Rassf4,,1,UNSIGNED
222,497786.Calhm6,black,liver,,NO,Calhm6,,1,UNSIGNED
223,10004035776.Serpinb6c,black,liver,,NO,Serpinb6c,,1,UNSIGNED
224,10002910476.Ly6e,black,liver,,NO,Ly6e,,1,UNSIGNED
225,10002917416.Bcl2a1c,black,liver,,NO,Bcl2a1c,,1,UNSIGNED
226,10004037247.Gm4070,black,liver,,NO,Gm4070,,1,UNSIGNED
227,10002678413.Fpr2,black,liver,,NO,Fpr2,,1,UNSIGNED
228,10002899122.Tlr1,black,liver,,NO,Tlr1,,1,UNSIGNED
229,10002916112.Tmem86a,black,liver,,NO,Tmem86a,,1,UNSIGNED
230,515472.Stat2,black,liver,,NO,Stat2,,1,UNSIGNED
231,507855.Trpv2,black,liver,,NO,Trpv2,,1,UNSIGNED
232,504397.Clec4a2,black,liver,,NO,Clec4a2,,1,UNSIGNED
233,518486.Rsad2,black,liver,,NO,Rsad2,,1,UNSIGNED
234,504366.Gpr137b-ps,black,liver,,NO,Gpr137b-ps,,1,UNSIGNED
235,1482700.Oasl2,black,liver,,NO,Oasl2,,1,UNSIGNED
236,10003114143.Pik3r5,black,liver,,NO,Pik3r5,,1,UNSIGNED
237,10002913336.Klhl6,black,liver,,NO,Klhl6,,1,UNSIGNED
238,10002909298.Nod1,black,liver,,NO,Nod1,,1,UNSIGNED
239,10002901069.Tm6sf1,black,liver,,NO,Tm6sf1,,1,UNSIGNED
240,519384.Aldh18a1,black,liver,,NO,Aldh18a1,,1,UNSIGNED
241,1011240.Hk1,black,liver,,NO,Hk1,,1,UNSIGNED
242,10004033129.Irf9,black,liver,,NO,Irf9,,1,UNSIGNED
243,10002171748.Pygb,black,liver,,NO,Pygb,,1,UNSIGNED
244,10004037835.Ifit3b,black,liver,,NO,Ifit3b,,1,UNSIGNED
245,10002905845.AW112010,black,liver,,NO,AW112010,,1,UNSIGNED
246,10002899947.Parp12,black,liver,,NO,Parp12,,1,UNSIGNED
247,10002899594.Me2,black,liver,,NO,Me2,,1,UNSIGNED
248,10004033040.BC023105,black,liver,,NO,BC023105,,1,UNSIGNED
249,10004033144.Isg15,black,liver,,NO,Isg15,,1,UNSIGNED
250,497629.Csf1,black,liver,,NO,Csf1,,1,UNSIGNED
251,511091.Ripk3,black,liver,,NO,Ripk3,,1,UNSIGNED
252,518997.Slc25a4,black,liver,,NO,Slc25a4,,1,UNSIGNED
253,504740.Vcam1,black,liver,,NO,Vcam1,,1,UNSIGNED
254,10002902251.Tlr7,black,liver,,NO,Tlr7,,1,UNSIGNED
255,511971.Ptpn22,black,liver,,NO,Ptpn22,,1,UNSIGNED
256,513807.Adamdec1,black,liver,,NO,Adamdec1,,1,UNSIGNED
257,10002909661.Pilra,black,liver,,NO,Pilra,,1,UNSIGNED
258,10002905587.Abr,black,liver,,NO,Abr,,1,UNSIGNED
259,10002911047.Timd4,black,liver,,NO,Timd4,,1,UNSIGNED
260,10002916145.H2-T22,black,liver,,NO,H2-T22,,1,UNSIGNED
261,501252.Tnfaip2,black,liver,,NO,Tnfaip2,,1,UNSIGNED
262,501220.Iqgap1,black,liver,,NO,Iqgap1,,1,UNSIGNED
263,10002908027.Znfx1,black,liver,,NO,Znfx1,,1,UNSIGNED
264,509761.Zc3hav1,black,liver,,NO,Zc3hav1,,1,UNSIGNED
265,519104.Casp4,black,liver,,NO,Casp4,,1,UNSIGNED
266,502879.Plekho1,black,liver,,NO,Plekho1,,1,UNSIGNED
267,10002910554.Ddx60,black,liver,,NO,Ddx60,,1,UNSIGNED
268,10002898155.Helz2,black,liver,,NO,Helz2,,1,UNSIGNED
269,517508.Iigp1,black,liver,,NO,Iigp1,,1,UNSIGNED
270,10002917302.Acod1,black,liver,,NO,Acod1,,1,UNSIGNED
271,511733.Ms4a4d,black,liver,,NO,Ms4a4d,,1,UNSIGNED
272,508989.Ubd,black,liver,,NO,Ubd,,1,UNSIGNED
273,10002905568.Psmb9,black,liver,,NO,Psmb9,,1,UNSIGNED
274,1014520.Rgs2,black,liver,,NO,Rgs2,,1,UNSIGNED
275,518544.Ccl2,black,liver,,NO,Ccl2,,1,UNSIGNED
276,1487864.Capg,black,liver,,NO,Capg,,1,UNSIGNED
277,498778.Ier5,black,liver,,NO,Ier5,,1,UNSIGNED
278,516685.Apobec1,black,liver,,NO,Apobec1,,1,UNSIGNED
279,511342.Pak1,black,liver,,NO,Pak1,,1,UNSIGNED
280,10002899610.Phf11b,black,liver,,NO,Phf11b,,1,UNSIGNED
281,10002899536.Hacd4,black,liver,,NO,Hacd4,,1,UNSIGNED
282,509803.Irf9,black,liver,,NO,Irf9,,1,UNSIGNED
283,10004035108.Gm12407,black,liver,,NO,Gm12407,,1,UNSIGNED
284,508773.Ap1s2,black,liver,,NO,Ap1s2,,1,UNSIGNED
285,10002903046.Pycard,black,liver,,NO,Pycard,,1,UNSIGNED
286,498657.Cmpk2,black,liver,,NO,Cmpk2,,1,UNSIGNED
287,10002946357.Arhgap19,black,liver,,NO,Arhgap19,,1,UNSIGNED
288,510541.Cd14,black,liver,,NO,Cd14,,1,UNSIGNED
289,501384.Exoc1,black,liver,,NO,Exoc1,,1,UNSIGNED
290,500980.Cd2,black,liver,,NO,Cd2,,1,UNSIGNED
291,507956.Gm9706,black,liver,,NO,Gm9706,,1,UNSIGNED
292,500951.Entpd1,black,liver,,NO,Entpd1,,1,UNSIGNED
293,513141.Pkib,black,liver,,NO,Pkib,,1,UNSIGNED
294,10004034437.Gm12407,black,liver,,NO,Gm12407,,1,UNSIGNED
295,509392.BC028528,black,liver,,NO,BC028528,,1,UNSIGNED
296,509116.Cyfip2,black,liver,,NO,Cyfip2,,1,UNSIGNED
297,511982.Ifitm3,black,liver,,NO,Ifitm3,,1,UNSIGNED
298,515539.Ifi27,black,liver,,NO,Ifi27,,1,UNSIGNED
299,508848.Pmaip1,black,liver,,NO,Pmaip1,,1,UNSIGNED
300,10003118078.Fyb,black,liver,,NO,Fyb,,1,UNSIGNED
301,10004036235.Trim26,black,liver,,NO,Trim26,,1,UNSIGNED
302,10002903863.Calhm2,black,liver,,NO,Calhm2,,1,UNSIGNED
303,10002907651.Gm7708,blue,liver,,NO,Gm7708,,1,UNSIGNED
304,10002937458.Gm9700,blue,liver,,NO,Gm9700,,1,UNSIGNED
305,10002939243.Gm46411,blue,liver,,NO,Gm46411,,1,UNSIGNED
306,10003837041.Gm6382,blue,liver,,NO,Gm6382,,1,UNSIGNED
307,10003836862.Gm12873,blue,liver,,NO,Gm12873,,1,UNSIGNED
308,10003835876.Gm7318,blue,liver,,NO,Gm7318,,1,UNSIGNED
309,10003842030.Lvrn,blue,liver,,NO,Lvrn,,1,UNSIGNED
310,10002898703.Gm7447,blue,liver,,NO,Gm7447,,1,UNSIGNED
311,10002899084.Gm18894,blue,liver,,NO,Gm18894,,1,UNSIGNED
312,10002916036.M6pr,blue,liver,,NO,M6pr,,1,UNSIGNED
313,10002904189.Plpbp,blue,liver,,NO,Plpbp,,1,UNSIGNED
314,10002896436.E130201H02Rik,blue,liver,,NO,E130201H02Rik,,1,UNSIGNED
315,10003845101.Gm11222,blue,liver,,NO,Gm11222,,1,UNSIGNED
316,10004034874.Ppil2,blue,liver,,NO,Ppil2,,1,UNSIGNED
317,10003836056.Gm5206,blue,liver,,NO,Gm5206,,1,UNSIGNED
318,500885.AK157302,blue,liver,,NO,AK157302,,1,UNSIGNED
319,10002678081.Tmed2,blue,liver,,NO,Tmed2,,1,UNSIGNED
320,10003835985.Gm9614,blue,liver,,NO,Gm9614,,1,UNSIGNED
321,517397.Tmx1,blue,liver,,NO,Tmx1,,1,UNSIGNED
322,10003836156.Gm4935,blue,liver,,NO,Gm4935,,1,UNSIGNED
323,511075.Sypl,blue,liver,,NO,Sypl,,1,UNSIGNED
324,10002901762.Actr3-ps,blue,liver,,NO,Actr3-ps,,1,UNSIGNED
325,10002907650.Rsf1os2,blue,liver,,NO,Rsf1os2,,1,UNSIGNED
326,507284.Gm19587,blue,liver,,NO,Gm19587,,1,UNSIGNED
327,10002899008.Lyrm4,blue,liver,,NO,Lyrm4,,1,UNSIGNED
328,10003835663.Gm6540,blue,liver,,NO,Gm6540,,1,UNSIGNED
329,10003836926.Gm11225,blue,liver,,NO,Gm11225,,1,UNSIGNED
330,10004037439.Rab28,blue,liver,,NO,Rab28,,1,UNSIGNED
331,10002928419.Gm13432,blue,liver,,NO,Gm13432,,1,UNSIGNED
332,10002926080.Gm44743,blue,liver,,NO,Gm44743,,1,UNSIGNED
333,10004034229.Pmm2,blue,liver,,NO,Pmm2,,1,UNSIGNED
334,10003843011.Eno1,blue,liver,,NO,Eno1,,1,UNSIGNED
335,10003836971.Gm12538,blue,liver,,NO,Gm12538,,1,UNSIGNED
336,10003836652.Gm9333,blue,liver,,NO,Gm9333,,1,UNSIGNED
337,10002917517.Rbm18,blue,liver,,NO,Rbm18,,1,UNSIGNED
338,10002900479.Btbd35f23,blue,liver,,NO,Btbd35f23,,1,UNSIGNED
339,10003846047.Gm5047,blue,liver,,NO,Gm5047,,1,UNSIGNED
340,1483938.9530068E07Rik,blue,liver,,NO,9530068E07Rik,,1,UNSIGNED
341,10002910422.Gm7997,blue,liver,,NO,Gm7997,,1,UNSIGNED
342,10003836478.Rpsa-ps2,blue,liver,,NO,Rpsa-ps2,,1,UNSIGNED
343,517696.Dyrk1b,blue,liver,,NO,Dyrk1b,,1,UNSIGNED
344,10002902343.Ywhaq-ps2,blue,liver,,NO,Ywhaq-ps2,,1,UNSIGNED
345,10002678130.Hrh3,blue,liver,,NO,Hrh3,,1,UNSIGNED
346,515960.Rhob,blue,liver,,NO,Rhob,,1,UNSIGNED
347,10004034060.Olfr1196,blue,liver,,NO,Olfr1196,,1,UNSIGNED
348,10003845709.Gm9067,blue,liver,,NO,Gm9067,,1,UNSIGNED
349,516011.Rab18,blue,liver,,NO,Rab18,,1,UNSIGNED
350,1017764.Gm7746,blue,liver,,NO,Gm7746,,1,UNSIGNED
351,10003845860.Gm4903,blue,liver,,NO,Gm4903,,1,UNSIGNED
352,10002936543.Gm17887,blue,liver,,NO,Gm17887,,1,UNSIGNED
