,0
"('kidney', 'UNSIGNED', 'greenyellow')",26.462169487359922
"('kidney', 'UNSIGNED', 'darkorange2')",25.80689682551722
"('kidney', 'UNSIGNED', 'honeydew1')",27.070737773964666
"('kidney', 'UNSIGNED', 'darkgrey')",24.208177540952864
"('kidney', 'UNSIGNED', 'darkolivegreen4')",26.549843858671206
"('kidney', 'UNSIGNED', 'darkturquoise')",25.781183960710983
"('kidney', 'UNSIGNED', 'lightpink3')",26.726151016116972
"('kidney', 'UNSIGNED', 'lightcyan')",26.340596590197325
"('kidney', 'UNSIGNED', 'mediumpurple2')",26.621270292164862
"('kidney', 'UNSIGNED', 'magenta')",24.860511229900368
"('kidney', 'UNSIGNED', 'lavenderblush3')",26.614728201722958
"('kidney', 'UNSIGNED', 'midnightblue')",22.363946886473954
"('kidney', 'UNSIGNED', 'lightcoral')",26.589414562239394
"('kidney', 'UNSIGNED', 'lightsteelblue')",26.905188386352226
"('kidney', 'UNSIGNED', 'lavenderblush2')",25.41972548872977
"('kidney', 'UNSIGNED', 'ivory')",25.73916519640852
"('kidney', 'UNSIGNED', 'mediumpurple4')",25.698853141045046
"('kidney', 'UNSIGNED', 'lightcyan1')",26.016293038114284
"('kidney', 'UNSIGNED', 'lightyellow')",25.77028375213927
"('kidney', 'UNSIGNED', 'mediumpurple3')",24.596079114725484
"('kidney', 'UNSIGNED', 'mediumorchid')",25.947893307411707
"('kidney', 'UNSIGNED', 'magenta4')",25.801674193666006
"('kidney', 'UNSIGNED', 'lightpink4')",27.910163193078947
"('kidney', 'UNSIGNED', 'lightsteelblue1')",26.57612136890359
"('kidney', 'UNSIGNED', 'lightgreen')",25.670001605187558
"('kidney', 'UNSIGNED', 'maroon')",26.537050360783155
"('kidney', 'UNSIGNED', 'plum1')",26.07225815260022
"('kidney', 'UNSIGNED', 'orangered1')",26.74928701262944
"('kidney', 'UNSIGNED', 'palevioletred3')",21.628696230224588
"('kidney', 'UNSIGNED', 'plum2')",28.650554637578
"('kidney', 'UNSIGNED', 'navajowhite1')",27.880058268874407
"('kidney', 'UNSIGNED', 'plum')",28.24515460070999
"('kidney', 'UNSIGNED', 'palevioletred2')",26.457987852872026
"('kidney', 'UNSIGNED', 'navajowhite2')",25.368360404012673
"('kidney', 'UNSIGNED', 'purple')",25.603915540730043
"('kidney', 'UNSIGNED', 'orangered3')",26.921839024507673
"('kidney', 'UNSIGNED', 'salmon')",22.38417115633279
"('kidney', 'UNSIGNED', 'paleturquoise')",27.999505947705433
"('kidney', 'UNSIGNED', 'pink')",25.911919489772362
"('kidney', 'UNSIGNED', 'orange')",25.158032445426976
"('kidney', 'UNSIGNED', 'royalblue')",23.72929191275881
"('kidney', 'UNSIGNED', 'pink4')",25.936401198856302
"('kidney', 'UNSIGNED', 'saddlebrown')",24.661310292880977
"('kidney', 'UNSIGNED', 'plum3')",27.195688367537045
"('kidney', 'UNSIGNED', 'red')",22.45063937435908
"('kidney', 'UNSIGNED', 'orangered4')",26.984742634220733
"('kidney', 'UNSIGNED', 'skyblue3')",27.156198497500654
"('kidney', 'UNSIGNED', 'skyblue4')",25.532663706068764
"('kidney', 'UNSIGNED', 'salmon2')",22.590112545758753
"('kidney', 'UNSIGNED', 'skyblue1')",25.292960806638114
"('kidney', 'UNSIGNED', 'thistle3')",26.478162373489127
"('kidney', 'UNSIGNED', 'skyblue2')",25.450864074639025
"('kidney', 'UNSIGNED', 'thistle1')",26.997036941473677
"('kidney', 'UNSIGNED', 'steelblue')",26.092181348130488
"('kidney', 'UNSIGNED', 'white')",24.745320020333324
"('kidney', 'UNSIGNED', 'turquoise')",22.621169674353062
"('kidney', 'UNSIGNED', 'salmon4')",24.164540003266996
"('kidney', 'UNSIGNED', 'violet')",24.929736285713584
"('kidney', 'UNSIGNED', 'thistle2')",25.979936863719715
"('kidney', 'UNSIGNED', 'sienna3')",23.88053949265549
"('kidney', 'UNSIGNED', 'yellow')",24.25051591974745
"('kidney', 'UNSIGNED', 'sienna4')",22.363745761500873
"('kidney', 'UNSIGNED', 'skyblue')",23.49832106808035
"('kidney', 'UNSIGNED', 'yellow3')",26.873111804617366
"('kidney', 'UNSIGNED', 'thistle')",26.129308334881372
"('kidney', 'UNSIGNED', 'tan')",27.85429642720706
"('gastroc', 'SIGNED', 'darkmagenta')",27.245632794219567
"('gastroc', 'SIGNED', 'darkgrey')",28.541866146639816
"('gastroc', 'SIGNED', 'lightyellow')",26.09443981026737
"('kidney', 'UNSIGNED', 'yellow4')",26.920230012438466
"('gastroc', 'SIGNED', 'blue')",27.427475362606796
"('gastroc', 'SIGNED', 'darkorange')",25.82039965081465
"('gastroc', 'SIGNED', 'darkturquoise')",25.799491135633033
"('gastroc', 'SIGNED', 'greenyellow')",26.24090389448112
"('gastroc', 'SIGNED', 'lightgreen')",26.833605020338965
"('gastroc', 'SIGNED', 'green')",25.124385454700665
"('gastroc', 'SIGNED', 'magenta')",24.18171597352153
"('gastroc', 'SIGNED', 'darkolivegreen')",28.036951605124987
"('gastroc', 'SIGNED', 'cyan')",27.14528674780613
"('gastroc', 'SIGNED', 'darkred')",25.376038210987694
"('gastroc', 'SIGNED', 'grey60')",24.30642256119
"('gastroc', 'SIGNED', 'lightcyan')",24.689653403291228
"('kidney', 'UNSIGNED', 'yellowgreen')",24.093912555195555
"('gastroc', 'SIGNED', 'black')",27.32665810810407
"('gastroc', 'SIGNED', 'darkgreen')",22.900315389742715
"('gastroc', 'SIGNED', 'brown')",25.30617876075484
"('gastroc', 'SIGNED', 'skyblue')",26.04003015507547
"('gastroc', 'UNSIGNED', 'plum1')",27.237958804538952
"('gastroc', 'SIGNED', 'white')",22.576391068838326
"('gastroc', 'SIGNED', 'yellow')",27.412236752053353
"('gastroc', 'SIGNED', 'tan')",25.38663394655199
"('gastroc', 'SIGNED', 'red')",27.351015359139403
"('gastroc', 'SIGNED', 'orange')",26.286271522080167
"('gastroc', 'SIGNED', 'saddlebrown')",27.347985041910945
"('gastroc', 'SIGNED', 'steelblue')",26.823792309137684
"('gastroc', 'SIGNED', 'royalblue')",25.30173689199313
"('gastroc', 'SIGNED', 'pink')",26.67651192315916
"('gastroc', 'SIGNED', 'midnightblue')",24.486167387037256
"('gastroc', 'UNSIGNED', 'brown')",26.126819666675296
"('gastroc', 'UNSIGNED', 'blue')",26.706109476289967
"('gastroc', 'SIGNED', 'purple')",22.30735907111576
"('gastroc', 'SIGNED', 'turquoise')",25.990771430388403
"('gastroc', 'SIGNED', 'violet')",26.96664995654231
"('gastroc', 'SIGNED', 'paleturquoise')",27.560853960186044
"('gastroc', 'UNSIGNED', 'turquoise')",27.303847425394494
"('gastroc', 'SIGNED', 'salmon')",23.68466678042902
"('gastroc', 'UNSIGNED', 'navajowhite2')",27.766312229091287
"('gastroc', 'UNSIGNED', 'yellow')",26.324751669299058
"('gastroc', 'UNSIGNED', 'floralwhite')",27.05817059496524
"('gastroc', 'UNSIGNED', 'darkgreen')",25.815693632375236
"('gastroc', 'UNSIGNED', 'magenta')",25.358587723000802
"('gastroc', 'UNSIGNED', 'mediumpurple3')",25.30623467070583
"('gastroc', 'UNSIGNED', 'purple')",26.248602320251102
"('gastroc', 'UNSIGNED', 'darkgrey')",25.689841963056594
"('gastroc', 'UNSIGNED', 'green')",28.4271043526764
"('gastroc', 'UNSIGNED', 'midnightblue')",27.149793615762835
"('gastroc', 'UNSIGNED', 'greenyellow')",25.40429195711961
"('gastroc', 'UNSIGNED', 'violet')",28.286761356528988
"('gastroc', 'UNSIGNED', 'sienna3')",26.494287901915918
"('gastroc', 'UNSIGNED', 'red')",27.4604932340708
"('gastroc', 'UNSIGNED', 'lightgreen')",26.175877173620826
"('gastroc', 'UNSIGNED', 'tan')",27.401707351350623
"('gastroc', 'UNSIGNED', 'bisque4')",26.948451478737027
"('gastroc', 'UNSIGNED', 'pink')",27.017312169693312
"('gastroc', 'UNSIGNED', 'steelblue')",25.596956725339084
"('gastroc', 'UNSIGNED', 'black')",24.086614679727543
"('gastroc', 'UNSIGNED', 'darkred')",18.573653509519826
"('gastroc', 'UNSIGNED', 'palevioletred3')",28.25675329234248
"('gastroc', 'UNSIGNED', 'lightpink4')",25.465754295156774
"('gastroc', 'UNSIGNED', 'darkturquoise')",27.38590170972338
"('gastroc', 'UNSIGNED', 'darkslateblue')",27.402747036982444
"('gastroc', 'UNSIGNED', 'darkorange')",24.965308556331173
"('gastroc', 'UNSIGNED', 'lightyellow')",26.337269251287843
"('gastroc', 'UNSIGNED', 'royalblue')",26.741910499294306
"('gastroc', 'UNSIGNED', 'orange')",28.085224666895957
"('gastroc', 'UNSIGNED', 'lightcyan')",26.95662849184614
"('gastroc', 'UNSIGNED', 'cyan')",25.607415126173315
"('gastroc', 'UNSIGNED', 'salmon')",26.509375930722435
"('gastroc', 'UNSIGNED', 'paleturquoise')",27.182933607363708
"('gastroc', 'UNSIGNED', 'saddlebrown')",25.30504199911897
"('gastroc', 'UNSIGNED', 'lightcyan1')",27.061176802677643
"('gastroc', 'UNSIGNED', 'skyblue3')",27.396696070597663
"('gastroc', 'UNSIGNED', 'brown4')",25.741965514704372
"('gastroc', 'UNSIGNED', 'yellowgreen')",29.267499474598118
"('gastroc', 'UNSIGNED', 'grey60')",25.654639602521712
"('gastroc', 'UNSIGNED', 'skyblue')",27.407355266557705
"('gastroc', 'UNSIGNED', 'darkmagenta')",26.779985849489158
"('gastroc', 'UNSIGNED', 'orangered4')",26.630973583401452
"('gastroc', 'UNSIGNED', 'thistle1')",29.0430351920254
"('gastroc', 'UNSIGNED', 'maroon')",28.446802588644303
"('gastroc', 'UNSIGNED', 'salmon4')",26.525966859267854
"('gastroc', 'UNSIGNED', 'darkolivegreen')",27.437587188618416
"('gastroc', 'UNSIGNED', 'ivory')",26.89354036183296
"('gastroc', 'UNSIGNED', 'white')",27.34338288680651
"('gastroc', 'UNSIGNED', 'plum2')",25.728535825631425
"('gastroc', 'UNSIGNED', 'darkorange2')",26.484354658600612
"('gastroc', 'UNSIGNED', 'thistle2')",27.512291045456692
"('gastroc', 'UNSIGNED', 'lightsteelblue1')",25.788084699070225
