,tissue,network,module,glucose,weight,insulin,triglyceride,mean
457,kidney,UNSIGNED,firebrick4,27,11,172.6,51.7,65.6
458,kidney,UNSIGNED,darkseagreen3,27,11.4,164.1,48.8,62.8
459,kidney,UNSIGNED,lavenderblush3,25.7,11.2,124.3,44.7,51.5
460,kidney,UNSIGNED,honeydew,26.3,11.1,176.9,50,66.1
461,kidney,UNSIGNED,ivory,26.6,11,186,48.1,67.9
462,kidney,UNSIGNED,floralwhite,26.8,10.7,175,47.1,64.9
463,kidney,UNSIGNED,lightcoral,26.6,11,143.5,48.3,57.4
464,kidney,UNSIGNED,honeydew1,26.9,11.6,186.3,50.7,68.9
465,kidney,UNSIGNED,greenyellow,25.2,11.7,186.1,45.4,67.1
466,kidney,UNSIGNED,indianred4,26.5,11.3,202.9,48.7,72.3
467,kidney,UNSIGNED,darkred,25.7,10.6,166.9,47.3,62.6
468,kidney,UNSIGNED,grey60,20.7,10.6,136.7,38.9,51.7
469,kidney,UNSIGNED,darkslateblue,26.2,11.3,159.3,49.4,61.6
470,kidney,UNSIGNED,lightcyan1,26.4,11.6,160.9,47.1,61.5
471,kidney,UNSIGNED,darkviolet,18.2,10.9,127.1,34.4,47.7
472,kidney,UNSIGNED,darkseagreen4,24.1,10.5,138.1,40.1,53.2
473,kidney,UNSIGNED,darkturquoise,25.6,11.2,173.6,44.6,63.8
474,kidney,UNSIGNED,lightcyan,27.1,10.9,152.1,50.5,60.2
475,kidney,UNSIGNED,lavenderblush2,26.2,11.4,183.4,48.3,67.3
476,kidney,UNSIGNED,green,24.3,10.6,154.4,43.4,58.2
477,kidney,UNSIGNED,lightsteelblue1,26.6,10,156.9,47.2,60.2
478,kidney,UNSIGNED,lightpink3,27.1,10.9,156.4,53.2,61.9
479,kidney,UNSIGNED,lightpink4,27.2,10.7,172.6,48.8,64.8
480,kidney,UNSIGNED,mediumpurple4,25.8,11.6,184.5,49.9,68
481,kidney,UNSIGNED,midnightblue,22.4,11,158.6,38.9,57.7
482,kidney,UNSIGNED,mediumorchid,26.4,11.3,166.3,41.9,61.5
483,kidney,UNSIGNED,lightsteelblue,26.8,10.9,173.7,46.6,64.5
484,kidney,UNSIGNED,orangered3,27.5,11.1,159.3,52,62.5
485,kidney,UNSIGNED,magenta4,26.6,10.4,170.2,46.4,63.4
486,kidney,UNSIGNED,maroon,26.7,11.1,155.9,48.7,60.6
487,kidney,UNSIGNED,mediumpurple2,25.8,11.2,173.4,47.8,64.6
488,kidney,UNSIGNED,orangered4,25.4,11.4,137.2,41.6,53.9
489,kidney,UNSIGNED,navajowhite2,26.1,10.9,82.6,40.3,40
490,kidney,UNSIGNED,magenta,25.7,11.1,177,47.8,65.4
491,kidney,UNSIGNED,mediumpurple3,24.4,10.9,151.9,46.8,58.5
492,kidney,UNSIGNED,navajowhite1,26.3,10.6,155.3,47.8,60
493,kidney,UNSIGNED,lightgreen,24.8,10.7,140.3,41.8,54.4
494,kidney,UNSIGNED,lightyellow,25.5,11.7,171.8,51.4,65.1
495,kidney,UNSIGNED,orange,23.9,10.6,116.6,45.1,49
496,kidney,UNSIGNED,orangered1,26.1,11.3,159.3,48.6,61.3
497,kidney,UNSIGNED,royalblue,23.7,10.1,123.2,41.8,49.7
498,kidney,UNSIGNED,sienna3,24.6,10.8,163,44.6,60.8
499,kidney,UNSIGNED,plum,26.5,10.9,158.9,45.1,60.4
500,kidney,UNSIGNED,paleturquoise,27.4,10.5,170.2,48.2,64.1
501,kidney,UNSIGNED,palevioletred3,19,11.2,123.8,40.6,48.6
502,kidney,UNSIGNED,skyblue,22.6,10.9,154.7,40.2,57.1
503,kidney,UNSIGNED,plum3,27.5,11.1,169.9,48.7,64.3
504,kidney,UNSIGNED,saddlebrown,24.7,10.4,121.4,41.9,49.6
505,kidney,UNSIGNED,purple,23.9,11,158.3,43.6,59.2
506,kidney,UNSIGNED,skyblue1,25.2,10.9,148.9,43.2,57.1
507,kidney,UNSIGNED,sienna4,22.9,10.4,159.8,40.6,58.5
508,kidney,UNSIGNED,plum2,28.1,11.3,156.8,49.1,61.4
509,kidney,UNSIGNED,pink4,26.9,11,184.5,48.8,67.8
510,kidney,UNSIGNED,palevioletred2,27.3,9.8,118.2,48.2,50.9
511,kidney,UNSIGNED,salmon4,24.2,10.8,112.6,37,46.1
512,kidney,UNSIGNED,plum1,23.5,9.3,146.3,41.4,55.1
513,kidney,UNSIGNED,pink,25.2,11.2,185.1,49.1,67.6
514,kidney,UNSIGNED,salmon2,23.7,11.5,150.2,47.2,58.2
515,kidney,UNSIGNED,red,21.8,9.7,122.9,40.2,48.7
516,kidney,UNSIGNED,salmon,20.4,10.8,131.9,41,51
517,kidney,UNSIGNED,skyblue4,25,10.9,166,47.1,62.2
518,kidney,UNSIGNED,violet,24.9,10.6,158.5,44.3,59.6
519,kidney,UNSIGNED,thistle3,26.5,11.2,170.3,47.9,64
520,kidney,UNSIGNED,skyblue2,26.8,11.2,200.7,45.6,71.1
521,kidney,UNSIGNED,yellow4,27.7,10.9,166.7,48.8,63.5
522,kidney,UNSIGNED,thistle1,25,10.8,167.5,49.3,63.2
523,kidney,UNSIGNED,thistle,25.5,11.4,178.7,46,65.4
524,kidney,UNSIGNED,skyblue3,27.4,11.2,183.8,50,68.1
525,kidney,UNSIGNED,steelblue,26.5,11.3,127.8,44.6,52.5
526,kidney,UNSIGNED,white,24.7,10.2,192.1,41.4,67.1
527,kidney,UNSIGNED,yellow3,26.5,11,130.7,50.9,54.8
528,kidney,UNSIGNED,tan,26.8,11.1,171.7,47.4,64.2
529,kidney,UNSIGNED,thistle2,25.7,11.3,195.6,48,70.2
530,kidney,UNSIGNED,yellowgreen,26.1,10.8,155.5,48,60.1
531,kidney,UNSIGNED,yellow,25.2,10.7,149.1,46.3,57.8
532,gastroc,SIGNED,black,26.2,11,160.9,46.9,61.2
533,kidney,UNSIGNED,turquoise,21.3,10,143.1,41.1,53.9
534,gastroc,SIGNED,blue,26.1,11,168.7,42.7,62.1
535,kidney,UNSIGNED,grey,25.4,10.9,194.8,48.2,69.8
536,gastroc,SIGNED,orange,25.4,11.7,170,48.8,64
537,gastroc,SIGNED,darkmagenta,27.5,11.1,163.3,44.7,61.7
538,gastroc,SIGNED,darkgreen,26.1,10.5,143.2,45.2,56.2
539,gastroc,SIGNED,darkgrey,27.4,11.4,177.7,49.3,66.5
540,gastroc,SIGNED,paleturquoise,27.3,10.8,181.4,48.2,66.9
541,gastroc,SIGNED,darkorange,26.9,10.9,151.2,48.6,59.4
542,gastroc,SIGNED,darkred,24.5,9.3,148.6,43.6,56.5
543,gastroc,SIGNED,lightyellow,26.5,10.3,155.2,43.4,58.9
544,gastroc,SIGNED,grey60,25.6,10.8,168,42.6,61.8
545,gastroc,SIGNED,darkolivegreen,27.5,10.4,172.5,44.6,63.8
546,gastroc,SIGNED,lightgreen,26.7,11.6,133.7,47.8,55
547,gastroc,SIGNED,lightcyan,25.8,10.5,152.1,43.8,58.1
548,gastroc,SIGNED,midnightblue,24.1,10.4,155.1,37.7,56.8
549,gastroc,SIGNED,darkturquoise,25.1,10.8,171,42,62.2
550,gastroc,SIGNED,cyan,26.7,10.5,166.5,48.2,63
551,gastroc,SIGNED,greenyellow,24.5,9.5,101.7,36.4,43
552,gastroc,SIGNED,pink,27.2,11.8,159.9,46.4,61.3
553,gastroc,SIGNED,magenta,22.5,9.8,142.8,40,53.8
554,gastroc,SIGNED,green,25.1,10.7,139.4,44.3,54.9
555,gastroc,SIGNED,brown,23.4,10.2,136.4,36.8,51.7
556,gastroc,SIGNED,saddlebrown,28.1,11.7,178.8,51.6,67.6
557,gastroc,UNSIGNED,plum1,26.2,11.4,159.7,48.5,61.5
558,gastroc,SIGNED,steelblue,26.9,11.3,172.3,52.9,65.9
559,gastroc,SIGNED,violet,26.4,10.6,152.1,46.4,58.9
560,gastroc,SIGNED,skyblue,26.1,11.4,163.6,43.8,61.2
561,gastroc,UNSIGNED,pink,27,11.3,165.4,50.5,63.6
562,gastroc,SIGNED,white,23.8,10.2,128.5,32.2,48.6
563,gastroc,SIGNED,salmon,24.8,10.2,131,43.8,52.5
564,gastroc,SIGNED,tan,26.1,10.9,184,46.6,66.9
565,gastroc,SIGNED,royalblue,26.4,10.9,168.3,47,63.2
566,gastroc,SIGNED,purple,20.4,10.7,131.3,27.4,47.4
567,gastroc,UNSIGNED,yellow,25.3,10.9,145.9,42.4,56.1
568,gastroc,UNSIGNED,brown,25.3,10,139.6,39.2,53.5
569,gastroc,SIGNED,yellow,27.1,11.1,177.7,48.7,66.1
570,gastroc,SIGNED,red,26.9,11,177.8,49.5,66.3
571,gastroc,UNSIGNED,blue,26.7,10.2,136.2,44.2,54.3
572,gastroc,UNSIGNED,turquoise,25.8,10.5,150.3,45.3,58
573,gastroc,SIGNED,turquoise,25.7,10.8,199,40.7,69
574,gastroc,SIGNED,grey,27,11.2,180.1,51.9,67.6
575,gastroc,SIGNED,all,26.3,11.4,175,47.2,65
576,gastroc,UNSIGNED,navajowhite2,26.2,10.8,150.6,47.4,58.8
577,gastroc,UNSIGNED,mediumpurple3,27.6,11.3,137.7,41.8,54.6
578,gastroc,UNSIGNED,floralwhite,26.7,11.2,172.9,48.8,64.9
579,gastroc,UNSIGNED,skyblue,27.2,10.9,144.6,49.1,57.9
580,gastroc,UNSIGNED,sienna3,26.3,10.6,158.9,51.8,61.9
581,gastroc,UNSIGNED,darkgreen,25.8,11.7,136.4,48.6,55.6
582,gastroc,UNSIGNED,darkgrey,25.7,10.3,138.5,41.2,53.9
583,gastroc,UNSIGNED,steelblue,25.8,10.3,150.1,45.1,57.8
584,gastroc,UNSIGNED,bisque4,26.4,11,171,45.5,63.5
585,gastroc,UNSIGNED,orange,27.2,11,150.3,47.4,59
586,gastroc,UNSIGNED,midnightblue,26.9,11.3,149,47.6,58.7
587,gastroc,UNSIGNED,magenta,27,10.7,144,43.5,56.3
588,gastroc,UNSIGNED,violet,28.1,11.7,161.6,47.4,62.2
589,gastroc,UNSIGNED,lightgreen,25.8,10.3,154.8,43.5,58.6
590,gastroc,UNSIGNED,red,26.4,10.3,151.3,46.8,58.7
591,gastroc,UNSIGNED,purple,25.6,9.6,94,39.2,42.1
592,gastroc,UNSIGNED,greenyellow,25.8,10.3,150.9,43.4,57.6
593,gastroc,UNSIGNED,black,25.7,11,157.5,44.4,59.6
594,gastroc,UNSIGNED,tan,26,10.6,169.5,45.3,62.8
595,gastroc,UNSIGNED,green,26.7,10.8,150.8,47.9,59
596,gastroc,UNSIGNED,white,27.6,11.4,175.9,47.2,65.5
597,gastroc,UNSIGNED,saddlebrown,25.5,10.6,136.6,50,55.7
598,gastroc,UNSIGNED,lightcyan1,27.5,10.8,151.3,44.8,58.6
599,gastroc,UNSIGNED,salmon,26.8,11,176.6,46.9,65.3
600,gastroc,UNSIGNED,orangered4,26.6,9.6,122.8,45.1,51
601,gastroc,UNSIGNED,palevioletred3,27.3,11.2,164.8,51.5,63.7
602,gastroc,UNSIGNED,darkslateblue,26.4,11.6,154.2,45.8,59.5
603,gastroc,UNSIGNED,brown4,26.8,10.9,153.7,47.2,59.6
604,gastroc,UNSIGNED,darkturquoise,26.7,11.4,165.4,48.3,63
605,gastroc,UNSIGNED,darkred,20.8,11.1,102.3,30,41.1
606,gastroc,UNSIGNED,lightcyan,27.1,10.7,192.2,44.4,68.6
607,gastroc,UNSIGNED,darkorange,25.4,10.7,167.6,42.5,61.6
608,gastroc,UNSIGNED,lightyellow,25,11.3,142.4,44.8,55.9
609,gastroc,UNSIGNED,paleturquoise,27.1,10.2,176.3,48.5,65.6
610,gastroc,UNSIGNED,yellowgreen,28.8,11.8,162.4,53.7,64.2
611,gastroc,UNSIGNED,skyblue3,27.6,10.4,175.1,45.9,64.8
612,gastroc,UNSIGNED,cyan,26.7,11,166.5,45.4,62.4
613,gastroc,UNSIGNED,grey60,25.3,10.2,144,41.1,55.2
614,gastroc,UNSIGNED,lightpink4,27,11.3,151.9,49.2,59.9
615,gastroc,UNSIGNED,royalblue,27.4,11.2,156.9,49.3,61.2
616,gastroc,UNSIGNED,darkmagenta,26.4,11.3,170.2,44.6,63.1
617,gastroc,UNSIGNED,maroon,27.5,10.2,133.3,37.7,52.2
618,gastroc,UNSIGNED,plum2,25.9,10.8,160.6,50.3,61.9
619,gastroc,UNSIGNED,darkorange2,26.2,11.2,131.3,45.6,53.6
620,gastroc,UNSIGNED,thistle1,28.6,9.5,132.2,44.1,53.6
621,gastroc,UNSIGNED,darkolivegreen,27,10.4,177.7,44.3,64.8
622,gastroc,UNSIGNED,thistle2,27.2,11.6,175,54.6,67.1
623,gastroc,UNSIGNED,salmon4,25.5,11,148.5,44.2,57.3
624,gastroc,UNSIGNED,lightsteelblue1,26,11.5,163.7,43.5,61.2
625,gastroc,UNSIGNED,ivory,27.4,11.5,167.4,50.9,64.3
626,gastroc,UNSIGNED,grey,26.7,11.5,177.5,51,66.7
