,Accession,module,tissue_origin,kME_module,multiple_tissues,gene_symbol,entrez_ID,numb_tissues,Sign
204,10002934523.D330046F09Rik,black,adipose,,NO,D330046F09Rik,,1,SIGNED
205,1015617.Krt33b,black,adipose,,NO,Krt33b,,1,SIGNED
206,10003838226.Pcdh10,black,adipose,,NO,Pcdh10,,1,SIGNED
207,508758.Rab11fip4os2,black,adipose,,NO,Rab11fip4os2,,1,SIGNED
208,10002929910.Gm44061,black,adipose,,NO,Gm44061,,1,SIGNED
209,10004037509.Gm45767,black,adipose,,NO,Gm45767,,1,SIGNED
210,500101.Cav3,black,adipose,,NO,Cav3,,1,SIGNED
211,505125.R3hdm2,black,adipose,,NO,R3hdm2,,1,SIGNED
212,10002942928.Pcdh17,black,adipose,,NO,Pcdh17,,1,SIGNED
213,516017.Fgr,black,adipose,,NO,Fgr,,1,SIGNED
214,10003841599.Gm37240,black,adipose,,NO,Gm37240,,1,SIGNED
215,514145.Atp2a1,black,adipose,,NO,Atp2a1,,1,SIGNED
216,10002902340.Olfr639,black,adipose,,NO,Olfr639,,1,SIGNED
217,510872.Krtap4-6,black,adipose,,NO,Krtap4-6,,1,SIGNED
218,10003115174.Mpig6b,black,adipose,,NO,Mpig6b,,1,SIGNED
219,10003843309.Dab1,black,adipose,,NO,Dab1,,1,SIGNED
220,10002911099.Nol9,black,adipose,,NO,Nol9,,1,SIGNED
221,506507.Dock2,black,adipose,,NO,Dock2,,1,SIGNED
222,10003113542.Gm35035,black,adipose,,NO,Gm35035,,1,SIGNED
223,10002929749.Accsl,black,adipose,,NO,Accsl,,1,SIGNED
224,10002931010.Gm50086,black,adipose,,NO,Gm50086,,1,SIGNED
225,10004037308.Ap3b2,black,adipose,,NO,Ap3b2,,1,SIGNED
226,10002946512.Rgs17,black,adipose,,NO,Rgs17,,1,SIGNED
227,10003839563.St3gal6,black,adipose,,NO,St3gal6,,1,SIGNED
228,10002911477.Clec2d,black,adipose,,NO,Clec2d,,1,SIGNED
229,10002927947.Pfn5,black,adipose,,NO,Pfn5,,1,SIGNED
230,10002910386.Slc7a12,black,adipose,,NO,Slc7a12,,1,SIGNED
231,10003843185.Cdh1,black,adipose,,NO,Cdh1,,1,SIGNED
232,500664.Srgap1,black,adipose,,NO,Srgap1,,1,SIGNED
233,498601.Npas3,black,adipose,,NO,Npas3,,1,SIGNED
234,518788.2010001A14Rik,black,adipose,,NO,2010001A14Rik,,1,SIGNED
235,507450.Xrcc4,black,adipose,,NO,Xrcc4,,1,SIGNED
236,10004034423.Vmn1r57,black,adipose,,NO,Vmn1r57,,1,SIGNED
237,1014626.Prop1,black,adipose,,NO,Prop1,,1,SIGNED
238,10002911514.Cplx3,black,adipose,,NO,Cplx3,,1,SIGNED
239,10004033745.Olfr1006,black,adipose,,NO,Olfr1006,,1,SIGNED
240,10002907198.Bcorl1,black,adipose,,NO,Bcorl1,,1,SIGNED
241,10002906714.Vmn1r185,black,adipose,,NO,Vmn1r185,,1,SIGNED
242,10003844502.4930403D09Rik,black,adipose,,NO,4930403D09Rik,,1,SIGNED
243,10002950330.Socs4,black,adipose,,NO,Socs4,,1,SIGNED
244,10003114672.F8,black,adipose,,NO,F8,,1,SIGNED
245,10003844152.Tmprss2,black,adipose,,NO,Tmprss2,,1,SIGNED
246,509239.Skor2,black,adipose,,NO,Skor2,,1,SIGNED
247,10004038401.Tmem88b,black,adipose,,NO,Tmem88b,,1,SIGNED
248,511057.Nhej1,black,adipose,,NO,Nhej1,,1,SIGNED
249,10002904214.Lce1a2,black,adipose,,NO,Lce1a2,,1,SIGNED
250,10003845997.Vmn2r56,black,adipose,,NO,Vmn2r56,,1,SIGNED
251,10004037608.Gm15230,black,adipose,,NO,Gm15230,,1,SIGNED
252,513021.Syt1,black,adipose,,NO,Syt1,,1,SIGNED
253,514063.Pdcd1lg2,black,adipose,,NO,Pdcd1lg2,,1,SIGNED
254,10003838043.2900089D17Rik,black,adipose,,NO,2900089D17Rik,,1,SIGNED
255,10003836426.Unc5d,black,adipose,,NO,Unc5d,,1,SIGNED
256,497924.4930538L07Rik,black,adipose,,NO,4930538L07Rik,,1,SIGNED
257,10004036942.Gm21986,black,adipose,,NO,Gm21986,,1,SIGNED
258,10003843379.Mllt10,black,adipose,,NO,Mllt10,,1,SIGNED
259,10002899888.Gm13033,black,adipose,,NO,Gm13033,,1,SIGNED
260,499583.Cd8b1,black,adipose,,NO,Cd8b1,,1,SIGNED
261,503685.1700052I22Rik,black,adipose,,NO,1700052I22Rik,,1,SIGNED
262,10002939077.Snx20,black,adipose,,NO,Snx20,,1,SIGNED
263,10002900116.Zfp12,black,adipose,,NO,Zfp12,,1,SIGNED
264,10004033475.Fmo6,black,adipose,,NO,Fmo6,,1,SIGNED
265,10002925426.Resf1,black,adipose,,NO,Resf1,,1,SIGNED
266,10002927832.Chd9,black,adipose,,NO,Chd9,,1,SIGNED
267,10002938120.Gm44693,black,adipose,,NO,Gm44693,,1,SIGNED
268,10004036623.Olfr489-ps1,black,adipose,,NO,Olfr489-ps1,,1,SIGNED
269,497700.Btbd35f23,black,adipose,,NO,Btbd35f23,,1,SIGNED
270,506779.Ube2dnl2,black,adipose,,NO,Ube2dnl2,,1,SIGNED
271,10004035783.Tpbpa,black,adipose,,NO,Tpbpa,,1,SIGNED
272,10002925801.Gm14091,black,adipose,,NO,Gm14091,,1,SIGNED
273,503170.4930422C21Rik,black,adipose,,NO,4930422C21Rik,,1,SIGNED
274,10003838998.4933409F18Rik,black,adipose,,NO,4933409F18Rik,,1,SIGNED
275,10002925239.1190007I07Rik,black,adipose,,NO,1190007I07Rik,,1,SIGNED
276,10002939739.Ap3b2,black,adipose,,NO,Ap3b2,,1,SIGNED
277,498575.Foxf1,black,adipose,,NO,Foxf1,,1,SIGNED
278,10002911935.B020004J07Rik,black,adipose,,NO,B020004J07Rik,,1,SIGNED
279,10002916901.3300002I08Rik,black,adipose,,NO,3300002I08Rik,,1,SIGNED
280,10002927424.Gm46447,black,adipose,,NO,Gm46447,,1,SIGNED
281,10003835838.Gm17804,black,adipose,,NO,Gm17804,,1,SIGNED
282,10003838495.1700044C05Rik,black,adipose,,NO,1700044C05Rik,,1,SIGNED
283,511696.Gm14022,black,adipose,,NO,Gm14022,,1,SIGNED
284,505572.Dtx1,black,adipose,,NO,Dtx1,,1,SIGNED
285,10002948904.Htr2c,black,adipose,,NO,Htr2c,,1,SIGNED
286,10003845081.Asap3,black,adipose,,NO,Asap3,,1,SIGNED
287,10004035986.4930447C04Rik,black,adipose,,NO,4930447C04Rik,,1,SIGNED
288,10003845961.Gm18627,black,adipose,,NO,Gm18627,,1,SIGNED
289,10003842608.Gm43991,black,adipose,,NO,Gm43991,,1,SIGNED
290,10004035270.Myh8,black,adipose,,NO,Myh8,,1,SIGNED
291,10004034212.Wipf2,black,adipose,,NO,Wipf2,,1,SIGNED
292,10002948257.Cadm2,black,adipose,,NO,Cadm2,,1,SIGNED
293,10002932073.Cavin2,black,adipose,,NO,Cavin2,,1,SIGNED
294,10004038166.Lrit2,black,adipose,,NO,Lrit2,,1,SIGNED
295,10002896820.Gm50194,black,adipose,,NO,Gm50194,,1,SIGNED
296,499766.Efs,black,adipose,,NO,Efs,,1,SIGNED
297,10002899406.Lrfn5,black,adipose,,NO,Lrfn5,,1,SIGNED
298,1475301.Vipr1,black,adipose,,NO,Vipr1,,1,SIGNED
299,10003842276.Calm5,black,adipose,,NO,Calm5,,1,SIGNED
300,10004037762.Kcnq5,black,adipose,,NO,Kcnq5,,1,SIGNED
301,10004037177.Rfc2,black,adipose,,NO,Rfc2,,1,SIGNED
302,10002949343.Rabepk,black,adipose,,NO,Rabepk,,1,SIGNED
303,10002943020.Arhgap8,black,adipose,,NO,Arhgap8,,1,SIGNED
304,500561.Tal1,black,adipose,,NO,Tal1,,1,SIGNED
305,10003840647.Gm50400,black,adipose,,NO,Gm50400,,1,SIGNED
306,10003842421.Gm48724,black,adipose,,NO,Gm48724,,1,SIGNED
307,10003838877.Cept1,black,adipose,,NO,Cept1,,1,SIGNED
308,10002923778.Dgkd,black,adipose,,NO,Dgkd,,1,SIGNED
309,10002917587.Krt4,black,adipose,,NO,Krt4,,1,SIGNED
310,10002901840.Fcrl6,black,adipose,,NO,Fcrl6,,1,SIGNED
311,10002912394.Olfr90,black,adipose,,NO,Olfr90,,1,SIGNED
312,10003844322.Vipas39,black,adipose,,NO,Vipas39,,1,SIGNED
313,10002918136.Olfr39,black,adipose,,NO,Olfr39,,1,SIGNED
314,10003843885.4930481A15Rik,black,adipose,,NO,4930481A15Rik,,1,SIGNED
315,10002930733.Pde4d,black,adipose,,NO,Pde4d,,1,SIGNED
316,10002925471.Rad51b,black,adipose,,NO,Rad51b,,1,SIGNED
317,512643.Gm41664,black,adipose,,NO,Gm41664,,1,SIGNED
318,10002911538.Efhb,black,adipose,,NO,Efhb,,1,SIGNED
319,10003844965.5930435M05Rik,black,adipose,,NO,5930435M05Rik,,1,SIGNED
320,10004033136.Fgf4,black,adipose,,NO,Fgf4,,1,SIGNED
321,1476005.Dlg2,black,adipose,,NO,Dlg2,,1,SIGNED
322,10003839657.A730009L09Rik,black,adipose,,NO,A730009L09Rik,,1,SIGNED
323,10002913305.Mocos,black,adipose,,NO,Mocos,,1,SIGNED
324,10002918049.Klra4,black,adipose,,NO,Klra4,,1,SIGNED
325,10002897345.Polr2a,black,adipose,,NO,Polr2a,,1,SIGNED
326,10004034293.Vmn2r69,black,adipose,,NO,Vmn2r69,,1,SIGNED
327,10002916634.Brd9,black,adipose,,NO,Brd9,,1,SIGNED
328,10002905837.Enpp3,black,adipose,,NO,Enpp3,,1,SIGNED
329,10003838348.4933436I20Rik,black,adipose,,NO,4933436I20Rik,,1,SIGNED
330,10003846068.Igkv4-57,black,adipose,,NO,Igkv4-57,,1,SIGNED
331,10002946093.Gm13855,black,adipose,,NO,Gm13855,,1,SIGNED
332,10004038031.Olfr1253,black,adipose,,NO,Olfr1253,,1,SIGNED
333,502724.Jsrp1,black,adipose,,NO,Jsrp1,,1,SIGNED
334,511507.C330004P14Rik,black,adipose,,NO,C330004P14Rik,,1,SIGNED
335,512455.1110051M20Rik,black,adipose,,NO,1110051M20Rik,,1,SIGNED
336,10002925412.Gm20570,black,adipose,,NO,Gm20570,,1,SIGNED
337,10004036616.Vmn1r64,black,adipose,,NO,Vmn1r64,,1,SIGNED
338,10002925635.Gm6934,black,adipose,,NO,Gm6934,,1,SIGNED
339,10004036651.Olfr1104,black,adipose,,NO,Olfr1104,,1,SIGNED
340,10003837272.Pcsk2os1,black,adipose,,NO,Pcsk2os1,,1,SIGNED
341,10003839956.Gm26805,black,adipose,,NO,Gm26805,,1,SIGNED
342,10002908342.Pdzd7,black,adipose,,NO,Pdzd7,,1,SIGNED
343,10004034820.Nadsyn1,black,adipose,,NO,Nadsyn1,,1,SIGNED
344,502936.A930002H24Rik,black,adipose,,NO,A930002H24Rik,,1,SIGNED
345,10002896681.Olfr1416,black,adipose,,NO,Olfr1416,,1,SIGNED
346,10002901111.Hoxc12,black,adipose,,NO,Hoxc12,,1,SIGNED
347,10003842272.Gm26803,black,adipose,,NO,Gm26803,,1,SIGNED
348,10003840175.Flg2,black,adipose,,NO,Flg2,,1,SIGNED
349,10003838267.A930006I01Rik,black,adipose,,NO,A930006I01Rik,,1,SIGNED
350,10003844096.Fam120b,black,adipose,,NO,Fam120b,,1,SIGNED
351,10003838315.1700063A18Rik,black,adipose,,NO,1700063A18Rik,,1,SIGNED
352,502094.Hgs,black,adipose,,NO,Hgs,,1,SIGNED
353,10004038337.Fbxl17,black,adipose,,NO,Fbxl17,,1,SIGNED
354,511800.Phykpl,black,adipose,,NO,Phykpl,,1,SIGNED
