,Accession,module,tissue_origin,kME_module,multiple_tissues,gene_symbol,entrez_ID,numb_tissues,Sign
188,10002897130.Degs2,black,adipose,,NO,Degs2,,1,UNSIGNED
189,10003119135.Agbl2,black,adipose,,NO,Agbl2,,1,UNSIGNED
190,10004037003.Rab25,black,adipose,,NO,Rab25,,1,UNSIGNED
191,10002921135.Mkx,black,adipose,,NO,Mkx,,1,UNSIGNED
192,513188.Plekhb1,black,adipose,,NO,Plekhb1,,1,UNSIGNED
193,10002934512.1700016K19Rik,black,adipose,,NO,1700016K19Rik,,1,UNSIGNED
194,1374210.Fyb2,black,adipose,,NO,Fyb2,,1,UNSIGNED
195,499554.Col4a3,black,adipose,,NO,Col4a3,,1,UNSIGNED
196,10002900118.Gm2888,black,adipose,,NO,Gm2888,,1,UNSIGNED
197,511159.Mmrn1,black,adipose,,NO,Mmrn1,,1,UNSIGNED
198,508684.Pitx2,black,adipose,,NO,Pitx2,,1,UNSIGNED
199,10002898315.2610528J11Rik,black,adipose,,NO,2610528J11Rik,,1,UNSIGNED
200,10002909707.Lama1,black,adipose,,NO,Lama1,,1,UNSIGNED
201,10002903823.Ppp2r2b,black,adipose,,NO,Ppp2r2b,,1,UNSIGNED
202,516928.Tctex1d1,black,adipose,,NO,Tctex1d1,,1,UNSIGNED
203,10002949013.Dbpht2,black,adipose,,NO,Dbpht2,,1,UNSIGNED
204,10004035013.Crocc2,black,adipose,,NO,Crocc2,,1,UNSIGNED
205,10002945643.Defb29,black,adipose,,NO,Defb29,,1,UNSIGNED
206,10002947578.Vwa2,black,adipose,,NO,Vwa2,,1,UNSIGNED
207,500939.Kcnmb4,black,adipose,,NO,Kcnmb4,,1,UNSIGNED
208,10002946651.Fam47e,black,adipose,,NO,Fam47e,,1,UNSIGNED
209,10002918493.Gspt2,black,adipose,,NO,Gspt2,,1,UNSIGNED
210,511355.Dnali1,black,adipose,,NO,Dnali1,,1,UNSIGNED
211,10002909933.Marveld3,black,adipose,,NO,Marveld3,,1,UNSIGNED
212,502359.Ehf,black,adipose,,NO,Ehf,,1,UNSIGNED
213,501663.Kcnk5,black,adipose,,NO,Kcnk5,,1,UNSIGNED
214,503925.Ccdc30,black,adipose,,NO,Ccdc30,,1,UNSIGNED
215,10002946342.Frmpd2,black,adipose,,NO,Frmpd2,,1,UNSIGNED
216,10002897286.Casc1,black,adipose,,NO,Casc1,,1,UNSIGNED
217,499845.Dcdc2a,black,adipose,,NO,Dcdc2a,,1,UNSIGNED
218,10003117359.Clrn3,black,adipose,,NO,Clrn3,,1,UNSIGNED
219,10003839081.Gm21976,black,adipose,,NO,Gm21976,,1,UNSIGNED
220,10002931570.Celsr2,black,adipose,,NO,Celsr2,,1,UNSIGNED
221,514327.Cd24a,black,adipose,,NO,Cd24a,,1,UNSIGNED
222,519668.Penk,black,adipose,,NO,Penk,,1,UNSIGNED
223,10002913493.Ccdc65,black,adipose,,NO,Ccdc65,,1,UNSIGNED
224,10002950425.Dbpht2,black,adipose,,NO,Dbpht2,,1,UNSIGNED
225,504657.Greb1,black,adipose,,NO,Greb1,,1,UNSIGNED
226,1366211.Ttc26,black,adipose,,NO,Ttc26,,1,UNSIGNED
227,512904.1700086L19Rik,black,adipose,,NO,1700086L19Rik,,1,UNSIGNED
228,507725.Kl,black,adipose,,NO,Kl,,1,UNSIGNED
229,10002911385.Tmigd3,black,adipose,,NO,Tmigd3,,1,UNSIGNED
230,513417.Ccl21d,black,adipose,,NO,Ccl21d,,1,UNSIGNED
231,514202.1700007K13Rik,black,adipose,,NO,1700007K13Rik,,1,UNSIGNED
232,10003119205.Slc7a15,black,adipose,,NO,Slc7a15,,1,UNSIGNED
233,10004036338.Hnf1b,black,adipose,,NO,Hnf1b,,1,UNSIGNED
234,10002897328.BC021767,black,adipose,,NO,BC021767,,1,UNSIGNED
235,10002901682.Mlc1,black,adipose,,NO,Mlc1,,1,UNSIGNED
236,10004034370.Ccl21d,black,adipose,,NO,Ccl21d,,1,UNSIGNED
237,10002897876.Dnah9,black,adipose,,NO,Dnah9,,1,UNSIGNED
238,10004036989.Ccl21d,black,adipose,,NO,Ccl21d,,1,UNSIGNED
239,10002900056.Dnah10,black,adipose,,NO,Dnah10,,1,UNSIGNED
240,10002914560.Hdac11,black,adipose,,NO,Hdac11,,1,UNSIGNED
241,502389.Gstm7,black,adipose,,NO,Gstm7,,1,UNSIGNED
242,506909.Epb41l5,black,adipose,,NO,Epb41l5,,1,UNSIGNED
243,10002921074.Mapk4,black,adipose,,NO,Mapk4,,1,UNSIGNED
244,511347.Cltrn,black,adipose,,NO,Cltrn,,1,UNSIGNED
245,10002948329.Sntn,black,adipose,,NO,Sntn,,1,UNSIGNED
246,10004037489.Ccl21d,black,adipose,,NO,Ccl21d,,1,UNSIGNED
247,515446.Dnah2,black,adipose,,NO,Dnah2,,1,UNSIGNED
248,10002171807.Calml4,black,adipose,,NO,Calml4,,1,UNSIGNED
249,10002901290.1700003E16Rik,black,adipose,,NO,1700003E16Rik,,1,UNSIGNED
250,10004034973.Map1b,black,adipose,,NO,Map1b,,1,UNSIGNED
251,10002917625.Pkhd1,black,adipose,,NO,Pkhd1,,1,UNSIGNED
252,10002906922.Clec18a,black,adipose,,NO,Clec18a,,1,UNSIGNED
253,10002921855.Osbpl6,black,adipose,,NO,Osbpl6,,1,UNSIGNED
254,498255.Stpg1,black,adipose,,NO,Stpg1,,1,UNSIGNED
255,10002951203.Caps2,black,adipose,,NO,Caps2,,1,UNSIGNED
256,10002901423.Erbb3,black,adipose,,NO,Erbb3,,1,UNSIGNED
257,517010.Pantr1,black,adipose,,NO,Pantr1,,1,UNSIGNED
258,10002910466.Tmem25,black,adipose,,NO,Tmem25,,1,UNSIGNED
259,10002916980.Eno4,black,adipose,,NO,Eno4,,1,UNSIGNED
260,10002950389.Ttc29,black,adipose,,NO,Ttc29,,1,UNSIGNED
261,10002910397.Ihh,black,adipose,,NO,Ihh,,1,UNSIGNED
262,10002929196.Tmem30b,black,adipose,,NO,Tmem30b,,1,UNSIGNED
263,500845.Cacna2d3,black,adipose,,NO,Cacna2d3,,1,UNSIGNED
264,10002172830.Pdzk1,black,adipose,,NO,Pdzk1,,1,UNSIGNED
265,514719.Nudt11,black,adipose,,NO,Nudt11,,1,UNSIGNED
266,10002915028.Cadps2,black,adipose,,NO,Cadps2,,1,UNSIGNED
267,513945.Sim1,black,adipose,,NO,Sim1,,1,UNSIGNED
268,508839.Ccdc181,black,adipose,,NO,Ccdc181,,1,UNSIGNED
269,512349.Lrrc46,black,adipose,,NO,Lrrc46,,1,UNSIGNED
270,10002915715.Kcnip3,black,adipose,,NO,Kcnip3,,1,UNSIGNED
271,10002905363.Ccdc158,black,adipose,,NO,Ccdc158,,1,UNSIGNED
272,10002898293.Lhx1,black,adipose,,NO,Lhx1,,1,UNSIGNED
273,518342.Fsip1,black,adipose,,NO,Fsip1,,1,UNSIGNED
274,519428.Patj,black,adipose,,NO,Patj,,1,UNSIGNED
275,504645.Nt5e,black,adipose,,NO,Nt5e,,1,UNSIGNED
276,10002902118.Ccl21d,black,adipose,,NO,Ccl21d,,1,UNSIGNED
277,10002901194.Eps8l3,black,adipose,,NO,Eps8l3,,1,UNSIGNED
278,1364781.Pcsk5,black,adipose,,NO,Pcsk5,,1,UNSIGNED
279,10002913522.Ccdc151,black,adipose,,NO,Ccdc151,,1,UNSIGNED
280,10003840423.1700012P22Rik,black,adipose,,NO,1700012P22Rik,,1,UNSIGNED
281,508000.Sh3gl2,black,adipose,,NO,Sh3gl2,,1,UNSIGNED
282,10002907207.Ccdc33,black,adipose,,NO,Ccdc33,,1,UNSIGNED
283,518417.Fbxo16,black,adipose,,NO,Fbxo16,,1,UNSIGNED
284,505838.Gm44503,black,adipose,,NO,Gm44503,,1,UNSIGNED
285,10004033351.Acpp,black,adipose,,NO,Acpp,,1,UNSIGNED
286,506067.Ralgps2,black,adipose,,NO,Ralgps2,,1,UNSIGNED
287,10002899976.Igsf5,black,adipose,,NO,Igsf5,,1,UNSIGNED
288,517540.Apba2,black,adipose,,NO,Apba2,,1,UNSIGNED
289,10002911237.Misp,black,adipose,,NO,Misp,,1,UNSIGNED
290,10002907735.Armc4,black,adipose,,NO,Armc4,,1,UNSIGNED
291,10002916430.Echdc2,black,adipose,,NO,Echdc2,,1,UNSIGNED
292,10002913871.Asb11,black,adipose,,NO,Asb11,,1,UNSIGNED
293,520024.Prr29,black,adipose,,NO,Prr29,,1,UNSIGNED
294,514307.Perp,black,adipose,,NO,Perp,,1,UNSIGNED
295,10002917173.Slc39a4,black,adipose,,NO,Slc39a4,,1,UNSIGNED
296,10002916390.Ttll9,black,adipose,,NO,Ttll9,,1,UNSIGNED
297,10002902069.D630003M21Rik,black,adipose,,NO,D630003M21Rik,,1,UNSIGNED
298,497693.Slc25a18,black,adipose,,NO,Slc25a18,,1,UNSIGNED
299,503886.Gm27306,black,adipose,,NO,Gm27306,,1,UNSIGNED
300,10004033968.Rsph14,black,adipose,,NO,Rsph14,,1,UNSIGNED
301,10002914351.2610028H24Rik,black,adipose,,NO,2610028H24Rik,,1,UNSIGNED
302,10002907796.Cldn3,black,adipose,,NO,Cldn3,,1,UNSIGNED
303,10002916440.Mns1,black,adipose,,NO,Mns1,,1,UNSIGNED
304,10002950293.Slc5a9,black,adipose,,NO,Slc5a9,,1,UNSIGNED
305,10002913153.Rap1gap,black,adipose,,NO,Rap1gap,,1,UNSIGNED
306,10002917295.Iqub,black,adipose,,NO,Iqub,,1,UNSIGNED
307,503733.Sall1,black,adipose,,NO,Sall1,,1,UNSIGNED
308,515980.Acot1,black,adipose,,NO,Acot1,,1,UNSIGNED
309,10003840253.Strbp,black,adipose,,NO,Strbp,,1,UNSIGNED
310,511554.Calml3,black,adipose,,NO,Calml3,,1,UNSIGNED
311,10003843422.Gm29538,black,adipose,,NO,Gm29538,,1,UNSIGNED
312,10002908875.Nts,black,adipose,,NO,Nts,,1,UNSIGNED
313,10003839847.B4galt2,black,adipose,,NO,B4galt2,,1,UNSIGNED
314,10002908320.Srd5a2,black,adipose,,NO,Srd5a2,,1,UNSIGNED
315,499371.Pfn2,black,adipose,,NO,Pfn2,,1,UNSIGNED
316,10002932159.Arnt2,black,adipose,,NO,Arnt2,,1,UNSIGNED
317,10002899936.Ift80,black,adipose,,NO,Ift80,,1,UNSIGNED
318,501776.Kcnmb1,black,adipose,,NO,Kcnmb1,,1,UNSIGNED
319,10002907134.Bpi,black,adipose,,NO,Bpi,,1,UNSIGNED
320,10004034503.Rnf183,black,adipose,,NO,Rnf183,,1,UNSIGNED
321,10002946719.B4galnt3,black,adipose,,NO,B4galnt3,,1,UNSIGNED
322,499431.Atp2c2,black,adipose,,NO,Atp2c2,,1,UNSIGNED
323,518374.Mok,black,adipose,,NO,Mok,,1,UNSIGNED
324,10002914359.0610040J01Rik,black,adipose,,NO,0610040J01Rik,,1,UNSIGNED
325,10002897408.2010300C02Rik,black,adipose,,NO,2010300C02Rik,,1,UNSIGNED
326,10002907653.Plekha5,black,adipose,,NO,Plekha5,,1,UNSIGNED
327,514766.Gprasp1,black,adipose,,NO,Gprasp1,,1,UNSIGNED
328,10003838356.Dzank1,black,adipose,,NO,Dzank1,,1,UNSIGNED
329,10002917734.P2rx2,black,adipose,,NO,P2rx2,,1,UNSIGNED
330,511067.Aldoc,black,adipose,,NO,Aldoc,,1,UNSIGNED
331,10003840097.Tmem231,black,adipose,,NO,Tmem231,,1,UNSIGNED
332,10004034921.Ctxn1,black,adipose,,NO,Ctxn1,,1,UNSIGNED
333,10002945772.Chic1,black,adipose,,NO,Chic1,,1,UNSIGNED
334,10002943344.Wfdc8,black,adipose,,NO,Wfdc8,,1,UNSIGNED
335,10002919483.Gm266,black,adipose,,NO,Gm266,,1,UNSIGNED
336,505159.Tceal6,black,adipose,,NO,Tceal6,,1,UNSIGNED
337,10002914565.Gm973,black,adipose,,NO,Gm973,,1,UNSIGNED
338,10002678732.Sema3b,black,adipose,,NO,Sema3b,,1,UNSIGNED
339,10002948573.Marveld3,black,adipose,,NO,Marveld3,,1,UNSIGNED
340,10002930636.Rims2,black,adipose,,NO,Rims2,,1,UNSIGNED
341,10002910911.Chrdl2,black,adipose,,NO,Chrdl2,,1,UNSIGNED
342,10002928057.Lzts3,black,adipose,,NO,Lzts3,,1,UNSIGNED
