,Accession,module,tissue_origin,kME_module,multiple_tissues,gene_symbol,entrez_ID,numb_tissues,Sign
246,10002173077.Tsc22d3,black,islet,,NO,Tsc22d3,,1,SIGNED
247,10002911321.Psma2,black,islet,,NO,Psma2,,1,SIGNED
248,10002913190.Amn1,black,islet,,NO,Amn1,,1,SIGNED
249,10002945217.Igip,black,islet,,NO,Igip,,1,SIGNED
250,10002951763.Arglu1,black,islet,,NO,Arglu1,,1,SIGNED
251,10004034069.Senp8,black,islet,,NO,Senp8,,1,SIGNED
252,10003842609.Asns,black,islet,,NO,Asns,,1,SIGNED
253,518478.Banp,black,islet,,NO,Banp,,1,SIGNED
254,10004035647.Hnrnph3,black,islet,,NO,Hnrnph3,,1,SIGNED
255,10002918783.Mospd2,black,islet,,NO,Mospd2,,1,SIGNED
256,10002902187.Them4,black,islet,,NO,Them4,,1,SIGNED
257,516532.Akirin2,black,islet,,NO,Akirin2,,1,SIGNED
258,512456.Ncor1,black,islet,,NO,Ncor1,,1,SIGNED
259,503658.Smim15,black,islet,,NO,Smim15,,1,SIGNED
260,10004038171.Stx18,black,islet,,NO,Stx18,,1,SIGNED
261,10002916317.Zbtb11,black,islet,,NO,Zbtb11,,1,SIGNED
262,512159.Gdf9,black,islet,,NO,Gdf9,,1,SIGNED
263,514084.Ndel1,black,islet,,NO,Ndel1,,1,SIGNED
264,10002902998.Zfp524,black,islet,,NO,Zfp524,,1,SIGNED
265,501568.Ociad1,black,islet,,NO,Ociad1,,1,SIGNED
266,519902.Mrpl24,black,islet,,NO,Mrpl24,,1,SIGNED
267,10002917411.Pds5b,black,islet,,NO,Pds5b,,1,SIGNED
268,519532.Ing4,black,islet,,NO,Ing4,,1,SIGNED
269,516027.Krr1,black,islet,,NO,Krr1,,1,SIGNED
270,10002908704.Brdt,black,islet,,NO,Brdt,,1,SIGNED
271,10002896907.Kat8,black,islet,,NO,Kat8,,1,SIGNED
272,518366.Srek1ip1,black,islet,,NO,Srek1ip1,,1,SIGNED
273,10002945513.Smarcc2,black,islet,,NO,Smarcc2,,1,SIGNED
274,10004036639.2810002D19Rik,black,islet,,NO,2810002D19Rik,,1,SIGNED
275,1017752.Sos2,black,islet,,NO,Sos2,,1,SIGNED
276,10002916676.Ipmk,black,islet,,NO,Ipmk,,1,SIGNED
277,509292.A030001D20Rik,black,islet,,NO,A030001D20Rik,,1,SIGNED
278,10002913923.D030056L22Rik,black,islet,,NO,D030056L22Rik,,1,SIGNED
279,10004034763.9430091E24Rik,black,islet,,NO,9430091E24Rik,,1,SIGNED
280,10002915716.Ccdc84,black,islet,,NO,Ccdc84,,1,SIGNED
281,10002906985.Aars,black,islet,,NO,Aars,,1,SIGNED
282,10002900673.Oma1,black,islet,,NO,Oma1,,1,SIGNED
283,516669.Tle1,black,islet,,NO,Tle1,,1,SIGNED
284,505371.Vldlr,black,islet,,NO,Vldlr,,1,SIGNED
285,10002906231.Wdr47,black,islet,,NO,Wdr47,,1,SIGNED
286,10002907481.Pura,black,islet,,NO,Pura,,1,SIGNED
287,10002914206.Akr1e1,black,islet,,NO,Akr1e1,,1,SIGNED
288,502916.Ccdc51,black,islet,,NO,Ccdc51,,1,SIGNED
289,514467.Oxnad1,black,islet,,NO,Oxnad1,,1,SIGNED
290,10003837383.Gm15455,black,islet,,NO,Gm15455,,1,SIGNED
291,516655.Dnmt3a,black,islet,,NO,Dnmt3a,,1,SIGNED
292,505612.Ammecr1l,black,islet,,NO,Ammecr1l,,1,SIGNED
293,498150.Anapc10,black,islet,,NO,Anapc10,,1,SIGNED
294,1014024.Uimc1,black,islet,,NO,Uimc1,,1,SIGNED
295,505987.Hsp90ab1,black,islet,,NO,Hsp90ab1,,1,SIGNED
296,501623.Ccdc6,black,islet,,NO,Ccdc6,,1,SIGNED
297,10002906206.Pikfyve,black,islet,,NO,Pikfyve,,1,SIGNED
298,519005.Gm11868,black,islet,,NO,Gm11868,,1,SIGNED
299,10002678839.Wwp1,black,islet,,NO,Wwp1,,1,SIGNED
300,518923.Snx1,black,islet,,NO,Snx1,,1,SIGNED
301,507798.Tada1,black,islet,,NO,Tada1,,1,SIGNED
302,516799.Clock,black,islet,,NO,Clock,,1,SIGNED
303,10004038012.Gm20498,black,islet,,NO,Gm20498,,1,SIGNED
304,10002918510.Lig4,black,islet,,NO,Lig4,,1,SIGNED
305,10003837672.3110083C13Rik,black,islet,,NO,3110083C13Rik,,1,SIGNED
306,508303.Peli1,black,islet,,NO,Peli1,,1,SIGNED
307,10002927995.Bmpr2,black,islet,,NO,Bmpr2,,1,SIGNED
308,519682.Lig3,black,islet,,NO,Lig3,,1,SIGNED
309,10003839795.Zfp658,black,islet,,NO,Zfp658,,1,SIGNED
310,10004037367.Zscan26,black,islet,,NO,Zscan26,,1,SIGNED
311,10002916475.Ccpg1os,black,islet,,NO,Ccpg1os,,1,SIGNED
312,511958.Oxsr1,black,islet,,NO,Oxsr1,,1,SIGNED
313,10002916960.Pja1,black,islet,,NO,Pja1,,1,SIGNED
314,1478947.Mef2a,black,islet,,NO,Mef2a,,1,SIGNED
315,518016.Il23a,black,islet,,NO,Il23a,,1,SIGNED
316,504051.Clic4,black,islet,,NO,Clic4,,1,SIGNED
317,519739.Rce1,black,islet,,NO,Rce1,,1,SIGNED
318,10002900261.Map2k3os,black,islet,,NO,Map2k3os,,1,SIGNED
319,10002905696.Mterf1a,black,islet,,NO,Mterf1a,,1,SIGNED
320,10002908778.Ermp1,black,islet,,NO,Ermp1,,1,SIGNED
321,10004035761.Bcl7b,black,islet,,NO,Bcl7b,,1,SIGNED
322,10003113963.Uprt,black,islet,,NO,Uprt,,1,SIGNED
323,501697.Hibch,black,islet,,NO,Hibch,,1,SIGNED
324,10002907560.Pex1,black,islet,,NO,Pex1,,1,SIGNED
325,503628.Pdzd8,black,islet,,NO,Pdzd8,,1,SIGNED
326,10004035482.Gm13597,black,islet,,NO,Gm13597,,1,SIGNED
327,10002907751.Gm14107,black,islet,,NO,Gm14107,,1,SIGNED
328,503402.Gm18910,black,islet,,NO,Gm18910,,1,SIGNED
329,10002913516.1810058I24Rik,black,islet,,NO,1810058I24Rik,,1,SIGNED
330,10004034175.Mars1,black,islet,,NO,Mars1,,1,SIGNED
331,10003113556.Slc25a53,black,islet,,NO,Slc25a53,,1,SIGNED
332,10002917356.Cybc1,black,islet,,NO,Cybc1,,1,SIGNED
333,10004037657.Mterf1b,black,islet,,NO,Mterf1b,,1,SIGNED
334,516299.Gm13597,black,islet,,NO,Gm13597,,1,SIGNED
335,10002937598.Gm6462,black,islet,,NO,Gm6462,,1,SIGNED
336,510060.Sugt1,black,islet,,NO,Sugt1,,1,SIGNED
337,511657.Pck2,black,islet,,NO,Pck2,,1,SIGNED
338,508702.Dicer1,black,islet,,NO,Dicer1,,1,SIGNED
339,10002898704.Mrpl55,black,islet,,NO,Mrpl55,,1,SIGNED
340,507322.Vps26b,black,islet,,NO,Vps26b,,1,SIGNED
341,10002912924.Dppa3,black,islet,,NO,Dppa3,,1,SIGNED
342,10002907743.Tfb2m,black,islet,,NO,Tfb2m,,1,SIGNED
343,10003116476.Alkbh8,black,islet,,NO,Alkbh8,,1,SIGNED
344,10002941397.Hspe1-ps5,black,islet,,NO,Hspe1-ps5,,1,SIGNED
345,497972.Atf4,black,islet,,NO,Atf4,,1,SIGNED
346,1477328.Clic4,black,islet,,NO,Clic4,,1,SIGNED
347,10002900606.Lsm10,black,islet,,NO,Lsm10,,1,SIGNED
348,10002904829.Qser1,black,islet,,NO,Qser1,,1,SIGNED
349,519536.Ipp,black,islet,,NO,Ipp,,1,SIGNED
350,10002911041.2810004N23Rik,black,islet,,NO,2810004N23Rik,,1,SIGNED
351,503238.Agbl3,black,islet,,NO,Agbl3,,1,SIGNED
352,514777.Fbxo22,black,islet,,NO,Fbxo22,,1,SIGNED
353,10002899156.Paxx,black,islet,,NO,Paxx,,1,SIGNED
354,10002951912.Zfp760,black,islet,,NO,Zfp760,,1,SIGNED
355,10004036378.Snupn,black,islet,,NO,Snupn,,1,SIGNED
356,10004035929.Cep97,black,islet,,NO,Cep97,,1,SIGNED
357,510882.1700087I21Rik,black,islet,,NO,1700087I21Rik,,1,SIGNED
358,10002908902.Stradb,black,islet,,NO,Stradb,,1,SIGNED
359,518786.Tmem33,black,islet,,NO,Tmem33,,1,SIGNED
360,10002907552.Zfp14,black,islet,,NO,Zfp14,,1,SIGNED
361,10002918354.Cblb,black,islet,,NO,Cblb,,1,SIGNED
362,514591.Herpud1,black,islet,,NO,Herpud1,,1,SIGNED
363,10002912403.Cep57l1,black,islet,,NO,Cep57l1,,1,SIGNED
364,10002917939.Hspa12b,black,islet,,NO,Hspa12b,,1,SIGNED
365,519763.Tfg,black,islet,,NO,Tfg,,1,SIGNED
366,10002900714.Hspb1,black,islet,,NO,Hspb1,,1,SIGNED
367,10004037416.Zfp318,black,islet,,NO,Zfp318,,1,SIGNED
368,501510.Pkp2,black,islet,,NO,Pkp2,,1,SIGNED
369,513523.Htr1b,black,islet,,NO,Htr1b,,1,SIGNED
370,10002909041.Zfp943,black,islet,,NO,Zfp943,,1,SIGNED
371,10002913842.Dicer1,black,islet,,NO,Dicer1,,1,SIGNED
372,10002901451.Camsap1,black,islet,,NO,Camsap1,,1,SIGNED
373,501266.Gtpbp3,black,islet,,NO,Gtpbp3,,1,SIGNED
374,505074.Nthl1,black,islet,,NO,Nthl1,,1,SIGNED
375,10002905962.Ints14,black,islet,,NO,Ints14,,1,SIGNED
376,10004038222.Commd10,black,islet,,NO,Commd10,,1,SIGNED
