Accession,module,tissue_origin,kME_module,multiple_tissues,transcript,gene_symbol,entrez_ID,numb_tissues
10002907523.Kcnk9,turquoise,islet,0.740148052,NO,,Kcnk9,10002907523,1
10004035049.Olfr1349,turquoise,islet,0.740127498,NO,,Olfr1349,10004035049,1
504125.Lrrc40,turquoise,islet,0.740116588,NO,,Lrrc40,504125,1
10002931922.Gm10232,turquoise,islet,0.740096196,NO,,Gm10232,10002931922,1
515696.Cttnbp2,turquoise,islet,0.739936977,NO,,Cttnbp2,515696,1
10004036476.Olfr402,turquoise,islet,0.739486095,NO,,Olfr402,10004036476,1
10002940740.Gm24376,turquoise,islet,0.739112067,NO,,Gm24376,10002940740,1
10002913107.Vmn2r-ps25,turquoise,islet,0.739099623,NO,,Vmn2r-ps25,10002913107,1
10002917034.Olfr461,turquoise,islet,0.738950216,NO,,Olfr461,10002917034,1
10004038099.Hspbap1,turquoise,islet,0.738885003,NO,,Hspbap1,10004038099,1
506519.Tulp3,turquoise,islet,0.738845417,NO,,Tulp3,506519,1
10003839019.Abcc5,turquoise,islet,0.738577428,NO,,Abcc5,10003839019,1
10002942176.Gm29570,turquoise,islet,0.738274687,NO,,Gm29570,10002942176,1
10002904307.Clec2l,turquoise,islet,0.738235738,NO,,Clec2l,10002904307,1
10002917402.Fam180a,turquoise,islet,0.738126005,NO,,Fam180a,10002917402,1
10003113495.Egfr,turquoise,islet,0.7377818,NO,,Egfr,10003113495,1
499947.Pou2f2,turquoise,islet,0.737619195,NO,,Pou2f2,499947,1
10002907581.Hsd17b14,turquoise,islet,0.737521732,NO,,Hsd17b14,10002907581,1
10002903216.Foxo6,turquoise,islet,0.737291098,NO,,Foxo6,10002903216,1
10002926592.Gm22797,turquoise,islet,0.737194773,NO,,Gm22797,10002926592,1
498011.4930551I23Rik,turquoise,islet,0.736999191,NO,,4930551I23Rik,498011,1
10003845696.Gm9689,turquoise,islet,0.736939741,NO,,Gm9689,10003845696,1
511759.Tbxa2r,turquoise,islet,0.736492639,NO,,Tbxa2r,511759,1
10004036134.Sirt3,turquoise,islet,0.736430954,NO,,Sirt3,10004036134,1
10004034285.Lyrm9,turquoise,islet,0.736074433,NO,,Lyrm9,10004034285,1
10004037290.Fscn1,turquoise,islet,0.735846397,NO,,Fscn1,10004037290,1
10002908732.Gm19142,turquoise,islet,0.735667216,NO,,Gm19142,10002908732,1
10002912447.Gm14615,turquoise,islet,0.735666784,NO,,Gm14615,10002912447,1
10002913603.Jup,turquoise,islet,0.735400335,NO,,Jup,10002913603,1
10002919006.Gm15750,turquoise,islet,0.73525489,NO,,Gm15750,10002919006,1
518413.Papss2,turquoise,islet,0.735069447,NO,,Papss2,518413,1
10004038145.Wscd2,turquoise,islet,0.734801003,NO,,Wscd2,10004038145,1
10002927502.Gm13518,turquoise,islet,0.734787918,NO,,Gm13518,10002927502,1
10004035535.Il17f,turquoise,islet,0.734452198,NO,,Il17f,10004035535,1
10004034026.E230015B07Rik,turquoise,islet,0.734396507,NO,,E230015B07Rik,10004034026,1
10002907933.Mtr,turquoise,islet,0.734356876,NO,,Mtr,10002907933,1
10002951508.Nsl1,turquoise,islet,0.734305204,NO,,Nsl1,10002951508,1
10002900999.Olfr525,turquoise,islet,0.734239166,NO,,Olfr525,10002900999,1
10002923392.4933433G19Rik,turquoise,islet,0.734153248,NO,,4933433G19Rik,10002923392,1
10004034041.Olfr299,turquoise,islet,0.73399053,NO,,Olfr299,10004034041,1
499469.Chd9,turquoise,islet,0.733887112,NO,,Chd9,499469,1
10002926242.Abca15,turquoise,islet,0.733735908,NO,,Abca15,10002926242,1
10003116969.Slc25a10,turquoise,islet,0.733595217,NO,,Slc25a10,10003116969,1
10004037157.Olfr656,turquoise,islet,0.733560537,NO,,Olfr656,10004037157,1
10002910243.Vmn1r85,turquoise,islet,0.733551955,NO,,Vmn1r85,10002910243,1
10003838593.Thap2,turquoise,islet,0.733397267,NO,,Thap2,10003838593,1
10002927668.Gm13484,turquoise,islet,0.733098556,NO,,Gm13484,10002927668,1
10002931071.Tlx1os,turquoise,islet,0.733098186,NO,,Tlx1os,10002931071,1
10003843389.Gm19426,turquoise,islet,0.732962315,NO,,Gm19426,10003843389,1
508185.Adat1,turquoise,islet,0.732905077,NO,,Adat1,508185,1
10002945564.Gm49459,turquoise,islet,0.732787077,NO,,Gm49459,10002945564,1
515287.Gm14515,turquoise,islet,0.732586098,NO,,Gm14515,515287,1
10003116567.Zbed3,turquoise,islet,0.73253939,NO,,Zbed3,10003116567,1
10002897522.Hoxb3,turquoise,islet,0.732406333,NO,,Hoxb3,10002897522,1
1477644.Fpr-rs4,turquoise,islet,0.732335344,NO,,Fpr-rs4,1477644,1
10002913545.Eif6,turquoise,islet,0.732159613,NO,,Eif6,10002913545,1
10002898376.Olfr342,turquoise,islet,0.731889509,NO,,Olfr342,10002898376,1
1481663.Mbd2,turquoise,islet,0.731446266,NO,,Mbd2,1481663,1
10002902048.Gm17271,turquoise,islet,0.731313705,NO,,Gm17271,10002902048,1
10003115387.Gm16201,turquoise,islet,0.731231624,NO,,Gm16201,10003115387,1
10003841836.E330040D14Rik,turquoise,islet,0.730754958,NO,,E330040D14Rik,10003841836,1
10003846072.1700031F05Rik,turquoise,islet,0.730651808,NO,,1700031F05Rik,10003846072,1
10002928511.Gm28180,turquoise,islet,0.730642366,NO,,Gm28180,10002928511,1
10002898045.Slc6a17,turquoise,islet,0.730312827,NO,,Slc6a17,10002898045,1
10002943299.Grin3a,turquoise,islet,0.729946641,NO,,Grin3a,10002943299,1
10003838135.Gm8817,turquoise,islet,0.729708219,NO,,Gm8817,10003838135,1
10003839827.Fam184a,turquoise,islet,0.729061771,NO,,Fam184a,10003839827,1
1368803.Gm37240,turquoise,islet,0.729053695,NO,,Gm37240,1368803,1
10004036322.Dppa5b,turquoise,islet,0.728995929,NO,,Dppa5b,10004036322,1
10004036382.Olfr1162,turquoise,islet,0.728734193,NO,,Olfr1162,10004036382,1
497821.Gm5611,turquoise,islet,0.728687766,NO,,Gm5611,497821,1
10002945209.Tcf24,turquoise,islet,0.728270688,NO,,Tcf24,10002945209,1
10002902848.B3gnt6,turquoise,islet,0.728258067,NO,,B3gnt6,10002902848,1
10004035196.Defb22,turquoise,islet,0.72780432,NO,,Defb22,10004035196,1
510596.Aatk,turquoise,islet,0.727799423,NO,,Aatk,510596,1
10004035332.Prss46,turquoise,islet,0.727387036,NO,,Prss46,10004035332,1
500265.4933400F21Rik,turquoise,islet,0.727101293,NO,,4933400F21Rik,500265,1
10004037182.Ccdc155,turquoise,islet,0.726748781,NO,,Ccdc155,10004037182,1
10003835836.Krtap24-1,turquoise,islet,0.726742262,NO,,Krtap24-1,10003835836,1
10004035626.Ntng2,turquoise,islet,0.72650107,NO,,Ntng2,10004035626,1
10002903887.Adgrd1,turquoise,islet,0.726341684,NO,,Adgrd1,10002903887,1
10003842472.Slc4a2,turquoise,islet,0.726341455,NO,,Slc4a2,10003842472,1
10002940850.Gm38124,turquoise,islet,0.726334496,NO,,Gm38124,10002940850,1
10003844241.Coro7,turquoise,islet,0.726085259,NO,,Coro7,10003844241,1
10002919247.Gpr26,turquoise,islet,0.725712008,NO,,Gpr26,10002919247,1
10002915672.Prss58,turquoise,islet,0.72566767,NO,,Prss58,10002915672,1
10004036986.Rc3h2,turquoise,islet,0.725505347,NO,,Rc3h2,10004036986,1
512425.Il7,turquoise,islet,0.725346393,NO,,Il7,512425,1
10004034446.Ssh1,turquoise,islet,0.725222446,NO,,Ssh1,10004034446,1
10004035293.A230083G16Rik,turquoise,islet,0.725040433,NO,,A230083G16Rik,10004035293,1
10002678341.Pcdhb13,turquoise,islet,0.724622879,NO,,Pcdhb13,10002678341,1
10003842248.Gm11695,turquoise,islet,0.724619309,NO,,Gm11695,10003842248,1
10002915681.Nectin1,turquoise,islet,0.724606888,NO,,Nectin1,10002915681,1
505770.Slc25a30,turquoise,islet,0.724541089,NO,,Slc25a30,505770,1
10003839682.Sgcd,turquoise,islet,0.724512315,NO,,Sgcd,10003839682,1
10003839521.Ryr3,turquoise,islet,0.724244538,NO,,Ryr3,10003839521,1
10004037447.Csn1s2b,turquoise,islet,0.724150906,NO,,Csn1s2b,10004037447,1
10002922315.Rps3a1,turquoise,islet,0.724127171,NO,,Rps3a1,10002922315,1
10003839705.4930405A10Rik,turquoise,islet,0.723947459,NO,,4930405A10Rik,10003839705,1
10002907881.Plch1,turquoise,islet,0.723608056,NO,,Plch1,10002907881,1
10003844712.Egln1,turquoise,islet,0.723604323,NO,,Egln1,10003844712,1
516829.Dync1i1,turquoise,islet,0.723590627,NO,,Dync1i1,516829,1
508741.Avpr1b,turquoise,islet,0.723450289,NO,,Avpr1b,508741,1
10002940642.Gm22010,turquoise,islet,0.723413596,NO,,Gm22010,10002940642,1
10003837950.Epha5,turquoise,islet,0.723353554,NO,,Epha5,10003837950,1
10002917734.P2rx2,turquoise,islet,0.723210586,NO,,P2rx2,10002917734,1
10003838422.Gm28209,turquoise,islet,0.723071105,NO,,Gm28209,10003838422,1
10003836081.Gm9192,turquoise,islet,0.722594455,NO,,Gm9192,10003836081,1
10003115731.Mrpl40,turquoise,islet,0.722547893,NO,,Mrpl40,10003115731,1
10002172095.Fgf3,turquoise,islet,0.722509434,NO,,Fgf3,10002172095,1
518564.Tnfrsf9,turquoise,islet,0.722301802,NO,,Tnfrsf9,518564,1
517347.Hif3a,turquoise,islet,0.722220495,NO,,Hif3a,517347,1
10004034860.Ahi1,turquoise,islet,0.722171179,NO,,Ahi1,10004034860,1
10002910311.Ubash3a,turquoise,islet,0.722105338,NO,,Ubash3a,10002910311,1
10002934593.Tshz2,turquoise,islet,0.722083314,NO,,Tshz2,10002934593,1
10002911496.Zfyve28,turquoise,islet,0.721899227,NO,,Zfyve28,10002911496,1
10004034360.Tex13c3,turquoise,islet,0.721558137,NO,,Tex13c3,10004034360,1
10004035427.Gm48355,turquoise,islet,0.721202873,NO,,Gm48355,10004035427,1
10002918572.Clec4a1,turquoise,islet,0.720729523,NO,,Clec4a1,10002918572,1
10002908010.Hoxb13,turquoise,islet,0.720657654,NO,,Hoxb13,10002908010,1
10002898429.Ctif,turquoise,islet,0.720650519,NO,,Ctif,10002898429,1
507728.Pth,turquoise,islet,0.720484417,NO,,Pth,507728,1
10002936380.Gm14062,turquoise,islet,0.72040352,NO,,Gm14062,10002936380,1
10002908886.Egln3,turquoise,islet,0.720346108,NO,,Egln3,10002908886,1
10002916716.Nudcd3,turquoise,islet,0.720337334,NO,,Nudcd3,10002916716,1
10003842481.Zfp804b,turquoise,islet,0.719703728,NO,,Zfp804b,10003842481,1
10002935898.Etnk2,turquoise,islet,0.719694324,NO,,Etnk2,10002935898,1
10002927684.Wipf1,turquoise,islet,0.71964692,NO,,Wipf1,10002927684,1
510067.Actl7a,turquoise,islet,0.719621963,NO,,Actl7a,510067,1
499892.Alox12b,turquoise,islet,0.719225811,NO,,Alox12b,499892,1
510468.1700012A03Rik,turquoise,islet,0.71898311,NO,,1700012A03Rik,510468,1
10002917360.Nr3c2,turquoise,islet,0.71898156,NO,,Nr3c2,10002917360,1
10003840035.Rab11fip2,turquoise,islet,0.718899612,NO,,Rab11fip2,10003840035,1
10003836759.4930449I04Rik,turquoise,islet,0.718771876,NO,,4930449I04Rik,10003836759,1
10004036638.Olfr204,turquoise,islet,0.718673234,NO,,Olfr204,10004036638,1
10002903813.Klhl34,turquoise,islet,0.71826734,NO,,Klhl34,10002903813,1
10002899934.Gm17796,turquoise,islet,0.717797854,NO,,Gm17796,10002899934,1
500671.Proca1,turquoise,islet,0.717793224,NO,,Proca1,500671,1
10002924044.Gm38246,turquoise,islet,0.717683532,NO,,Gm38246,10002924044,1
10003836069.A730061H03Rik,turquoise,islet,0.717638006,NO,,A730061H03Rik,10003836069,1
509078.2010001M07Rik,turquoise,islet,0.717269288,NO,,2010001M07Rik,509078,1
10003839194.Gm19761,turquoise,islet,0.717107937,NO,,Gm19761,10003839194,1
10004037008.Wdr62,turquoise,islet,0.716977283,NO,,Wdr62,10004037008,1
10002906738.Tmem266,turquoise,islet,0.716791239,NO,,Tmem266,10002906738,1
10002897514.Vmn1r16,turquoise,islet,0.716688016,NO,,Vmn1r16,10002897514,1
10004038133.Ifna14,turquoise,islet,0.716520627,NO,,Ifna14,10004038133,1
497643.Cdkn3,turquoise,islet,0.716425478,NO,,Cdkn3,497643,1
10003841941.Gm37045,turquoise,islet,0.716378397,NO,,Gm37045,10003841941,1
10003842540.Cyp2w1,turquoise,islet,0.716347028,NO,,Cyp2w1,10003842540,1
10003843259.Gm26673,turquoise,islet,0.716322368,NO,,Gm26673,10003843259,1
10003840274.Commd8,turquoise,islet,0.716156795,NO,,Commd8,10003840274,1
514229.Gk,turquoise,islet,0.715837344,NO,,Gk,514229,1
503998.Dhx29,turquoise,islet,0.715784819,NO,,Dhx29,503998,1
507951.F13a1,turquoise,islet,0.715718169,NO,,F13a1,507951,1
10002910534.Cdk15,turquoise,islet,0.715624512,NO,,Cdk15,10002910534,1
519159.Zfp444,turquoise,islet,0.715506691,NO,,Zfp444,519159,1
10004033633.Olfr933,turquoise,islet,0.715374313,NO,,Olfr933,10004033633,1
10003116176.Kif16b,turquoise,islet,0.715002232,NO,,Kif16b,10003116176,1
10004036459.H2-M10.2,turquoise,islet,0.714807922,NO,,H2-M10.2,10004036459,1
499284.Gstt4,turquoise,islet,0.714736345,NO,,Gstt4,499284,1
10003837610.Gm25826,turquoise,islet,0.714499516,NO,,Gm25826,10003837610,1
10002908157.Fshr,turquoise,islet,0.714246349,NO,,Fshr,10002908157,1
10002951758.Gm11346,turquoise,islet,0.714078183,NO,,Gm11346,10002951758,1
10003841756.Gm14292,turquoise,islet,0.714038933,NO,,Gm14292,10003841756,1
10002941835.Hoxb3os,turquoise,islet,0.713999306,NO,,Hoxb3os,10002941835,1
10003837246.Med27,turquoise,islet,0.713935211,NO,,Med27,10003837246,1
10002934562.Gm15551,turquoise,islet,0.713927766,NO,,Gm15551,10002934562,1
10004033090.1700001G17Rik,turquoise,islet,0.713911161,NO,,1700001G17Rik,10004033090,1
502213.Slc4a1,turquoise,islet,0.713898104,NO,,Slc4a1,502213,1
499253.Gm3027,turquoise,islet,0.713724277,NO,,Gm3027,499253,1
10004036401.Prr5,turquoise,islet,0.713486814,NO,,Prr5,10004036401,1
511171.Gm11681,turquoise,islet,0.713430922,NO,,Gm11681,511171,1
10003840076.Gm9072,turquoise,islet,0.713409679,NO,,Gm9072,10003840076,1
10002933393.9630013D21Rik,turquoise,islet,0.713274639,NO,,9630013D21Rik,10002933393,1
10002938857.Gm14294,turquoise,islet,0.713102729,NO,,Gm14294,10002938857,1
10002925945.Gm12026,turquoise,islet,0.713093771,NO,,Gm12026,10002925945,1
509441.Rassf4,turquoise,islet,0.712628091,NO,,Rassf4,509441,1
10003843231.Gm44551,turquoise,islet,0.712617348,NO,,Gm44551,10003843231,1
10002924064.Gm29640,turquoise,islet,0.71228316,NO,,Gm29640,10002924064,1
10002899258.Vps8,turquoise,islet,0.712178987,NO,,Vps8,10002899258,1
503958.4930524B15Rik,turquoise,islet,0.71216893,NO,,4930524B15Rik,503958,1
10002924987.Olfr364-ps1,turquoise,islet,0.712090262,NO,,Olfr364-ps1,10002924987,1
517248.Ethe1,turquoise,islet,0.711909616,NO,,Ethe1,517248,1
10003841829.Gm37146,turquoise,islet,0.71179937,NO,,Gm37146,10003841829,1
511337.2810404M03Rik,turquoise,islet,0.711657807,NO,,2810404M03Rik,511337,1
10003841992.H2-Q5,turquoise,islet,0.711616621,NO,,H2-Q5,10003841992,1
505389.Pde1b,turquoise,islet,0.711608469,NO,,Pde1b,505389,1
10003840041.Ankfn1,turquoise,islet,0.711553674,NO,,Ankfn1,10003840041,1
1380192.Kcnj9,turquoise,islet,0.711315262,NO,,Kcnj9,1380192,1
508136.Actr1a,turquoise,islet,0.710983555,NO,,Actr1a,508136,1
10002932004.Gm5285,turquoise,islet,0.710865476,NO,,Gm5285,10002932004,1
507993.Ercc2,turquoise,islet,0.710825656,NO,,Ercc2,507993,1
10003838043.2900089D17Rik,turquoise,islet,0.710525587,NO,,2900089D17Rik,10003838043,1
10002896270.Mtss2,turquoise,islet,0.710318591,NO,,Mtss2,10002896270,1
10004035589.Olfr441,turquoise,islet,0.710239587,NO,,Olfr441,10004035589,1
10002924474.Gm5267,turquoise,islet,0.710225453,NO,,Gm5267,10002924474,1
10004035791.Trio,turquoise,islet,0.710150323,NO,,Trio,10004035791,1
10003841817.Gm13813,turquoise,islet,0.709875182,NO,,Gm13813,10003841817,1
10002172358.Krt14,turquoise,islet,0.709525013,NO,,Krt14,10002172358,1
10004034970.Epyc,turquoise,islet,0.709161733,NO,,Epyc,10004034970,1
10002915605.Samd3,turquoise,islet,0.708950637,NO,,Samd3,10002915605,1
10004035208.Zfp316,turquoise,islet,0.708762493,NO,,Zfp316,10004035208,1
10002944812.Phf14,turquoise,islet,0.708729231,NO,,Phf14,10002944812,1
516049.Trdn,turquoise,islet,0.708683556,NO,,Trdn,516049,1
10003844467.Pde4d,turquoise,islet,0.708566399,NO,,Pde4d,10003844467,1
10004034653.Krtap1-4,turquoise,islet,0.708067317,NO,,Krtap1-4,10004034653,1
513737.Apol6,turquoise,islet,0.707933405,NO,,Apol6,513737,1
497632.Slc2a2,turquoise,islet,0.707671931,NO,,Slc2a2,497632,1
10002916566.Atp2a3,turquoise,islet,0.707627009,NO,,Atp2a3,10002916566,1
501918.Asb17os,turquoise,islet,0.707574785,NO,,Asb17os,501918,1
10002900667.Mthfr,turquoise,islet,0.707563312,NO,,Mthfr,10002900667,1
515973.4930402C01Rik,turquoise,islet,0.707234411,NO,,4930402C01Rik,515973,1
10002898141.2900026A02Rik,turquoise,islet,0.707226402,NO,,2900026A02Rik,10002898141,1
10004038257.Il1rl2,turquoise,islet,0.707196581,NO,,Il1rl2,10004038257,1
10002945352.Adam32,turquoise,islet,0.706741467,NO,,Adam32,10002945352,1
10004036826.Sprr4,turquoise,islet,0.70631567,NO,,Sprr4,10004036826,1
1480500.Asic2,turquoise,islet,0.706161976,NO,,Asic2,1480500,1
511082.4930442G10Rik,turquoise,islet,0.706030335,NO,,4930442G10Rik,511082,1
10003837835.Disc1,turquoise,islet,0.705875307,NO,,Disc1,10003837835,1
517663.Amer2,turquoise,islet,0.705845458,NO,,Amer2,517663,1
516778.Zbtb48,turquoise,islet,0.705703947,NO,,Zbtb48,516778,1
10002908274.Mfap2,turquoise,islet,0.705628689,NO,,Mfap2,10002908274,1
10004036596.Gm4814,turquoise,islet,0.705614751,NO,,Gm4814,10004036596,1
508180.Etv4,turquoise,islet,0.705569434,NO,,Etv4,508180,1
509138.Sytl4,turquoise,islet,0.705561103,NO,,Sytl4,509138,1
10004036674.Mir6415,turquoise,islet,0.705419703,NO,,Mir6415,10004036674,1
10003117018.Rgsl1,turquoise,islet,0.704862804,NO,,Rgsl1,10003117018,1
10002902684.Fam151a,turquoise,islet,0.704544204,NO,,Fam151a,10002902684,1
514005.Mstn,turquoise,islet,0.704354255,NO,,Mstn,514005,1
10002914422.Olfr902,turquoise,islet,0.704279366,NO,,Olfr902,10002914422,1
1487980.Gpr137b-ps,turquoise,islet,0.704207002,NO,,Gpr137b-ps,1487980,1
10004035207.Kcnh7,turquoise,islet,0.70403545,NO,,Kcnh7,10004035207,1
10002941504.Ro60,turquoise,islet,0.703978414,NO,,Ro60,10002941504,1
502239.Armh1,turquoise,islet,0.703886223,NO,,Armh1,502239,1
10002912826.Fam81b,turquoise,islet,0.703235457,NO,,Fam81b,10002912826,1
505768.Pik3cb,turquoise,islet,0.703084509,NO,,Pik3cb,505768,1
516314.Prl3b1,turquoise,islet,0.702744415,NO,,Prl3b1,516314,1
10003845451.Gm18182,turquoise,islet,0.702721775,NO,,Gm18182,10003845451,1
509582.Drd4,turquoise,islet,0.702701405,NO,,Drd4,509582,1
10004034242.A930012O16Rik,turquoise,islet,0.702571958,NO,,A930012O16Rik,10004034242,1
10002920730.Nckap5,turquoise,islet,0.702506672,NO,,Nckap5,10002920730,1
10004037177.Rfc2,turquoise,islet,0.70247948,NO,,Rfc2,10004037177,1
10004033589.Mrgpra3,turquoise,islet,0.702153879,NO,,Mrgpra3,10004033589,1
10002925764.Mcph1,turquoise,islet,0.702053641,NO,,Mcph1,10002925764,1
10002917079.Gm5385,turquoise,islet,0.70156951,NO,,Gm5385,10002917079,1
10002903114.Sgpp2,turquoise,islet,0.701297726,NO,,Sgpp2,10002903114,1
10002921049.Gm14258,turquoise,islet,0.701252219,NO,,Gm14258,10002921049,1
10004035317.Olfr537-ps1,turquoise,islet,0.701105945,NO,,Olfr537-ps1,10004035317,1
10004033357.Olfr718-ps1,turquoise,islet,0.701006222,NO,,Olfr718-ps1,10004033357,1
10004035102.Olfr1099,turquoise,islet,0.70062921,NO,,Olfr1099,10004035102,1
10003841741.Nsfl1c,turquoise,islet,0.70045142,NO,,Nsfl1c,10003841741,1
10003842995.Trpm3,turquoise,islet,0.70027666,NO,,Trpm3,10003842995,1
10004036359.Fhl3,turquoise,islet,0.700240034,NO,,Fhl3,10004036359,1
10003837265.C530025M09Rik,turquoise,islet,0.700095316,NO,,C530025M09Rik,10003837265,1
10004035917.Olfr1204,turquoise,islet,0.699819252,NO,,Olfr1204,10004035917,1
511936.Krt75,turquoise,islet,0.699807181,NO,,Krt75,511936,1
10003845048.Gm13855,turquoise,islet,0.699431962,NO,,Gm13855,10003845048,1
10004033448.Vmn2r31,turquoise,islet,0.699336437,NO,,Vmn2r31,10004033448,1
10002898410.Gm34821,turquoise,islet,0.699154525,NO,,Gm34821,10002898410,1
499548.1700017I07Rik,turquoise,islet,0.698939066,NO,,1700017I07Rik,499548,1
10004033458.Olfr1049,turquoise,islet,0.698936065,NO,,Olfr1049,10004033458,1
515804.Eya2,turquoise,islet,0.698704406,NO,,Eya2,515804,1
10002910753.Gpr1,turquoise,islet,0.698554428,NO,,Gpr1,10002910753,1
10002678159.Slc22a7,turquoise,islet,0.69852919,NO,,Slc22a7,10002678159,1
504395.Alx4,turquoise,islet,0.698376217,NO,,Alx4,504395,1
10004037990.P2rx3,turquoise,islet,0.698323148,NO,,P2rx3,10004037990,1
10003846061.Gm50072,turquoise,islet,0.698319097,NO,,Gm50072,10003846061,1
10004038347.Hotair,turquoise,islet,0.697964724,NO,,Hotair,10004038347,1
10003843491.A430088P11Rik,turquoise,islet,0.69789225,NO,,A430088P11Rik,10003843491,1
10002896305.Gm14514,turquoise,islet,0.69776645,NO,,Gm14514,10002896305,1
10003114325.Slc2a2,turquoise,islet,0.697673733,NO,,Slc2a2,10003114325,1
10002926274.Gm18969,turquoise,islet,0.697515548,NO,,Gm18969,10002926274,1
512614.Sympk,turquoise,islet,0.697145314,NO,,Sympk,512614,1
10003840454.Catsperd,turquoise,islet,0.696949595,NO,,Catsperd,10003840454,1
10002905350.Ano8,turquoise,islet,0.696925028,NO,,Ano8,10002905350,1
10002908308.Bola2,turquoise,islet,0.696729655,NO,,Bola2,10002908308,1
1475301.Vipr1,turquoise,islet,0.696661722,NO,,Vipr1,1475301,1
10002927842.Rnf113a1,turquoise,islet,0.696419444,NO,,Rnf113a1,10002927842,1
10002906076.Adgrg6,turquoise,islet,0.696013481,NO,,Adgrg6,10002906076,1
504676.4930533D04Rik,turquoise,islet,0.695714653,NO,,4930533D04Rik,504676,1
10002914516.Spaca4,turquoise,islet,0.695625604,NO,,Spaca4,10002914516,1
10002942575.Ctif,turquoise,islet,0.695618085,NO,,Ctif,10002942575,1
10003836089.D130009I18Rik,turquoise,islet,0.695602796,NO,,D130009I18Rik,10003836089,1
514851.1810044K17Rik,turquoise,islet,0.695458105,NO,,1810044K17Rik,514851,1
509000.1700024B18Rik,turquoise,islet,0.695438613,NO,,1700024B18Rik,509000,1
10003835807.Gm15555,turquoise,islet,0.695374533,NO,,Gm15555,10003835807,1
10002898964.Frmpd1,turquoise,islet,0.695358653,NO,,Frmpd1,10002898964,1
508311.1700025J12Rik,turquoise,islet,0.695322924,NO,,1700025J12Rik,508311,1
516331.Cxcl15,turquoise,islet,0.695207819,NO,,Cxcl15,516331,1
10002914256.Nabp2,turquoise,islet,0.695199076,NO,,Nabp2,10002914256,1
10002940374.Gm15870,turquoise,islet,0.695103142,NO,,Gm15870,10002940374,1
10004037578.Abhd11os,turquoise,islet,0.694906109,NO,,Abhd11os,10004037578,1
10003840117.D130052B06Rik,turquoise,islet,0.694876583,NO,,D130052B06Rik,10003840117,1
500033.Pou2f3,turquoise,islet,0.694792152,NO,,Pou2f3,500033,1
10002925919.Gm29337,turquoise,islet,0.694539875,NO,,Gm29337,10002925919,1
10002945608.Sgk3,turquoise,islet,0.694200704,NO,,Sgk3,10002945608,1
10002914844.Nxf3,turquoise,islet,0.694167871,NO,,Nxf3,10002914844,1
503701.Tnks1bp1,turquoise,islet,0.693808027,NO,,Tnks1bp1,503701,1
10002909271.Gpr20,turquoise,islet,0.693530708,NO,,Gpr20,10002909271,1
10003115542.Pcdh18,turquoise,islet,0.693511863,NO,,Pcdh18,10003115542,1
10002905478.Mdga1,turquoise,islet,0.693217862,NO,,Mdga1,10002905478,1
10003843648.I830077J02Rik,turquoise,islet,0.693141141,NO,,I830077J02Rik,10003843648,1
10004035560.Pramel4,turquoise,islet,0.693025468,NO,,Pramel4,10004035560,1
10002903346.Trh,turquoise,islet,0.692990581,NO,,Trh,10002903346,1
10003840286.Fzd3,turquoise,islet,0.69293105,NO,,Fzd3,10003840286,1
10004034825.Vmn1r80,turquoise,islet,0.692555891,NO,,Vmn1r80,10004034825,1
10004038125.Vmn2r33,turquoise,islet,0.692434538,NO,,Vmn2r33,10004038125,1
10003842496.Gm12766,turquoise,islet,0.691941465,NO,,Gm12766,10003842496,1
10003840138.Gm9710,turquoise,islet,0.691884146,NO,,Gm9710,10003840138,1
10002922616.Plut,turquoise,islet,0.691868285,NO,,Plut,10002922616,1
514553.Dlg2,turquoise,islet,0.691810633,NO,,Dlg2,514553,1
10002917076.Onecut2,turquoise,islet,0.691768208,NO,,Onecut2,10002917076,1
10003837174.Gm6783,turquoise,islet,0.691681775,NO,,Gm6783,10003837174,1
499801.C330007P06Rik,turquoise,islet,0.691260513,NO,,C330007P06Rik,499801,1
10003838694.Supt20-ps,turquoise,islet,0.690905669,NO,,Supt20-ps,10003838694,1
10002906225.Mier2,turquoise,islet,0.690485417,NO,,Mier2,10002906225,1
10002913609.Gm9195,turquoise,islet,0.690386138,NO,,Gm9195,10002913609,1
511941.Trim3,turquoise,islet,0.690095,NO,,Trim3,511941,1
504459.Gm22095,turquoise,islet,0.689978838,NO,,Gm22095,504459,1
510333.Dnah2os,turquoise,islet,0.689804201,NO,,Dnah2os,510333,1
10003839115.Grip1,turquoise,islet,0.689720039,NO,,Grip1,10003839115,1
10002911975.Gsg1l,turquoise,islet,0.689640429,NO,,Gsg1l,10002911975,1
10004033469.Olfr1388,turquoise,islet,0.689631175,NO,,Olfr1388,10004033469,1
10002904994.Gng8,turquoise,islet,0.689500986,NO,,Gng8,10002904994,1
10004033643.Foxe1,turquoise,islet,0.689361706,NO,,Foxe1,10004033643,1
10004037656.Otx2os1,turquoise,islet,0.689303217,NO,,Otx2os1,10004037656,1
10002912000.Il12a,turquoise,islet,0.689180543,NO,,Il12a,10002912000,1
10002930403.Gm43301,turquoise,islet,0.689090748,NO,,Gm43301,10002930403,1
10003837056.Gm15385,turquoise,islet,0.689090506,NO,,Gm15385,10003837056,1
10002913908.Muc20,turquoise,islet,0.688288232,NO,,Muc20,10002913908,1
505088.Pdlim4,turquoise,islet,0.688255754,NO,,Pdlim4,505088,1
10002918255.Sgcz,turquoise,islet,0.68788226,NO,,Sgcz,10002918255,1
