Accession,module,tissue_origin,kME_module,multiple_tissues,transcript,gene_symbol,entrez_ID,numb_tissues
1374276.Lnpep,green,islet,0.448406697,NO,,Lnpep,1374276,1
10002909447.Gpn3,green,islet,0.448399218,NO,,Gpn3,10002909447,1
10002917784.Gm29787,green,islet,0.448284855,NO,,Gm29787,10002917784,1
10002912096.Tmco1,green,islet,0.447674227,NO,,Tmco1,10002912096,1
499964.Trip12,green,islet,0.447608767,NO,,Trip12,499964,1
10002942842.Zzz3,green,islet,0.447516077,NO,,Zzz3,10002942842,1
507897.Mtss1,green,islet,0.447384383,NO,,Mtss1,507897,1
516798.Ppm1h,green,islet,0.446985179,NO,,Ppm1h,516798,1
511206.Deptor,green,islet,0.446572091,NO,,Deptor,511206,1
497929.Agtpbp1,green,islet,0.446347812,NO,,Agtpbp1,497929,1
502847.Polr2d,green,islet,0.446223429,NO,,Polr2d,502847,1
10004036602.Gm7155,green,islet,0.445803103,NO,,Gm7155,10004036602,1
10002903905.Micu2,green,islet,0.445736458,NO,,Micu2,10002903905,1
10004035343.Rps23rg1,green,islet,0.44543901,NO,,Rps23rg1,10004035343,1
10002898474.Gm232,green,islet,0.44511308,NO,,Gm232,10002898474,1
511227.Ptprf,green,islet,0.444804883,NO,,Ptprf,511227,1
10003839727.Lonrf1,green,islet,0.444043336,NO,,Lonrf1,10003839727,1
10002908180.Guf1,green,islet,0.443585249,NO,,Guf1,10002908180,1
10002900425.Gm49357,green,islet,0.443567373,NO,,Gm49357,10002900425,1
10002920939.Gm30694,green,islet,0.442596531,NO,,Gm30694,10002920939,1
10002916789.Agmo,green,islet,0.442231404,NO,,Agmo,10002916789,1
10002912975.Dennd11,green,islet,0.441206038,NO,,Dennd11,10002912975,1
514702.Avl9,green,islet,0.440904836,NO,,Avl9,514702,1
512756.Gulp1,green,islet,0.440718358,NO,,Gulp1,512756,1
506437.Bet1,green,islet,0.440506889,NO,,Bet1,506437,1
500712.Sptssa,green,islet,0.440355044,NO,,Sptssa,500712,1
517001.Ripk1,green,islet,0.440278805,NO,,Ripk1,517001,1
10002896932.Tigd2,green,islet,0.440002919,NO,,Tigd2,10002896932,1
10002897237.Pik3ca,green,islet,0.43976394,NO,,Pik3ca,10002897237,1
514446.2810001G20Rik,green,islet,0.439264912,NO,,2810001G20Rik,514446,1
10002678435.Impg2,green,islet,0.438223742,NO,,Impg2,10002678435,1
519483.Gm6159,green,islet,0.437480945,NO,,Gm6159,519483,1
10002940069.Gm26866,green,islet,0.437466947,NO,,Gm26866,10002940069,1
508119.Pctp,green,islet,0.43746136,NO,,Pctp,508119,1
502943.Nap1l1,green,islet,0.436649882,NO,,Nap1l1,502943,1
10002910710.Eloc,green,islet,0.436614331,NO,,Eloc,10002910710,1
10002903878.Efr3a,green,islet,0.436294473,NO,,Efr3a,10002903878,1
514912.Slc7a2,green,islet,0.435970439,NO,,Slc7a2,514912,1
10003842610.9530026P05Rik,green,islet,0.4328215,NO,,9530026P05Rik,10003842610,1
512990.Ccnc,green,islet,0.432753598,NO,,Ccnc,512990,1
515527.L3hypdh,green,islet,0.431024788,NO,,L3hypdh,515527,1
519775.Ppp1r15b,green,islet,0.430414688,NO,,Ppp1r15b,519775,1
518314.Abhd15,green,islet,0.430343843,NO,,Abhd15,518314,1
10002905092.Plekhm3,green,islet,0.430263243,NO,,Plekhm3,10002905092,1
500339.Samd8,green,islet,0.429864939,NO,,Samd8,500339,1
10002902543.Dmxl1,green,islet,0.429860096,NO,,Dmxl1,10002902543,1
518264.Trmt10c,green,islet,0.429824426,NO,,Trmt10c,518264,1
501088.Rilpl1,green,islet,0.429765944,NO,,Rilpl1,501088,1
509538.Trmt61b,green,islet,0.429024043,NO,,Trmt61b,509538,1
504278.Arl6,green,islet,0.428252712,NO,,Arl6,504278,1
10003842845.Gm14343,green,islet,0.428039404,NO,,Gm14343,10003842845,1
10002914413.Hs2st1,green,islet,0.427859895,NO,,Hs2st1,10002914413,1
10004037868.Dcbld2,green,islet,0.427813973,NO,,Dcbld2,10004037868,1
504078.Kifap3,green,islet,0.426526914,NO,,Kifap3,504078,1
10002932086.Kmt5b,green,islet,0.425916527,NO,,Kmt5b,10002932086,1
10004036637.Alkbh1,green,islet,0.425144604,NO,,Alkbh1,10004036637,1
505683.Ahctf1,green,islet,0.424082374,NO,,Ahctf1,505683,1
10002898146.Micu3,green,islet,0.423060304,NO,,Micu3,10002898146,1
10002925122.Bmp3,green,islet,0.422886253,NO,,Bmp3,10002925122,1
10003837830.Rapgef6,green,islet,0.42254925,NO,,Rapgef6,10003837830,1
509210.Pnpla8,green,islet,0.42212377,NO,,Pnpla8,509210,1
10002896698.Ccl25,green,islet,0.421757887,NO,,Ccl25,10002896698,1
501866.Slc4a10,green,islet,0.421660659,NO,,Slc4a10,501866,1
10002911280.Caap1,green,islet,0.421408334,NO,,Caap1,10002911280,1
10002917224.Zfp712,green,islet,0.420426636,NO,,Zfp712,10002917224,1
593010.Lias,green,islet,0.420319667,NO,,Lias,593010,1
10004036246.Apold1,green,islet,0.420178463,NO,,Apold1,10004036246,1
508549.Ppip5k1,green,islet,0.419778337,NO,,Ppip5k1,508549,1
504344.Gm48321,green,islet,0.4195521,NO,,Gm48321,504344,1
518910.Ptar1,green,islet,0.419535474,NO,,Ptar1,518910,1
500929.Fastkd3,green,islet,0.419262168,NO,,Fastkd3,500929,1
10002900797.Fam151b,green,islet,0.418127469,NO,,Fam151b,10002900797,1
10002928934.Gm50313,green,islet,0.418100844,NO,,Gm50313,10002928934,1
10002913014.Opa1,green,islet,0.417635715,NO,,Opa1,10002913014,1
10003836206.Gm12263,green,islet,0.417625235,NO,,Gm12263,10003836206,1
10004037130.Fbxo11,green,islet,0.417590175,NO,,Fbxo11,10004037130,1
10002902587.Klhl9,green,islet,0.41753992,NO,,Klhl9,10002902587,1
10002919223.Fsd1l,green,islet,0.417304501,NO,,Fsd1l,10002919223,1
512988.Cntn5,green,islet,0.41704575,NO,,Cntn5,512988,1
515685.Mettl15,green,islet,0.416934865,NO,,Mettl15,515685,1
10002914796.Tstd2,green,islet,0.41674792,NO,,Tstd2,10002914796,1
514451.Srp54a,green,islet,0.41641731,NO,,Srp54a,514451,1
10002918462.Gpc4,green,islet,0.415826717,NO,,Gpc4,10002918462,1
10002912787.Ndufaf5,green,islet,0.415062995,NO,,Ndufaf5,10002912787,1
10004037227.Fip1l1,green,islet,0.414842998,NO,,Fip1l1,10004037227,1
502131.Ptpn9,green,islet,0.41468956,NO,,Ptpn9,502131,1
10002906054.Ranbp2,green,islet,0.413281132,NO,,Ranbp2,10002906054,1
10002915232.Gm11470,green,islet,0.412640171,NO,,Gm11470,10002915232,1
10002678736.Hace1,green,islet,0.412285823,NO,,Hace1,10002678736,1
10003844574.Gm12108,green,islet,0.411983396,NO,,Gm12108,10003844574,1
10002678088.BC002059,green,islet,0.411826175,NO,,BC002059,10002678088,1
516609.Dennd2d,green,islet,0.411751593,NO,,Dennd2d,516609,1
504948.Msl2,green,islet,0.411727865,NO,,Msl2,504948,1
10002910063.Gm48012,green,islet,0.411545959,NO,,Gm48012,10002910063,1
514703.Slc44a1,green,islet,0.411439482,NO,,Slc44a1,514703,1
10002911393.Ubn2,green,islet,0.410312618,NO,,Ubn2,10002911393,1
10002907404.Gmpr2,green,islet,0.410263197,NO,,Gmpr2,10002907404,1
10002898338.Pgap1,green,islet,0.410060716,NO,,Pgap1,10002898338,1
10003840199.6430628N08Rik,green,islet,0.409817132,NO,,6430628N08Rik,10003840199,1
10002900799.Gm19829,green,islet,0.409633843,NO,,Gm19829,10002900799,1
507156.Rer1,green,islet,0.409471056,NO,,Rer1,507156,1
10003837626.4930504C09Rik,green,islet,0.409302991,NO,,4930504C09Rik,10003837626,1
10002907436.Deptor,green,islet,0.409028219,NO,,Deptor,10002907436,1
10002902905.Sdhaf2,green,islet,0.408648649,NO,,Sdhaf2,10002902905,1
10004036174.Olfr141,green,islet,0.408466511,NO,,Olfr141,10004036174,1
516701.Tgfa,green,islet,0.408264357,NO,,Tgfa,516701,1
10002913716.Vmn1r4,green,islet,0.408033791,NO,,Vmn1r4,10002913716,1
511183.Sdha,green,islet,0.40776503,NO,,Sdha,511183,1
501732.Golga3,green,islet,0.407752883,NO,,Golga3,501732,1
505109.Gm43667,green,islet,0.407059272,NO,,Gm43667,505109,1
515761.Psmd7,green,islet,0.406792265,NO,,Psmd7,515761,1
512686.Srsf6,green,islet,0.406753617,NO,,Srsf6,512686,1
502016.Ddx10,green,islet,0.406555439,NO,,Ddx10,502016,1
509487.Ss18,green,islet,0.406227835,NO,,Ss18,509487,1
506909.Epb41l5,green,islet,0.40606079,NO,,Epb41l5,506909,1
10002906696.Gm4879,green,islet,0.405712414,NO,,Gm4879,10002906696,1
10004037095.Ier2,green,islet,0.405325283,NO,,Ier2,10004037095,1
511110.Atg5,green,islet,0.405033981,NO,,Atg5,511110,1
10002913939.Slc25a36,green,islet,0.404175982,NO,,Slc25a36,10002913939,1
10003839756.Zkscan7,green,islet,0.403910369,NO,,Zkscan7,10003839756,1
10004033970.Txndc16,green,islet,0.403818673,NO,,Txndc16,10004033970,1
497776.Mtm1,green,islet,0.403743983,NO,,Mtm1,497776,1
10002912889.Ppp1r12b,green,islet,0.403262317,NO,,Ppp1r12b,10002912889,1
10004033166.Etaa1,green,islet,0.403185348,NO,,Etaa1,10004033166,1
10002908539.Riok2,green,islet,0.403087925,NO,,Riok2,10002908539,1
10002898528.Cd36,green,islet,0.402445003,NO,,Cd36,10002898528,1
591529.Fabp4,green,islet,0.401391568,NO,,Fabp4,591529,1
10002909374.Gm8396,green,islet,0.400835232,NO,,Gm8396,10002909374,1
512127.Emb,green,islet,0.400418342,NO,,Emb,512127,1
514605.Rad17,green,islet,0.400100611,NO,,Rad17,514605,1
508327.Insig2,green,islet,0.399943022,NO,,Insig2,508327,1
10002907252.Mib1,green,islet,0.399806035,NO,,Mib1,10002907252,1
10002919496.Jak2,green,islet,0.39887192,NO,,Jak2,10002919496,1
502439.4930555B12Rik,green,islet,0.39844167,NO,,4930555B12Rik,502439,1
10004036155.Thap6,green,islet,0.397556047,NO,,Thap6,10004036155,1
506713.Tax1bp1,green,islet,0.397358716,NO,,Tax1bp1,506713,1
518497.Exoc5,green,islet,0.396996212,NO,,Exoc5,518497,1
10004037701.Dipk2b,green,islet,0.396436067,NO,,Dipk2b,10004037701,1
10002900227.Stx7,green,islet,0.395974365,NO,,Stx7,10002900227,1
10002919446.Ntm,green,islet,0.395946625,NO,,Ntm,10002919446,1
504410.Gm47333,green,islet,0.395747926,NO,,Gm47333,504410,1
513019.Dgke,green,islet,0.395144487,NO,,Dgke,513019,1
10004036147.Fancg,green,islet,0.39508674,NO,,Fancg,10004036147,1
503618.Pum1,green,islet,0.39484567,NO,,Pum1,503618,1
10002898446.Spopl,green,islet,0.394828348,NO,,Spopl,10002898446,1
10004034193.Tshz1,green,islet,0.394076357,NO,,Tshz1,10004034193,1
516675.Pclo,green,islet,0.394058142,NO,,Pclo,516675,1
10003839219.Samd13,green,islet,0.393903741,NO,,Samd13,10003839219,1
499814.Ppp1cc,green,islet,0.393846967,NO,,Ppp1cc,499814,1
518629.Bclaf3,green,islet,0.393807095,NO,,Bclaf3,518629,1
10004035034.Lsm14b,green,islet,0.393694298,NO,,Lsm14b,10004035034,1
519860.Hcfc2,green,islet,0.393487571,NO,,Hcfc2,519860,1
10002897354.Nip7,green,islet,0.393468835,NO,,Nip7,10002897354,1
503739.Elf1,green,islet,0.393396577,NO,,Elf1,503739,1
10002916759.Uri1,green,islet,0.393127569,NO,,Uri1,10002916759,1
505320.Zfand5,green,islet,0.392885528,NO,,Zfand5,505320,1
506686.Xpo7,green,islet,0.39278488,NO,,Xpo7,506686,1
514219.Sec63,green,islet,0.392435582,NO,,Sec63,514219,1
501551.Fkbp4,green,islet,0.392293892,NO,,Fkbp4,501551,1
506122.Tbc1d8b,green,islet,0.392224131,NO,,Tbc1d8b,506122,1
10002906372.Gm14911,green,islet,0.392140065,NO,,Gm14911,10002906372,1
10002948847.Dpy19l4,green,islet,0.390792017,NO,,Dpy19l4,10002948847,1
10004036166.Mrrf,green,islet,0.389821327,NO,,Mrrf,10004036166,1
10003840248.Nebl,green,islet,0.389421531,NO,,Nebl,10003840248,1
518300.Rhpn2,green,islet,0.388998942,NO,,Rhpn2,518300,1
10004033450.Gm10088,green,islet,0.388654973,NO,,Gm10088,10004033450,1
501023.Baz1b,green,islet,0.388539197,NO,,Baz1b,501023,1
591786.Vps26a,green,islet,0.388348921,NO,,Vps26a,591786,1
10003841834.Gm19026,green,islet,0.38827588,NO,,Gm19026,10003841834,1
1372952.Arih1,green,islet,0.388127116,NO,,Arih1,1372952,1
508569.Nup35,green,islet,0.387997244,NO,,Nup35,508569,1
505991.Snrpa,green,islet,0.387867222,NO,,Snrpa,505991,1
10002912471.Vmn1r2,green,islet,0.387766204,NO,,Vmn1r2,10002912471,1
498499.Rab32,green,islet,0.387427911,NO,,Rab32,498499,1
10002918555.Ric3,green,islet,0.387232397,NO,,Ric3,10002918555,1
518899.Ttc30a1,green,islet,0.386918477,NO,,Ttc30a1,518899,1
10002901283.Slc25a15,green,islet,0.386572786,NO,,Slc25a15,10002901283,1
1478890.Cop1,green,islet,0.386371383,NO,,Cop1,1478890,1
502679.BC003965,green,islet,0.385622067,NO,,BC003965,502679,1
10002907575.Gm49699,green,islet,0.38485085,NO,,Gm49699,10002907575,1
10003841870.Gm8384,green,islet,0.384801561,NO,,Gm8384,10003841870,1
10002948497.Eif1ax,green,islet,0.38471519,NO,,Eif1ax,10002948497,1
1367998.Pcca,green,islet,0.384542192,NO,,Pcca,1367998,1
1487942.Itgb1bp1,green,islet,0.384210804,NO,,Itgb1bp1,1487942,1
10002907517.Gm7839,green,islet,0.383977026,NO,,Gm7839,10002907517,1
10002908750.Coa5,green,islet,0.383854722,NO,,Coa5,10002908750,1
10003840106.Topaz1,green,islet,0.382997765,NO,,Topaz1,10003840106,1
10002905900.B4galt7,green,islet,0.382793105,NO,,B4galt7,10002905900,1
10003836352.Mfap3l,green,islet,0.382752302,NO,,Mfap3l,10003836352,1
10003842441.Olfr658,green,islet,0.38259211,NO,,Olfr658,10003842441,1
10003839982.Fam126b,green,islet,0.382272824,NO,,Fam126b,10003839982,1
10004036275.Dph2,green,islet,0.381558563,NO,,Dph2,10004036275,1
10002944336.Pfas,green,islet,0.381427838,NO,,Pfas,10002944336,1
506022.Lrrn1,green,islet,0.380267851,NO,,Lrrn1,506022,1
509318.Septin7,green,islet,0.380188655,NO,,Septin7,509318,1
10002918527.Blzf1,green,islet,0.379683319,NO,,Blzf1,10002918527,1
10003845598.Gm48691,green,islet,0.379332524,NO,,Gm48691,10003845598,1
10002910714.Gca,green,islet,0.379254504,NO,,Gca,10002910714,1
10003836132.Gm4813,green,islet,0.378248752,NO,,Gm4813,10003836132,1
519627.Sirt1,green,islet,0.377315162,NO,,Sirt1,519627,1
10003845458.Catspere1,green,islet,0.376720792,NO,,Catspere1,10003845458,1
10003836518.Gm25055,green,islet,0.376681556,NO,,Gm25055,10003836518,1
10002902706.Gbp7,green,islet,0.376196249,NO,,Gbp7,10002902706,1
518087.Gm9748,green,islet,0.376122028,NO,,Gm9748,518087,1
509299.Cstf2t,green,islet,0.37565175,NO,,Cstf2t,509299,1
502172.Rwdd2b,green,islet,0.375316957,NO,,Rwdd2b,502172,1
10002921135.Mkx,green,islet,0.37477655,NO,,Mkx,10002921135,1
10004033425.Usp35,green,islet,0.374352756,NO,,Usp35,10004033425,1
1487603.Tob1,green,islet,0.3735799,NO,,Tob1,1487603,1
515468.Pbx1,green,islet,0.373419436,NO,,Pbx1,515468,1
514176.Cdkl2,green,islet,0.37322396,NO,,Cdkl2,514176,1
513702.Amfr,green,islet,0.373141947,NO,,Amfr,513702,1
10002908245.Gm13670,green,islet,0.37285649,NO,,Gm13670,10002908245,1
511726.Coasy,green,islet,0.371283447,NO,,Coasy,511726,1
508130.Acyp1,green,islet,0.370365211,NO,,Acyp1,508130,1
10002897402.Ssbp2,green,islet,0.369432967,NO,,Ssbp2,10002897402,1
593270.Fabp4,green,islet,0.369192663,NO,,Fabp4,593270,1
10002909486.Skap2,green,islet,0.368467884,NO,,Skap2,10002909486,1
10002899997.Gnl3l,green,islet,0.368435686,NO,,Gnl3l,10002899997,1
10002908480.Cpsf6,green,islet,0.36804287,NO,,Cpsf6,10002908480,1
1008737.Mdm4,green,islet,0.366744553,NO,,Mdm4,1008737,1
1479083.Mgat3,green,islet,0.366311315,NO,,Mgat3,1479083,1
514318.Mtrex,green,islet,0.366234063,NO,,Mtrex,514318,1
1482646.Bmp2,green,islet,0.365720759,NO,,Bmp2,1482646,1
591774.Tfam,green,islet,0.36566991,NO,,Tfam,591774,1
10002910189.Nifk,green,islet,0.365582419,NO,,Nifk,10002910189,1
501570.Kpna4,green,islet,0.365014102,NO,,Kpna4,501570,1
10002901072.Tmem178b,green,islet,0.364332226,NO,,Tmem178b,10002901072,1
10002899140.Trappc4,green,islet,0.362759524,NO,,Trappc4,10002899140,1
10002915223.Gm18139,green,islet,0.362723753,NO,,Gm18139,10002915223,1
509354.Arfip1,green,islet,0.362109186,NO,,Arfip1,509354,1
512071.Otud1,green,islet,0.36171009,NO,,Otud1,512071,1
1478098.Gm7962,green,islet,0.361515726,NO,,Gm7962,1478098,1
10002896140.Gm7327,green,islet,0.360013753,NO,,Gm7327,10002896140,1
10003113856.Alkbh5,green,islet,0.359956476,NO,,Alkbh5,10003113856,1
508050.Gm14121,green,islet,0.359749008,NO,,Gm14121,508050,1
1488876.Bloc1s6,green,islet,0.359621223,NO,,Bloc1s6,1488876,1
509774.Spata5,green,islet,0.358463057,NO,,Spata5,509774,1
10003841623.A430072C10Rik,green,islet,0.357828186,NO,,A430072C10Rik,10003841623,1
10002937467.Uggt2,green,islet,0.353957448,NO,,Uggt2,10002937467,1
1014272.Lepr,green,islet,0.353750816,NO,,Lepr,1014272,1
1008789.Bod1l,green,islet,0.352995044,NO,,Bod1l,1008789,1
499640.4930526F13Rik,green,islet,0.35197154,NO,,4930526F13Rik,499640,1
10002932821.Mindy2,green,islet,0.350336333,NO,,Mindy2,10002932821,1
10002896087.Eif4b,green,islet,0.349571037,NO,,Eif4b,10002896087,1
10002899903.Dclre1a,green,islet,0.348470788,NO,,Dclre1a,10002899903,1
1484189.4933401J01Rik,green,islet,0.347493518,NO,,4933401J01Rik,1484189,1
10002932830.Phlpp2,green,islet,0.347027706,NO,,Phlpp2,10002932830,1
10002900971.Jak1,green,islet,0.345969577,NO,,Jak1,10002900971,1
498265.Tceal1,green,islet,0.344300725,NO,,Tceal1,498265,1
10002902743.Fxr1,green,islet,0.343792264,NO,,Fxr1,10002902743,1
10002920701.Gm43558,green,islet,0.343117919,NO,,Gm43558,10002920701,1
518986.Cxadr,green,islet,0.342828014,NO,,Cxadr,518986,1
10002917202.Tti2,green,islet,0.342544254,NO,,Tti2,10002917202,1
518749.Bloc1s4,green,islet,0.341537861,NO,,Bloc1s4,518749,1
10002917605.Elavl2,green,islet,0.339025446,NO,,Elavl2,10002917605,1
10002917899.Cep83,green,islet,0.338230383,NO,,Cep83,10002917899,1
503237.Wdr45b,green,islet,0.337040483,NO,,Wdr45b,503237,1
510183.Trappc8,green,islet,0.335883749,NO,,Trappc8,510183,1
10002907505.Htatsf1,green,islet,0.334879555,NO,,Htatsf1,10002907505,1
10004033054.Flg,green,islet,0.333383063,NO,,Flg,10004033054,1
519630.Tmem135,green,islet,0.332690977,NO,,Tmem135,519630,1
10002904822.Gm11843,green,islet,0.332687366,NO,,Gm11843,10002904822,1
10002912239.Ivd,green,islet,0.331387409,NO,,Ivd,10002912239,1
10002917746.Gm648,green,islet,0.331205845,NO,,Gm648,10002917746,1
10004036703.Rdh13,green,islet,0.330498066,NO,,Rdh13,10004036703,1
10002896828.Sri,green,islet,0.330202998,NO,,Sri,10002896828,1
10002897934.Zfp791,green,islet,0.329324191,NO,,Zfp791,10002897934,1
10003836080.Zfp957,green,islet,0.329224774,NO,,Zfp957,10003836080,1
519913.Fbxl12os,green,islet,0.329085816,NO,,Fbxl12os,519913,1
10003115906.Tceanc,green,islet,0.329058411,NO,,Tceanc,10003115906,1
1008994.Copb2,green,islet,0.328517659,NO,,Copb2,1008994,1
502359.Ehf,green,islet,0.328282964,NO,,Ehf,502359,1
10004033123.Sox15,green,islet,0.327313771,NO,,Sox15,10004033123,1
502610.Zcchc10,green,islet,0.325263252,NO,,Zcchc10,502610,1
10002911600.Snhg11,green,islet,0.323564105,NO,,Snhg11,10002911600,1
10003841650.Gm43438,green,islet,0.323389854,NO,,Gm43438,10003841650,1
10004033141.Pak2,green,islet,0.323225267,NO,,Pak2,10004033141,1
504422.Vps4b,green,islet,0.32268169,NO,,Vps4b,504422,1
10003115296.Rrm2b,green,islet,0.322139504,NO,,Rrm2b,10003115296,1
502959.Nsun6,green,islet,0.319166176,NO,,Nsun6,502959,1
503258.Fam76b,green,islet,0.317481348,NO,,Fam76b,503258,1
10002899000.Tmf1,green,islet,0.317234703,NO,,Tmf1,10002899000,1
10004033431.Xkr4,green,islet,0.317215629,NO,,Xkr4,10004033431,1
10002897231.Gm47810,green,islet,0.316556874,NO,,Gm47810,10002897231,1
517221.Psip1,green,islet,0.316176879,NO,,Psip1,517221,1
516584.1700018G05Rik,green,islet,0.311280157,NO,,1700018G05Rik,516584,1
10002917499.Trappc8,green,islet,0.310908468,NO,,Trappc8,10002917499,1
508916.Mepce,green,islet,0.309200771,NO,,Mepce,508916,1
10002939499.Jmy,green,islet,0.30883176,NO,,Jmy,10002939499,1
10002911546.Psmd5,green,islet,0.308158344,NO,,Psmd5,10002911546,1
10002905973.Rbm7,green,islet,0.30805158,NO,,Rbm7,10002905973,1
10004037190.Dync1li1,green,islet,0.307480471,NO,,Dync1li1,10004037190,1
10004037342.St6gal1,green,islet,0.305000072,NO,,St6gal1,10004037342,1
514358.Rnf146,green,islet,0.304924665,NO,,Rnf146,514358,1
508763.Gm14826,green,islet,0.303230646,NO,,Gm14826,508763,1
10002899160.Ltn1,green,islet,0.302491439,NO,,Ltn1,10002899160,1
10003842788.BC005624,green,islet,0.30196213,NO,,BC005624,10003842788,1
499799.Gm50072,green,islet,0.299186948,NO,,Gm50072,499799,1
10004038123.Kctd12b,green,islet,0.299096962,NO,,Kctd12b,10004038123,1
516142.Usp20,green,islet,0.299049788,NO,,Usp20,516142,1
10004034375.Magt1,green,islet,0.298578176,NO,,Magt1,10004034375,1
10002914453.Cept1,green,islet,0.297884336,NO,,Cept1,10002914453,1
10004037737.6720427I07Rik,green,islet,0.296749705,NO,,6720427I07Rik,10004037737,1
10002914624.Exo5,green,islet,0.295843381,NO,,Exo5,10002914624,1
10002898258.Rb1cc1,green,islet,0.295612292,NO,,Rb1cc1,10002898258,1
10003839791.Mctp2,green,islet,0.295185718,NO,,Mctp2,10003839791,1
10002907857.Rnf138,green,islet,0.293932403,NO,,Rnf138,10002907857,1
1013887.Myef2,green,islet,0.292089018,NO,,Myef2,1013887,1
501447.Usp18,green,islet,0.290541707,NO,,Usp18,501447,1
10002903107.Dcaf11,green,islet,0.290035701,NO,,Dcaf11,10002903107,1
519008.Clk1,green,islet,0.289075175,NO,,Clk1,519008,1
10002905812.Fam120b,green,islet,0.28610322,NO,,Fam120b,10002905812,1
10002905053.Gm13498,green,islet,0.285661642,NO,,Gm13498,10002905053,1
10002908446.Khnyn,green,islet,0.285458435,NO,,Khnyn,10002908446,1
1015525.Smarcad1,green,islet,0.279484277,NO,,Smarcad1,1015525,1
501431.Gtf2a1,green,islet,0.27890916,NO,,Gtf2a1,501431,1
506067.Ralgps2,green,islet,0.278390047,NO,,Ralgps2,506067,1
10002678272.Nap1l3,green,islet,0.273277086,NO,,Nap1l3,10002678272,1
10002900294.Kat6a,green,islet,0.272902674,NO,,Kat6a,10002900294,1
1477997.Rbl2,green,islet,0.270617015,NO,,Rbl2,1477997,1
10002678533.Gm20604,green,islet,0.266439911,NO,,Gm20604,10002678533,1
10002919554.C2cd5,green,islet,0.257919533,NO,,C2cd5,10002919554,1
10004035107.Usp14,green,islet,0.256362617,NO,,Usp14,10004035107,1
10002910559.Lrif1,green,islet,0.25492368,NO,,Lrif1,10002910559,1
502903.0610009B22Rik,green,islet,0.253528908,NO,,0610009B22Rik,502903,1
10002904006.Ankrd46,green,islet,0.250220201,NO,,Ankrd46,10002904006,1
10002899908.Wrnip1,green,islet,0.249129318,NO,,Wrnip1,10002899908,1
10003117169.Ptpn4,green,islet,0.245477419,NO,,Ptpn4,10003117169,1
10002678051.Gm6430,green,islet,0.239265922,NO,,Gm6430,10002678051,1
10003838473.Cyp4f17,green,islet,0.235945482,NO,,Cyp4f17,10003838473,1
506405.Hacl1,green,islet,0.231614345,NO,,Hacl1,506405,1
514490.Rbm34,green,islet,0.231131669,NO,,Rbm34,514490,1
10002909385.B230219D22Rik,green,islet,0.225087111,NO,,B230219D22Rik,10002909385,1
517131.Ythdf1,green,islet,0.22380629,NO,,Ythdf1,517131,1
10004037744.Zfp120,green,islet,0.221254174,NO,,Zfp120,10004037744,1
10004037759.Arfgef2,green,islet,0.206687161,NO,,Arfgef2,10004037759,1
506206.Pbrm1,green,islet,0.201646735,NO,,Pbrm1,506206,1
506694.2310016D03Rik,green,islet,0.197783207,NO,,2310016D03Rik,506694,1
10002928416.Arfgef2,green,islet,0.196650969,NO,,Arfgef2,10002928416,1
10003840088.Gm30674,green,islet,0.188196505,NO,,Gm30674,10003840088,1
10002914022.Fbxl5,green,islet,0.185339779,NO,,Fbxl5,10002914022,1
1476119.Ankrd29,green,islet,0.179615707,NO,,Ankrd29,1476119,1
10002909008.Med21,green,islet,0.167429293,NO,,Med21,10002909008,1
513236.Tspyl1,green,islet,0.125205895,NO,,Tspyl1,513236,1
507734.Tra2b,green,islet,0.101848794,NO,,Tra2b,507734,1
513687.Npffr1,greenyellow,islet,0.941595658,NO,,Npffr1,513687,1
10003839431.Gm49294,greenyellow,islet,0.940556439,NO,,Gm49294,10003839431,1
499340.4930533B01Rik,greenyellow,islet,0.94022213,NO,,4930533B01Rik,499340,1
10003842503.Fgfr2,greenyellow,islet,0.940078337,NO,,Fgfr2,10003842503,1
10004035873.Pdpk1,greenyellow,islet,0.936656549,NO,,Pdpk1,10004035873,1
10004033828.Prl3d1,greenyellow,islet,0.936294052,NO,,Prl3d1,10004033828,1
10004037650.Olfr1151,greenyellow,islet,0.93294334,NO,,Olfr1151,10004037650,1
10002929903.Gm48370,greenyellow,islet,0.931045483,NO,,Gm48370,10002929903,1
10003842189.Gm49220,greenyellow,islet,0.930787317,NO,,Gm49220,10003842189,1
500750.Myl2,greenyellow,islet,0.928894928,NO,,Myl2,500750,1
497741.Pcsk5,greenyellow,islet,0.928789673,NO,,Pcsk5,497741,1
505199.Cd209f,greenyellow,islet,0.925752841,NO,,Cd209f,505199,1
10002931980.Gm11785,greenyellow,islet,0.924435339,NO,,Gm11785,10002931980,1
10002923134.Gm46525,greenyellow,islet,0.923178122,NO,,Gm46525,10002923134,1
10002910870.Nkain4,greenyellow,islet,0.920062329,NO,,Nkain4,10002910870,1
10004037131.Olfr720,greenyellow,islet,0.919063078,NO,,Olfr720,10004037131,1
10002909137.0610025J13Rik,greenyellow,islet,0.918506426,NO,,0610025J13Rik,10002909137,1
10003838966.Exosc1,greenyellow,islet,0.918316127,NO,,Exosc1,10003838966,1
10002933074.Gm11712,greenyellow,islet,0.91787907,NO,,Gm11712,10002933074,1
10002898677.Sycp2,greenyellow,islet,0.916960219,NO,,Sycp2,10002898677,1
10003838115.6430584L05Rik,greenyellow,islet,0.916350692,NO,,6430584L05Rik,10003838115,1
