Accession,module,tissue_origin,kME_module,multiple_tissues,transcript,gene_symbol,entrez_ID,numb_tissues
502133.Tuba4a,blue,islet,0.328155876,NO,,Tuba4a,502133,1
507511.Bmpr2,blue,islet,0.32629109,NO,,Bmpr2,507511,1
10004037321.Plekhh1,blue,islet,0.325848761,NO,,Plekhh1,10004037321,1
10003839842.Gm11906,blue,islet,0.325747671,NO,,Gm11906,10003839842,1
502385.Etv6,blue,islet,0.325108831,NO,,Etv6,502385,1
1008767.Col15a1,blue,islet,0.324840478,NO,,Col15a1,1008767,1
513137.Abcf1,blue,islet,0.324569286,NO,,Abcf1,513137,1
508189.Zfp790,blue,islet,0.324566367,NO,,Zfp790,508189,1
513990.Slc2a8,blue,islet,0.324087474,NO,,Slc2a8,513990,1
10002934004.Ppargc1b,blue,islet,0.323630379,NO,,Ppargc1b,10002934004,1
10002907018.Kctd3,blue,islet,0.322982048,NO,,Kctd3,10002907018,1
10002903616.Kmt2c,blue,islet,0.322380008,NO,,Kmt2c,10002903616,1
517349.Trip12,blue,islet,0.322287183,NO,,Trip12,517349,1
515821.Gm7962,blue,islet,0.322255853,NO,,Gm7962,515821,1
10002898403.Tmem132b,blue,islet,0.321954214,NO,,Tmem132b,10002898403,1
499130.Orc3,blue,islet,0.321755373,NO,,Orc3,499130,1
511643.Gfod2,blue,islet,0.32070692,NO,,Gfod2,511643,1
10002950087.Inafm1,blue,islet,0.320700669,NO,,Inafm1,10002950087,1
10002910307.Vcan,blue,islet,0.320499935,NO,,Vcan,10002910307,1
10004037389.Zfp398,blue,islet,0.319965455,NO,,Zfp398,10004037389,1
516006.Emp3,blue,islet,0.319439796,NO,,Emp3,516006,1
508831.Dnaja3,blue,islet,0.319181437,NO,,Dnaja3,508831,1
504606.Slc39a1-ps,blue,islet,0.318203927,NO,,Slc39a1-ps,504606,1
10003841658.St7l,blue,islet,0.317868818,NO,,St7l,10003841658,1
10002901531.Reck,blue,islet,0.317367447,NO,,Reck,10002901531,1
10002907305.Pomt1,blue,islet,0.317205029,NO,,Pomt1,10002907305,1
502685.Polr1c,blue,islet,0.316886395,NO,,Polr1c,502685,1
10002903458.Cyth2,blue,islet,0.316515739,NO,,Cyth2,10002903458,1
10002898171.Prmt5,blue,islet,0.316481155,NO,,Prmt5,10002898171,1
10002929806.Cpt1c,blue,islet,0.316237359,NO,,Cpt1c,10002929806,1
10002678252.Tubg2,blue,islet,0.31556139,NO,,Tubg2,10002678252,1
509220.Wwp2,blue,islet,0.315440031,NO,,Wwp2,509220,1
10002897630.Sugp1,blue,islet,0.314545693,NO,,Sugp1,10002897630,1
10002910724.Ecsit,blue,islet,0.314401647,NO,,Ecsit,10002910724,1
10002902120.Sh3tc2,blue,islet,0.314347839,NO,,Sh3tc2,10002902120,1
10002924212.Nfia,blue,islet,0.314218784,NO,,Nfia,10002924212,1
497677.Plod2,blue,islet,0.314123834,NO,,Plod2,497677,1
518883.Pde4b,blue,islet,0.313912181,NO,,Pde4b,518883,1
10002951410.Ocln,blue,islet,0.31312818,NO,,Ocln,10002951410,1
10004033947.Asb6,blue,islet,0.312984762,NO,,Asb6,10004033947,1
10002925997.Gm19325,blue,islet,0.312457559,NO,,Gm19325,10002925997,1
506455.Ddhd1,blue,islet,0.312084915,NO,,Ddhd1,506455,1
498818.Cyb561a3,blue,islet,0.31205653,NO,,Cyb561a3,498818,1
10002915364.Armc7,blue,islet,0.311813388,NO,,Armc7,10002915364,1
508066.Aup1,blue,islet,0.311763307,NO,,Aup1,508066,1
10002916098.Trappc11,blue,islet,0.311228341,NO,,Trappc11,10002916098,1
10002912392.Cggbp1,blue,islet,0.311049965,NO,,Cggbp1,10002912392,1
507316.Trim27,blue,islet,0.30994704,NO,,Trim27,507316,1
10002913225.Tulp4,blue,islet,0.309840137,NO,,Tulp4,10002913225,1
516127.Ahcyl1,blue,islet,0.309226762,NO,,Ahcyl1,516127,1
10002905966.Cep63,blue,islet,0.308768145,NO,,Cep63,10002905966,1
10002914128.Rinl,blue,islet,0.308433003,NO,,Rinl,10002914128,1
504821.Dhx36,blue,islet,0.308424978,NO,,Dhx36,504821,1
1008710.Zw10,blue,islet,0.308223016,NO,,Zw10,1008710,1
507214.Ccnj,blue,islet,0.307351361,NO,,Ccnj,507214,1
511664.Hipk2,blue,islet,0.307155754,NO,,Hipk2,511664,1
509513.Laptm5,blue,islet,0.306394188,NO,,Laptm5,509513,1
511231.Mthfd1l,blue,islet,0.305471946,NO,,Mthfd1l,511231,1
500714.Tec,blue,islet,0.303197145,NO,,Tec,500714,1
10002921415.Rasa2,blue,islet,0.301901683,NO,,Rasa2,10002921415,1
10002901518.Rap1gds1,blue,islet,0.301271981,NO,,Rap1gds1,10002901518,1
10002935809.Hivep3,blue,islet,0.299150157,NO,,Hivep3,10002935809,1
10002917199.Dock11,blue,islet,0.298787807,NO,,Dock11,10002917199,1
10004036062.Ocel1,blue,islet,0.298290328,NO,,Ocel1,10004036062,1
515381.Meis2,blue,islet,0.296722082,NO,,Meis2,515381,1
10003844836.Gdf11,blue,islet,0.296191808,NO,,Gdf11,10003844836,1
10002908978.Erlin1,blue,islet,0.296165723,NO,,Erlin1,10002908978,1
1364842.Kcnma1,blue,islet,0.29584068,NO,,Kcnma1,1364842,1
10002917276.Shb,blue,islet,0.295726972,NO,,Shb,10002917276,1
508405.Zfyve19,blue,islet,0.294944735,NO,,Zfyve19,508405,1
10002903262.Cars2,blue,islet,0.29487321,NO,,Cars2,10002903262,1
498273.Zbed3,blue,islet,0.294851725,NO,,Zbed3,498273,1
10002916073.Ccm2,blue,islet,0.294718163,NO,,Ccm2,10002916073,1
517037.Tyk2,blue,islet,0.294270286,NO,,Tyk2,517037,1
508033.Tmem54,blue,islet,0.293494388,NO,,Tmem54,508033,1
10002951376.Abat,blue,islet,0.292601976,NO,,Abat,10002951376,1
509767.Ube3a,blue,islet,0.29230263,NO,,Ube3a,509767,1
1482531.Herc6,blue,islet,0.292162439,NO,,Herc6,1482531,1
10003117790.Ikzf2,blue,islet,0.291990585,NO,,Ikzf2,10003117790,1
10003844141.B130034C11Rik,blue,islet,0.291774554,NO,,B130034C11Rik,10003844141,1
497915.Synpo2,blue,islet,0.291257416,NO,,Synpo2,497915,1
1009007.Lrrfip1,blue,islet,0.290793183,NO,,Lrrfip1,1009007,1
514074.Cx3cr1,blue,islet,0.290441358,NO,,Cx3cr1,514074,1
10003845335.Stau1,blue,islet,0.290130563,NO,,Stau1,10003845335,1
10002906758.Slc9a6,blue,islet,0.290126597,NO,,Slc9a6,10002906758,1
501950.Acbd4,blue,islet,0.289902125,NO,,Acbd4,501950,1
10004033207.Supt3,blue,islet,0.288685206,NO,,Supt3,10004033207,1
503247.Mbd3,blue,islet,0.28848431,NO,,Mbd3,503247,1
507279.Kcnma1,blue,islet,0.288184174,NO,,Kcnma1,507279,1
10004036892.Exog,blue,islet,0.286795985,NO,,Exog,10004036892,1
10002918380.Wdr37,blue,islet,0.286359674,NO,,Wdr37,10002918380,1
516674.Wdr6,blue,islet,0.285444955,NO,,Wdr6,516674,1
506547.Mogs,blue,islet,0.284857373,NO,,Mogs,506547,1
10002901354.Stx17,blue,islet,0.28356616,NO,,Stx17,10002901354,1
10002899780.Gm9410,blue,islet,0.283365821,NO,,Gm9410,10002899780,1
10002900940.Gss,blue,islet,0.283315176,NO,,Gss,10002900940,1
10002905826.Sec24d,blue,islet,0.28302273,NO,,Sec24d,10002905826,1
515318.Stat1,blue,islet,0.282891164,NO,,Stat1,515318,1
10002917625.Pkhd1,blue,islet,0.282727976,NO,,Pkhd1,10002917625,1
10002904159.Phactr2,blue,islet,0.282400902,NO,,Phactr2,10002904159,1
515445.Gnaq,blue,islet,0.282169625,NO,,Gnaq,515445,1
10002902124.Arhgap24,blue,islet,0.282066159,NO,,Arhgap24,10002902124,1
10002906466.Ccdc186,blue,islet,0.281834199,NO,,Ccdc186,10002906466,1
10004033197.Trak1,blue,islet,0.280983304,NO,,Trak1,10004033197,1
10002171809.Dsp,blue,islet,0.278674988,NO,,Dsp,10002171809,1
10002904286.Mpi,blue,islet,0.278643993,NO,,Mpi,10002904286,1
10003113741.Il6st,blue,islet,0.278603586,NO,,Il6st,10003113741,1
509373.Myd88,blue,islet,0.278595576,NO,,Myd88,509373,1
10004038047.Stxbp4,blue,islet,0.278018918,NO,,Stxbp4,10004038047,1
512969.Tlk2,blue,islet,0.276341157,NO,,Tlk2,512969,1
505141.2810410L24Rik,blue,islet,0.274999221,NO,,2810410L24Rik,505141,1
10002907981.Ptbp3,blue,islet,0.274968449,NO,,Ptbp3,10002907981,1
10002907949.Commd10,blue,islet,0.274907347,NO,,Commd10,10002907949,1
512176.Pomt2,blue,islet,0.273663811,NO,,Pomt2,512176,1
514052.Anapc4,blue,islet,0.27305024,NO,,Anapc4,514052,1
10002943735.Cnnm4,blue,islet,0.272405767,NO,,Cnnm4,10002943735,1
10004033124.Herc4,blue,islet,0.272196655,NO,,Herc4,10004033124,1
503854.Arl8a,blue,islet,0.27136352,NO,,Arl8a,503854,1
10002908647.Hsd17b1,blue,islet,0.27078691,NO,,Hsd17b1,10002908647,1
500366.Cdr2,blue,islet,0.269261776,NO,,Cdr2,500366,1
509931.Ubac1,blue,islet,0.26722631,NO,,Ubac1,509931,1
10004034714.Plekha2,blue,islet,0.267135459,NO,,Plekha2,10004034714,1
508716.Cnp,blue,islet,0.267044228,NO,,Cnp,508716,1
511135.Dnajc7,blue,islet,0.266728275,NO,,Dnajc7,511135,1
10004034758.Ubox5,blue,islet,0.26624811,NO,,Ubox5,10004034758,1
10004035753.Cpt1c,blue,islet,0.266202209,NO,,Cpt1c,10004035753,1
10003844378.Zfp395,blue,islet,0.266098589,NO,,Zfp395,10003844378,1
499355.Invs,blue,islet,0.266036591,NO,,Invs,499355,1
511862.Nop58,blue,islet,0.26571095,NO,,Nop58,511862,1
10002902839.Klhl8,blue,islet,0.264463343,NO,,Klhl8,10002902839,1
10002171974.Hspbp1,blue,islet,0.263847931,NO,,Hspbp1,10002171974,1
10002917354.Afap1l1,blue,islet,0.263081249,NO,,Afap1l1,10002917354,1
10002899661.Pum3,blue,islet,0.262845043,NO,,Pum3,10002899661,1
513847.Nfia,blue,islet,0.262515243,NO,,Nfia,513847,1
515387.Usp9x,blue,islet,0.26153967,NO,,Usp9x,515387,1
10004035135.Zfp418,blue,islet,0.261205745,NO,,Zfp418,10004035135,1
498857.Ltbp2,blue,islet,0.261109434,NO,,Ltbp2,498857,1
508406.Unc13b,blue,islet,0.260802008,NO,,Unc13b,508406,1
505564.Ecd,blue,islet,0.26037921,NO,,Ecd,505564,1
10004037818.Dcaf4,blue,islet,0.260037531,NO,,Dcaf4,10004037818,1
519458.Mtnr1a,blue,islet,0.258441274,NO,,Mtnr1a,519458,1
10004035896.Mlh3,blue,islet,0.25830085,NO,,Mlh3,10004035896,1
506664.Arf6,blue,islet,0.257787684,NO,,Arf6,506664,1
505802.Ccdc134,blue,islet,0.254598,NO,,Ccdc134,505802,1
517449.Tomm40,blue,islet,0.252997552,NO,,Tomm40,517449,1
504599.Ankle2,blue,islet,0.252025735,NO,,Ankle2,504599,1
519428.Patj,blue,islet,0.251739141,NO,,Patj,519428,1
497774.Dock11,blue,islet,0.251043197,NO,,Dock11,497774,1
513065.Tjp1,blue,islet,0.250833965,NO,,Tjp1,513065,1
10002904474.Slc39a1-ps,blue,islet,0.250618846,NO,,Slc39a1-ps,10002904474,1
498808.Idua,blue,islet,0.248032565,NO,,Idua,498808,1
10004034321.Coro7,blue,islet,0.245322434,NO,,Coro7,10004034321,1
10004035399.Arhgap39,blue,islet,0.244630173,NO,,Arhgap39,10004035399,1
10002947825.L3mbtl1,blue,islet,0.24380589,NO,,L3mbtl1,10002947825,1
10002898980.Asap3,blue,islet,0.240695,NO,,Asap3,10002898980,1
506480.Irx3,blue,islet,0.23950561,NO,,Irx3,506480,1
498365.Rnf220,blue,islet,0.238718018,NO,,Rnf220,498365,1
10002929296.Wdr49,blue,islet,0.234113493,NO,,Wdr49,10002929296,1
10002911719.Fermt3,blue,islet,0.233753228,NO,,Fermt3,10002911719,1
10002910949.Srbd1,blue,islet,0.232208578,NO,,Srbd1,10002910949,1
512118.Rasa3,blue,islet,0.231790141,NO,,Rasa3,512118,1
506613.Tpst1,blue,islet,0.230502078,NO,,Tpst1,506613,1
510986.Pex26,blue,islet,0.228896257,NO,,Pex26,510986,1
10004035639.Alkbh4,blue,islet,0.228531759,NO,,Alkbh4,10004035639,1
10004033979.Yju2,blue,islet,0.227504002,NO,,Yju2,10004033979,1
498873.Mrpl12,blue,islet,0.22463037,NO,,Mrpl12,498873,1
516664.Dnajc28,blue,islet,0.224389125,NO,,Dnajc28,516664,1
10003843510.Gm11613,blue,islet,0.223386828,NO,,Gm11613,10003843510,1
10002900859.Zscan20,blue,islet,0.223152251,NO,,Zscan20,10002900859,1
10002934214.Trabd2b,blue,islet,0.221631921,NO,,Trabd2b,10002934214,1
518776.Zfp251,blue,islet,0.220840376,NO,,Zfp251,518776,1
10004037688.Tmem219,blue,islet,0.220253622,NO,,Tmem219,10004037688,1
10002899245.Lrrc59,blue,islet,0.219859949,NO,,Lrrc59,10002899245,1
10002913474.Syndig1l,blue,islet,0.218755008,NO,,Syndig1l,10002913474,1
10002939235.Faxc,blue,islet,0.218480355,NO,,Faxc,10002939235,1
10004033719.Fam172a,blue,islet,0.217408447,NO,,Fam172a,10004033719,1
516508.1700102P08Rik,blue,islet,0.216355283,NO,,1700102P08Rik,516508,1
10004035377.Homer1,blue,islet,0.215603158,NO,,Homer1,10004035377,1
10002901161.Bmt2,blue,islet,0.215187077,NO,,Bmt2,10002901161,1
498003.Tnfrsf11a,blue,islet,0.214509582,NO,,Tnfrsf11a,498003,1
510782.Cnn2,blue,islet,0.212380114,NO,,Cnn2,510782,1
10002943988.Gm49340,blue,islet,0.211545953,NO,,Gm49340,10002943988,1
506600.Cap2,blue,islet,0.211383253,NO,,Cap2,506600,1
10002913394.Gm9403,blue,islet,0.210364237,NO,,Gm9403,10002913394,1
519433.Fam83g,blue,islet,0.209467245,NO,,Fam83g,519433,1
1380728.Trdmt1,blue,islet,0.208902749,NO,,Trdmt1,1380728,1
10004035982.Lins1,blue,islet,0.208842871,NO,,Lins1,10004035982,1
505767.Idh3b,blue,islet,0.208224898,NO,,Idh3b,505767,1
518333.Twf2,blue,islet,0.206365201,NO,,Twf2,518333,1
505681.Gm12538,blue,islet,0.20511484,NO,,Gm12538,505681,1
505919.Ppp1r12a,blue,islet,0.204032214,NO,,Ppp1r12a,505919,1
502096.Ddx19b,blue,islet,0.200855634,NO,,Ddx19b,502096,1
498712.Dnpep,blue,islet,0.199539833,NO,,Dnpep,498712,1
10003117311.Trmt61a,blue,islet,0.196425589,NO,,Trmt61a,10003117311,1
10002912516.Plcb1,blue,islet,0.194718946,NO,,Plcb1,10002912516,1
10002910695.Gm9614,blue,islet,0.191797898,NO,,Gm9614,10002910695,1
504831.Tab3,blue,islet,0.191196701,NO,,Tab3,504831,1
508164.Dnajc14,blue,islet,0.190013135,NO,,Dnajc14,508164,1
10004036431.Cavin3,blue,islet,0.188148035,NO,,Cavin3,10004036431,1
10002902293.Cdc37,blue,islet,0.187419953,NO,,Cdc37,10002902293,1
10002906333.Trip10,blue,islet,0.183969515,NO,,Trip10,10002906333,1
10004035621.Rpgrip1l,blue,islet,0.1820498,NO,,Rpgrip1l,10004035621,1
503473.S100a6,blue,islet,0.180328798,NO,,S100a6,503473,1
10002678732.Sema3b,blue,islet,0.174584142,NO,,Sema3b,10002678732,1
519281.Foxa2,blue,islet,0.174517137,NO,,Foxa2,519281,1
10002918456.Cdk12,blue,islet,0.173155598,NO,,Cdk12,10002918456,1
517635.Tmem87b,blue,islet,0.17107108,NO,,Tmem87b,517635,1
10004036096.2610001J05Rik,blue,islet,0.163549564,NO,,2610001J05Rik,10004036096,1
502718.Zfp92,blue,islet,0.162165374,NO,,Zfp92,502718,1
516159.Crip2,blue,islet,0.161995614,NO,,Crip2,516159,1
10002909589.Olfml2a,blue,islet,0.158715282,NO,,Olfml2a,10002909589,1
10002907330.Cul4b,blue,islet,0.157745985,NO,,Cul4b,10002907330,1
10002943857.Creb5,blue,islet,0.154884351,NO,,Creb5,10002943857,1
500898.Aprt,blue,islet,0.154773288,NO,,Aprt,500898,1
10003837509.Smad2,blue,islet,0.147929991,NO,,Smad2,10003837509,1
507109.Usp38,blue,islet,0.14700122,NO,,Usp38,507109,1
10004037791.Zfp78,blue,islet,0.145059338,NO,,Zfp78,10004037791,1
514721.Cd93,blue,islet,0.144081751,NO,,Cd93,514721,1
10002910130.Ipo5,blue,islet,0.13908017,NO,,Ipo5,10002910130,1
10002943937.Zkscan4,blue,islet,0.137468076,NO,,Zkscan4,10002943937,1
498053.Sobp,blue,islet,0.137339568,NO,,Sobp,498053,1
10002904537.Krt7,blue,islet,0.136578232,NO,,Krt7,10002904537,1
10004037061.Pwwp3a,blue,islet,0.136530105,NO,,Pwwp3a,10004037061,1
10002904178.Prkar1a,blue,islet,0.135432767,NO,,Prkar1a,10002904178,1
515792.N4bp2l2,blue,islet,0.129395124,NO,,N4bp2l2,515792,1
514423.Fam184a,blue,islet,0.126342044,NO,,Fam184a,514423,1
499233.Nbea,blue,islet,0.12594132,NO,,Nbea,499233,1
10002898893.Gramd1b,blue,islet,0.122445424,NO,,Gramd1b,10002898893,1
509274.Rab33a,blue,islet,0.121872486,NO,,Rab33a,509274,1
10004033726.Acadsb,blue,islet,0.119797076,NO,,Acadsb,10004033726,1
10002898508.Tbc1d1,blue,islet,0.119126337,NO,,Tbc1d1,10002898508,1
509573.Tmem178b,blue,islet,0.118387487,NO,,Tmem178b,509573,1
10002945762.Lair1,blue,islet,0.117350938,NO,,Lair1,10002945762,1
10004038136.4930599N23Rik,blue,islet,0.116711943,NO,,4930599N23Rik,10004038136,1
515153.Dnajc10,blue,islet,0.112188076,NO,,Dnajc10,515153,1
10002678355.Id3,blue,islet,0.105315916,NO,,Id3,10002678355,1
10003838679.2810454H06Rik,blue,islet,0.09585351,NO,,2810454H06Rik,10003838679,1
518511.9130230N09Rik,blue,islet,0.076412121,NO,,9130230N09Rik,518511,1
504023.Ccny,blue,islet,0.075365444,NO,,Ccny,504023,1
503662.Mrpl4,blue,islet,0.062098769,NO,,Mrpl4,503662,1
10002909979.Gm44634,blue,islet,0.061088743,NO,,Gm44634,10002909979,1
509523.Ikbkg,blue,islet,0.05511209,NO,,Ikbkg,509523,1
517770.Adnp,blue,islet,0.054096916,NO,,Adnp,517770,1
505156.Zfp40,blue,islet,0.045462147,NO,,Zfp40,505156,1
502327.Gm10413,blue,islet,0.035988938,NO,,Gm10413,502327,1
10002914484.Nol11,blue,islet,0.021604329,NO,,Nol11,10002914484,1
515723.Cpne1,blue,islet,0.004256064,NO,,Cpne1,515723,1
516507.Ptpn20,blue,islet,0.001223046,NO,,Ptpn20,516507,1
500294.Lin7c,blue,islet,-0.002402175,NO,,Lin7c,500294,1
10003838007.Gm5112,blue,islet,-0.003200698,NO,,Gm5112,10003838007,1
516022.Pdzk1ip1,blue,islet,-0.00818109,NO,,Pdzk1ip1,516022,1
10004037923.Tdrd3,blue,islet,-0.017242287,NO,,Tdrd3,10004037923,1
10002904161.Depdc7,blue,islet,-0.023912328,NO,,Depdc7,10002904161,1
10003837163.Atf1-ps,blue,islet,-0.049865461,NO,,Atf1-ps,10003837163,1
498267.Atf1,blue,islet,-0.073877962,NO,,Atf1,498267,1
516340.Alkbh8,blue,islet,-0.082019848,NO,,Alkbh8,516340,1
10003843039.Eml4,brown,islet,0.944664671,NO,,Eml4,10003843039,1
10004034575.Arf3,brown,islet,0.92469347,NO,,Arf3,10004034575,1
10003117215.N4bp2l2,brown,islet,0.924487696,NO,,N4bp2l2,10003117215,1
514418.Brd8,brown,islet,0.922075933,NO,,Brd8,514418,1
10002678727.Polb,brown,islet,0.920490712,NO,,Polb,10002678727,1
518589.Fbxo11,brown,islet,0.918456807,NO,,Fbxo11,518589,1
10003845332.Rab14,brown,islet,0.91816792,NO,,Rab14,10003845332,1
507142.Kcmf1,brown,islet,0.916484023,NO,,Kcmf1,507142,1
1374379.Huwe1,brown,islet,0.916159857,NO,,Huwe1,1374379,1
501163.Lias,brown,islet,0.91339241,NO,,Lias,501163,1
501148.Fryl,brown,islet,0.912335196,NO,,Fryl,501148,1
10004036406.Papola,brown,islet,0.912011882,NO,,Papola,10004036406,1
505794.Kansl3,brown,islet,0.910731214,NO,,Kansl3,505794,1
10003840500.Exoc5,brown,islet,0.909052974,NO,,Exoc5,10003840500,1
10003844533.Nktr,brown,islet,0.907073238,NO,,Nktr,10003844533,1
10002902463.Pds5a,brown,islet,0.906974088,NO,,Pds5a,10002902463,1
10003115050.Gm9071,brown,islet,0.905688279,NO,,Gm9071,10003115050,1
505513.Tra2a,brown,islet,0.903544485,NO,,Tra2a,505513,1
10003838026.Ppp1cb,brown,islet,0.903031324,NO,,Ppp1cb,10003838026,1
507698.Zzef1,brown,islet,0.902784116,NO,,Zzef1,507698,1
10003838497.B830012L14Rik,brown,islet,0.899068646,NO,,B830012L14Rik,10003838497,1
10003844731.Tab2,brown,islet,0.89869618,NO,,Tab2,10003844731,1
498426.Mbnl2,brown,islet,0.896348443,NO,,Mbnl2,498426,1
10003839636.Mtdh,brown,islet,0.895005235,NO,,Mtdh,10003839636,1
513466.Rbm26,brown,islet,0.894570441,NO,,Rbm26,513466,1
10003844626.Arih2,brown,islet,0.894322853,NO,,Arih2,10003844626,1
10003843859.Stx5a,brown,islet,0.894050795,NO,,Stx5a,10003843859,1
515265.Hnrnph3,brown,islet,0.892185778,NO,,Hnrnph3,515265,1
10003839331.Klhl22,brown,islet,0.892074151,NO,,Klhl22,10003839331,1
10003840184.Mecp2,brown,islet,0.891666525,NO,,Mecp2,10003840184,1
10003844532.Qrich1,brown,islet,0.890812615,NO,,Qrich1,10003844532,1
519468.Cpsf7,brown,islet,0.890599426,NO,,Cpsf7,519468,1
10003839721.Srp54c,brown,islet,0.890557472,NO,,Srp54c,10003839721,1
507660.Ano6,brown,islet,0.889254397,NO,,Ano6,507660,1
498446.Ptp4a2,brown,islet,0.888921098,NO,,Ptp4a2,498446,1
1367694.Baz2b,brown,islet,0.888684321,NO,,Baz2b,1367694,1
507574.Thap3,brown,islet,0.888322324,NO,,Thap3,507574,1
508525.Polb,brown,islet,0.887667932,NO,,Polb,508525,1
10003845321.Arfgef2,brown,islet,0.887492258,NO,,Arfgef2,10003845321,1
511175.Supt6,brown,islet,0.886415585,NO,,Supt6,511175,1
519649.Arfgap3,brown,islet,0.885921445,NO,,Arfgap3,519649,1
10002899581.Thrap3,brown,islet,0.8845618,NO,,Thrap3,10002899581,1
10003842066.Brd4,brown,islet,0.881909114,NO,,Brd4,10003842066,1
10003841967.Gnaq,brown,islet,0.881563192,NO,,Gnaq,10003841967,1
512361.Ube2b,brown,islet,0.881471186,NO,,Ube2b,512361,1
10003846028.Csnk1g3,brown,islet,0.880986064,NO,,Csnk1g3,10003846028,1
10003844889.Nav2,brown,islet,0.880627525,NO,,Nav2,10003844889,1
517944.Ttc3,brown,islet,0.880500248,NO,,Ttc3,517944,1
10003844677.Sorbs2,brown,islet,0.878904305,NO,,Sorbs2,10003844677,1
10003844323.Ppp2r5e,brown,islet,0.878760072,NO,,Ppp2r5e,10003844323,1
512124.Aatf,brown,islet,0.878625424,NO,,Aatf,512124,1
10003844560.Unk,brown,islet,0.878615763,NO,,Unk,10003844560,1
519600.Arhgef5,brown,islet,0.878384271,NO,,Arhgef5,519600,1
498456.Nampt,brown,islet,0.876293493,NO,,Nampt,498456,1
10003844991.Taf1d,brown,islet,0.876092675,NO,,Taf1d,10003844991,1
10004034942.Mtss1,brown,islet,0.87568844,NO,,Mtss1,10004034942,1
10003838301.Sec16a,brown,islet,0.874491682,NO,,Sec16a,10003838301,1
515940.Dcaf8,brown,islet,0.874246118,NO,,Dcaf8,515940,1
10003838306.Fndc3b,brown,islet,0.874075612,NO,,Fndc3b,10003838306,1
10004033331.Top1,brown,islet,0.873274184,NO,,Top1,10004033331,1
10003837925.Gm45231,brown,islet,0.872382947,NO,,Gm45231,10003837925,1
514548.Abcd3,brown,islet,0.871743278,NO,,Abcd3,514548,1
10003841624.Ptbp2,brown,islet,0.871490855,NO,,Ptbp2,10003841624,1
514103.Fkbp15,brown,islet,0.871086341,NO,,Fkbp15,514103,1
10003838185.Kif1b,brown,islet,0.870470183,NO,,Kif1b,10003838185,1
10003839897.Stx16,brown,islet,0.870059747,NO,,Stx16,10003839897,1
499885.Rnf14,brown,islet,0.869831424,NO,,Rnf14,499885,1
516982.Gm9071,brown,islet,0.869763701,NO,,Gm9071,516982,1
510315.Cspp1,brown,islet,0.86865224,NO,,Cspp1,510315,1
10003843814.Zfr,brown,islet,0.868639165,NO,,Zfr,10003843814,1
504729.Ankrd10,brown,islet,0.868269119,NO,,Ankrd10,504729,1
515255.Ttc19,brown,islet,0.867756941,NO,,Ttc19,515255,1
503555.Cfp,brown,islet,0.867297223,NO,,Cfp,503555,1
10002172785.Gabbr1,brown,islet,0.866128403,NO,,Gabbr1,10002172785,1
10003843516.P4hb,brown,islet,0.865979186,NO,,P4hb,10003843516,1
10003838160.Rab2a,brown,islet,0.865846962,NO,,Rab2a,10003838160,1
509951.Tasor2,brown,islet,0.864294394,NO,,Tasor2,509951,1
10003840021.Zfp952,brown,islet,0.863065701,NO,,Zfp952,10003840021,1
10003845024.Ubn2,brown,islet,0.862856994,NO,,Ubn2,10003845024,1
502692.Ccnt2,brown,islet,0.861726966,NO,,Ccnt2,502692,1
10003117326.Gm9071,brown,islet,0.860792863,NO,,Gm9071,10003117326,1
503596.Dgkh,brown,islet,0.858431923,NO,,Dgkh,503596,1
1373548.Dut,brown,islet,0.85795386,NO,,Dut,1373548,1
10004033612.Luc7l2,brown,islet,0.857187777,NO,,Luc7l2,10004033612,1
10004037536.Zranb1,brown,islet,0.853934724,NO,,Zranb1,10004037536,1
507064.Tubgcp4,brown,islet,0.85372608,NO,,Tubgcp4,507064,1
10002897838.Leng8,brown,islet,0.852809687,NO,,Leng8,10002897838,1
497684.BC002059,brown,islet,0.852792922,NO,,BC002059,497684,1
10003844541.Sesn3,brown,islet,0.85209529,NO,,Sesn3,10003844541,1
10003837585.Ptprs,brown,islet,0.851791368,NO,,Ptprs,10003837585,1
512565.Rbfox2,brown,islet,0.850705066,NO,,Rbfox2,512565,1
10003837564.Scaf4,brown,islet,0.850580233,NO,,Scaf4,10003837564,1
10003844732.Zfc3h1,brown,islet,0.850233443,NO,,Zfc3h1,10003844732,1
10004037836.Snrnp70,brown,islet,0.850130128,NO,,Snrnp70,10004037836,1
10002678416.Ucn2,brown,islet,0.849425993,NO,,Ucn2,10002678416,1
10003844163.C2cd2,brown,islet,0.84855339,NO,,C2cd2,10003844163,1
509752.Map1b,brown,islet,0.847195478,NO,,Map1b,509752,1
10003839317.Phf21a,brown,islet,0.846999995,NO,,Phf21a,10003839317,1
10003843235.Atp2a2,brown,islet,0.846335479,NO,,Atp2a2,10003843235,1
10003839611.Tcf4,brown,islet,0.846176667,NO,,Tcf4,10003839611,1
511669.Mapk10,brown,islet,0.84532035,NO,,Mapk10,511669,1
503593.Cwc15,brown,islet,0.845280517,NO,,Cwc15,503593,1
10003839103.Nup107,brown,islet,0.844602231,NO,,Nup107,10003839103,1
508680.Trabd,brown,islet,0.844582355,NO,,Trabd,508680,1
498736.Tanc2,brown,islet,0.842473901,NO,,Tanc2,498736,1
10004035138.Actl6a,brown,islet,0.842227463,NO,,Actl6a,10004035138,1
10002945645.Strbp,brown,islet,0.841803669,NO,,Strbp,10002945645,1
