Accession,module,tissue_origin,kME_module,multiple_tissues,transcript,gene_symbol,entrez_ID,numb_tissues
10002908755.Clstn3,blue,islet,0.69051408,NO,,Clstn3,10002908755,1
503225.Neo1,blue,islet,0.690285521,NO,,Neo1,503225,1
10002905270.Gpatch8,blue,islet,0.690165094,NO,,Gpatch8,10002905270,1
10002906986.Eif4ebp3,blue,islet,0.68984518,NO,,Eif4ebp3,10002906986,1
506857.Cluh,blue,islet,0.68971842,NO,,Cluh,506857,1
498257.Tln1,blue,islet,0.68971635,NO,,Tln1,498257,1
519213.Numbl,blue,islet,0.689690325,NO,,Numbl,519213,1
1010633.Ptprs,blue,islet,0.689171349,NO,,Ptprs,1010633,1
10002917343.Ankrd11,blue,islet,0.6885376,NO,,Ankrd11,10002917343,1
10002896770.Fyco1,blue,islet,0.68730135,NO,,Fyco1,10002896770,1
10002916663.Bms1,blue,islet,0.687204936,NO,,Bms1,10002916663,1
10002903099.Krba1,blue,islet,0.687085472,NO,,Krba1,10002903099,1
10003115956.Ppp1r9a,blue,islet,0.686787466,NO,,Ppp1r9a,10003115956,1
10002919556.Trim8,blue,islet,0.686691972,NO,,Trim8,10002919556,1
10004035052.Tcf3,blue,islet,0.686599502,NO,,Tcf3,10004035052,1
10002912262.Dgkh,blue,islet,0.685485343,NO,,Dgkh,10002912262,1
10003837529.Nhlrc2,blue,islet,0.685330614,NO,,Nhlrc2,10003837529,1
10002910061.Pan3,blue,islet,0.684909251,NO,,Pan3,10002910061,1
10002905996.Trak1,blue,islet,0.683422629,NO,,Trak1,10002905996,1
10002930111.Cmtm4,blue,islet,0.682900026,NO,,Cmtm4,10002930111,1
519897.Spen,blue,islet,0.682095445,NO,,Spen,519897,1
1011152.Abl1,blue,islet,0.681807324,NO,,Abl1,1011152,1
10002905353.Trim46,blue,islet,0.681667739,NO,,Trim46,10002905353,1
507758.Med24,blue,islet,0.680884509,NO,,Med24,507758,1
10002902513.Dnm2,blue,islet,0.680592977,NO,,Dnm2,10002902513,1
10003117246.Spred3,blue,islet,0.68053404,NO,,Spred3,10003117246,1
499283.Ercc5,blue,islet,0.68027257,NO,,Ercc5,499283,1
512085.Thbs3,blue,islet,0.679987157,NO,,Thbs3,512085,1
510017.Gon4l,blue,islet,0.679966211,NO,,Gon4l,510017,1
501558.Zbtb4,blue,islet,0.679925907,NO,,Zbtb4,501558,1
517427.Qrich1,blue,islet,0.67991715,NO,,Qrich1,517427,1
10004035687.Phactr4,blue,islet,0.679912406,NO,,Phactr4,10004035687,1
10003840496.Atg2b,blue,islet,0.679781803,NO,,Atg2b,10003840496,1
498433.Ptpru,blue,islet,0.679141402,NO,,Ptpru,498433,1
10002896371.Fry,blue,islet,0.679055149,NO,,Fry,10002896371,1
10002904687.Gm8514,blue,islet,0.678930032,NO,,Gm8514,10002904687,1
10004033529.Mgrn1,blue,islet,0.678897189,NO,,Mgrn1,10004033529,1
10002913627.Ints1,blue,islet,0.678844089,NO,,Ints1,10002913627,1
10002915740.Slx4,blue,islet,0.678445253,NO,,Slx4,10002915740,1
505245.Rgl2,blue,islet,0.678073665,NO,,Rgl2,505245,1
10002908447.Atp8b2,blue,islet,0.678013734,NO,,Atp8b2,10002908447,1
10002927375.Ubxn7,blue,islet,0.677906057,NO,,Ubxn7,10002927375,1
507305.Setdb1,blue,islet,0.677472098,NO,,Setdb1,507305,1
10002908631.Gon4l,blue,islet,0.677410887,NO,,Gon4l,10002908631,1
10002678569.Grina,blue,islet,0.677142586,NO,,Grina,10002678569,1
499542.Daxx,blue,islet,0.676183227,NO,,Daxx,499542,1
10002935943.Cbl,blue,islet,0.675801453,NO,,Cbl,10002935943,1
10002896060.Mapkapk2,blue,islet,0.675747296,NO,,Mapkapk2,10002896060,1
10002906883.Ciz1,blue,islet,0.675573046,NO,,Ciz1,10002906883,1
10004036695.Zhx3,blue,islet,0.674904369,NO,,Zhx3,10004036695,1
10002898577.Igsf1,blue,islet,0.674734099,NO,,Igsf1,10002898577,1
504172.Fbxo31,blue,islet,0.674488291,NO,,Fbxo31,504172,1
1364306.Lamc1,blue,islet,0.674366518,NO,,Lamc1,1364306,1
10004038429.Ppp1r13b,blue,islet,0.674256941,NO,,Ppp1r13b,10004038429,1
514510.Bcl9l,blue,islet,0.673928385,NO,,Bcl9l,514510,1
505418.Slc39a9,blue,islet,0.673539459,NO,,Slc39a9,505418,1
10002936894.Fbxl16,blue,islet,0.673392442,NO,,Fbxl16,10002936894,1
10004036375.Tial1,blue,islet,0.673360371,NO,,Tial1,10004036375,1
497650.Usp5,blue,islet,0.673187888,NO,,Usp5,497650,1
10003116314.Helz,blue,islet,0.672881424,NO,,Helz,10003116314,1
10002935685.Mapre3,blue,islet,0.672874586,NO,,Mapre3,10002935685,1
1476705.Ylpm1,blue,islet,0.672151417,NO,,Ylpm1,1476705,1
501420.Cd47,blue,islet,0.67208243,NO,,Cd47,501420,1
505153.Unc5b,blue,islet,0.67181463,NO,,Unc5b,505153,1
506791.Numb,blue,islet,0.671746993,NO,,Numb,506791,1
10002913514.Supt16,blue,islet,0.671549045,NO,,Supt16,10002913514,1
517641.Kcnd1,blue,islet,0.671358363,NO,,Kcnd1,517641,1
502714.Zhx3,blue,islet,0.671263524,NO,,Zhx3,502714,1
513128.Plcb3,blue,islet,0.671244013,NO,,Plcb3,513128,1
500817.Slc29a1,blue,islet,0.671006764,NO,,Slc29a1,500817,1
512525.Jag1,blue,islet,0.670997632,NO,,Jag1,512525,1
10002933622.Etl4,blue,islet,0.670488883,NO,,Etl4,10002933622,1
10004033143.Mboat7,blue,islet,0.670203935,NO,,Mboat7,10004033143,1
515023.Casc3,blue,islet,0.669363337,NO,,Casc3,515023,1
10004847482.Tmem259,blue,islet,0.669162125,NO,,Tmem259,10004847482,1
500478.Limk2,blue,islet,0.66842751,NO,,Limk2,500478,1
518093.Senp6,blue,islet,0.668099855,NO,,Senp6,518093,1
505173.Secisbp2l,blue,islet,0.668043845,NO,,Secisbp2l,505173,1
10004034500.Fry,blue,islet,0.667910649,NO,,Fry,10004034500,1
10002909049.Tmem184b,blue,islet,0.667087504,NO,,Tmem184b,10002909049,1
10002902440.Atp1a1,blue,islet,0.667002091,NO,,Atp1a1,10002902440,1
10002902083.Cep170,blue,islet,0.666839719,NO,,Cep170,10002902083,1
10002902149.Msh2,blue,islet,0.66670869,NO,,Msh2,10002902149,1
10004034892.Syde1,blue,islet,0.666529116,NO,,Syde1,10004034892,1
10002900713.Sart3,blue,islet,0.665571762,NO,,Sart3,10002900713,1
10002913538.Tmem131l,blue,islet,0.665493639,NO,,Tmem131l,10002913538,1
10002932067.Gm24075,blue,islet,0.665027649,NO,,Gm24075,10002932067,1
10004037715.Bcl9,blue,islet,0.664752766,NO,,Bcl9,10004037715,1
501991.Xpo5,blue,islet,0.66414162,NO,,Xpo5,501991,1
10002907590.Clasp1,blue,islet,0.664126156,NO,,Clasp1,10002907590,1
10002900734.Kmt2a,blue,islet,0.663969482,NO,,Kmt2a,10002900734,1
518772.Tmem131,blue,islet,0.663520352,NO,,Tmem131,518772,1
10002901591.Tns2,blue,islet,0.663426388,NO,,Tns2,10002901591,1
10002897747.Kctd10,blue,islet,0.663170867,NO,,Kctd10,10002897747,1
515432.Mib2,blue,islet,0.662865531,NO,,Mib2,515432,1
508489.Tmem259,blue,islet,0.662701244,NO,,Tmem259,508489,1
10002678794.Plekhh3,blue,islet,0.662589125,NO,,Plekhh3,10002678794,1
10004037195.Gm42715,blue,islet,0.662588531,NO,,Gm42715,10004037195,1
10002896642.Amigo1,blue,islet,0.662428305,NO,,Amigo1,10002896642,1
10004036809.Ehmt1,blue,islet,0.662357426,NO,,Ehmt1,10004036809,1
511913.Farp1,blue,islet,0.66218276,NO,,Farp1,511913,1
10002908730.Sptan1,blue,islet,0.661896331,NO,,Sptan1,10002908730,1
10002897311.Dapk1,blue,islet,0.661627444,NO,,Dapk1,10002897311,1
10004034087.Zfp142,blue,islet,0.660930287,NO,,Zfp142,10004034087,1
10002902612.Dcaf5,blue,islet,0.660827033,NO,,Dcaf5,10002902612,1
507456.Kansl2-ps,blue,islet,0.660663268,NO,,Kansl2-ps,507456,1
517950.Gpat4,blue,islet,0.660623445,NO,,Gpat4,517950,1
497803.St14,blue,islet,0.660468178,NO,,St14,497803,1
501784.Eftud2,blue,islet,0.660275511,NO,,Eftud2,501784,1
506262.Clip2,blue,islet,0.660250109,NO,,Clip2,506262,1
10004037253.Hmgxb3,blue,islet,0.659988665,NO,,Hmgxb3,10004037253,1
518179.Smc1a,blue,islet,0.659029303,NO,,Smc1a,518179,1
499724.Taf8,blue,islet,0.659004917,NO,,Taf8,499724,1
10004036014.Zmym4,blue,islet,0.65894169,NO,,Zmym4,10004036014,1
519652.Lmnb2,blue,islet,0.658584034,NO,,Lmnb2,519652,1
511146.Mcmbp,blue,islet,0.658580295,NO,,Mcmbp,511146,1
10003839764.Tfdp2,blue,islet,0.658268847,NO,,Tfdp2,10003839764,1
10002900878.Nup155,blue,islet,0.658079458,NO,,Nup155,10002900878,1
10002900902.Phf21a,blue,islet,0.657337858,NO,,Phf21a,10002900902,1
509191.Slc2a9,blue,islet,0.657228164,NO,,Slc2a9,509191,1
10002906998.Phf8,blue,islet,0.656991108,NO,,Phf8,10002906998,1
505324.Chrnb2,blue,islet,0.65690908,NO,,Chrnb2,505324,1
501267.Ago2,blue,islet,0.656764015,NO,,Ago2,501267,1
515982.Txlna,blue,islet,0.656708449,NO,,Txlna,515982,1
518239.Polr1b,blue,islet,0.65636721,NO,,Polr1b,518239,1
10002909325.Trim33,blue,islet,0.656068696,NO,,Trim33,10002909325,1
10002904668.Rnf213,blue,islet,0.655978364,NO,,Rnf213,10002904668,1
500071.Ttyh3,blue,islet,0.655893204,NO,,Ttyh3,500071,1
10002917505.Zswim9,blue,islet,0.655886068,NO,,Zswim9,10002917505,1
10002917105.Nsd2,blue,islet,0.655831978,NO,,Nsd2,10002917105,1
10002906726.Ipo13,blue,islet,0.655266156,NO,,Ipo13,10002906726,1
499970.Zfp318,blue,islet,0.655158011,NO,,Zfp318,499970,1
10004033200.Brd3,blue,islet,0.655133556,NO,,Brd3,10004033200,1
10002907556.Prrc2b,blue,islet,0.65499315,NO,,Prrc2b,10002907556,1
509554.Wnk4,blue,islet,0.654861085,NO,,Wnk4,509554,1
515726.Pdxk,blue,islet,0.654855609,NO,,Pdxk,515726,1
508317.Fbxo21,blue,islet,0.654712436,NO,,Fbxo21,508317,1
518348.Aldh16a1,blue,islet,0.654405047,NO,,Aldh16a1,518348,1
515094.Abca8b,blue,islet,0.654109026,NO,,Abca8b,515094,1
10002899342.Erc1,blue,islet,0.654018706,NO,,Erc1,10002899342,1
509282.Sipa1l3,blue,islet,0.65364333,NO,,Sipa1l3,509282,1
505777.Mta2,blue,islet,0.652577954,NO,,Mta2,505777,1
516949.Mbtps1,blue,islet,0.652505938,NO,,Mbtps1,516949,1
500242.Amotl1,blue,islet,0.652275629,NO,,Amotl1,500242,1
10002901636.Fbxl19,blue,islet,0.652142933,NO,,Fbxl19,10002901636,1
10004037559.Cbarp,blue,islet,0.652141246,NO,,Cbarp,10004037559,1
10002904661.Rab35,blue,islet,0.651852524,NO,,Rab35,10002904661,1
10002911419.Dtx3l,blue,islet,0.651842491,NO,,Dtx3l,10002911419,1
508373.Ip6k1,blue,islet,0.65113537,NO,,Ip6k1,508373,1
504769.Srrt,blue,islet,0.651027896,NO,,Srrt,504769,1
10002915133.D10Wsu102e,blue,islet,0.65082435,NO,,D10Wsu102e,10002915133,1
10004036428.Usp7,blue,islet,0.650524587,NO,,Usp7,10004036428,1
517028.Rgl3,blue,islet,0.650443739,NO,,Rgl3,517028,1
498626.Whrn,blue,islet,0.650352239,NO,,Whrn,498626,1
505263.Pip5k1a,blue,islet,0.64995731,NO,,Pip5k1a,505263,1
10004033385.Pacs2,blue,islet,0.649497412,NO,,Pacs2,10004033385,1
10003114323.Aldh5a1,blue,islet,0.649469057,NO,,Aldh5a1,10003114323,1
10004036019.Sppl3,blue,islet,0.64940095,NO,,Sppl3,10004036019,1
10002905605.Usp32,blue,islet,0.649189556,NO,,Usp32,10002905605,1
10002905271.Prr3,blue,islet,0.649177727,NO,,Prr3,10002905271,1
505592.Otud7b,blue,islet,0.648957936,NO,,Otud7b,505592,1
507029.Ap1b1,blue,islet,0.648930221,NO,,Ap1b1,507029,1
500039.Pitpnm2,blue,islet,0.648903377,NO,,Pitpnm2,500039,1
10002918538.Ptpn21,blue,islet,0.648884022,NO,,Ptpn21,10002918538,1
499999.Adam15,blue,islet,0.64837237,NO,,Adam15,499999,1
504318.Pou6f1,blue,islet,0.648326304,NO,,Pou6f1,504318,1
499755.Mfsd12,blue,islet,0.648016009,NO,,Mfsd12,499755,1
512402.Fam117b,blue,islet,0.647988895,NO,,Fam117b,512402,1
10002906304.Sbf2,blue,islet,0.647771202,NO,,Sbf2,10002906304,1
10004033571.Cnot4,blue,islet,0.647676296,NO,,Cnot4,10004033571,1
10002898601.Lamb2,blue,islet,0.647222076,NO,,Lamb2,10002898601,1
1014013.Stat5a,blue,islet,0.646349925,NO,,Stat5a,1014013,1
517296.Usp34,blue,islet,0.646322237,NO,,Usp34,517296,1
504973.Mgat5,blue,islet,0.645496246,NO,,Mgat5,504973,1
502130.Arhgef7,blue,islet,0.644863475,NO,,Arhgef7,502130,1
10004038006.Syde1,blue,islet,0.644302635,NO,,Syde1,10004038006,1
519415.Actn4,blue,islet,0.644182263,NO,,Actn4,519415,1
10002904471.Wdr19,blue,islet,0.643606426,NO,,Wdr19,10002904471,1
10002916340.Heatr1,blue,islet,0.64307176,NO,,Heatr1,10002916340,1
10002903715.Slc41a1,blue,islet,0.642228895,NO,,Slc41a1,10002903715,1
10002908763.Myh10,blue,islet,0.642153756,NO,,Myh10,10002908763,1
10002922106.Sez6l,blue,islet,0.641995955,NO,,Sez6l,10002922106,1
515802.Aldh5a1,blue,islet,0.641982784,NO,,Aldh5a1,515802,1
10002917706.Dst,blue,islet,0.641953341,NO,,Dst,10002917706,1
10002919449.Ppp1r12c,blue,islet,0.641787433,NO,,Ppp1r12c,10002919449,1
10002911082.Rps6kc1,blue,islet,0.641648926,NO,,Rps6kc1,10002911082,1
592771.Nedd4l,blue,islet,0.64161293,NO,,Nedd4l,592771,1
504716.Ncaph2,blue,islet,0.641559736,NO,,Ncaph2,504716,1
517652.Usp36,blue,islet,0.641229957,NO,,Usp36,517652,1
502691.Pde8a,blue,islet,0.641109524,NO,,Pde8a,502691,1
10002678705.Itpr3,blue,islet,0.641024734,NO,,Itpr3,10002678705,1
10002933049.Szrd1,blue,islet,0.640963524,NO,,Szrd1,10002933049,1
505498.Ltbr,blue,islet,0.640706356,NO,,Ltbr,505498,1
10002899591.Brd3,blue,islet,0.640399589,NO,,Brd3,10002899591,1
1480329.Dnmt1,blue,islet,0.640378626,NO,,Dnmt1,1480329,1
10002903674.Fam189b,blue,islet,0.640121918,NO,,Fam189b,10002903674,1
1014097.Rbbp6,blue,islet,0.639794797,NO,,Rbbp6,1014097,1
504778.Flna,blue,islet,0.639745789,NO,,Flna,504778,1
10002916047.Tmem259,blue,islet,0.63938061,NO,,Tmem259,10002916047,1
10002946320.Myo5b,blue,islet,0.639262454,NO,,Myo5b,10002946320,1
10002903050.Setd2,blue,islet,0.639247061,NO,,Setd2,10002903050,1
1489403.Noc2l,blue,islet,0.638957147,NO,,Noc2l,1489403,1
10002899436.Med25,blue,islet,0.638250836,NO,,Med25,10002899436,1
10003836194.Ncbp3,blue,islet,0.63818427,NO,,Ncbp3,10003836194,1
505067.Slc12a9,blue,islet,0.637916129,NO,,Slc12a9,505067,1
512644.Top2b,blue,islet,0.637376516,NO,,Top2b,512644,1
500207.Foxp1,blue,islet,0.637115385,NO,,Foxp1,500207,1
10002946911.Shroom4,blue,islet,0.63701932,NO,,Shroom4,10002946911,1
10002916457.Cdk9,blue,islet,0.637017717,NO,,Cdk9,10002916457,1
10004033133.Washc2,blue,islet,0.636165124,NO,,Washc2,10004033133,1
10004038247.Ino80,blue,islet,0.635802372,NO,,Ino80,10004038247,1
505001.Scaf8,blue,islet,0.635551467,NO,,Scaf8,505001,1
10002921857.Elk4,blue,islet,0.635395347,NO,,Elk4,10002921857,1
503532.Arrb1,blue,islet,0.635321645,NO,,Arrb1,503532,1
516307.Gata2,blue,islet,0.635153895,NO,,Gata2,516307,1
508321.Rtf1,blue,islet,0.6351069,NO,,Rtf1,508321,1
10002901171.Arhgef16,blue,islet,0.635042181,NO,,Arhgef16,10002901171,1
514592.Dab2ip,blue,islet,0.635003913,NO,,Dab2ip,514592,1
10002897545.Ssbp4,blue,islet,0.634877975,NO,,Ssbp4,10002897545,1
10002906239.Mtmr4,blue,islet,0.63458851,NO,,Mtmr4,10002906239,1
10002916993.Usp54,blue,islet,0.634257485,NO,,Usp54,10002916993,1
505878.Riox1,blue,islet,0.634129484,NO,,Riox1,505878,1
10004033583.Atg16l1,blue,islet,0.633056013,NO,,Atg16l1,10004033583,1
508494.Zfp275,blue,islet,0.632964116,NO,,Zfp275,508494,1
10002905595.Trim62,blue,islet,0.632784184,NO,,Trim62,10002905595,1
10004038421.Dis3l2,blue,islet,0.632481047,NO,,Dis3l2,10004038421,1
505488.Gm35912,blue,islet,0.6322752,NO,,Gm35912,505488,1
10004036308.Foxk1,blue,islet,0.631480708,NO,,Foxk1,10004036308,1
503792.Unc13a,blue,islet,0.631389766,NO,,Unc13a,503792,1
10003840097.Tmem231,blue,islet,0.631286743,NO,,Tmem231,10003840097,1
10004035686.Zfp618,blue,islet,0.631127083,NO,,Zfp618,10004035686,1
517921.Epb41l3,blue,islet,0.630864014,NO,,Epb41l3,517921,1
514224.Tesk1,blue,islet,0.630665437,NO,,Tesk1,514224,1
502419.Zfp618,blue,islet,0.630569284,NO,,Zfp618,502419,1
516287.Ercc4,blue,islet,0.630310487,NO,,Ercc4,516287,1
10002901867.Lsg1,blue,islet,0.630302434,NO,,Lsg1,10002901867,1
10002908876.Zkscan1,blue,islet,0.629861696,NO,,Zkscan1,10002908876,1
500323.Nphp4,blue,islet,0.629789489,NO,,Nphp4,500323,1
10002948672.Msn,blue,islet,0.629681634,NO,,Msn,10002948672,1
10002950880.Vps13c,blue,islet,0.62967187,NO,,Vps13c,10002950880,1
510592.Ccnt1,blue,islet,0.629426538,NO,,Ccnt1,510592,1
512926.Kdm4a,blue,islet,0.628391175,NO,,Kdm4a,512926,1
10002914848.Ell,blue,islet,0.6279603,NO,,Ell,10002914848,1
10002915656.Nek1,blue,islet,0.627797337,NO,,Nek1,10002915656,1
10003114699.Lmln,blue,islet,0.626114823,NO,,Lmln,10003114699,1
499864.Tfap4,blue,islet,0.625420957,NO,,Tfap4,499864,1
10004034995.Crtc2,blue,islet,0.625380973,NO,,Crtc2,10004034995,1
10003117763.Ctps2,blue,islet,0.624984019,NO,,Ctps2,10003117763,1
500589.Prpf18,blue,islet,0.62443407,NO,,Prpf18,500589,1
516040.Rab11fip1,blue,islet,0.624307357,NO,,Rab11fip1,516040,1
499395.Zfhx3,blue,islet,0.62390369,NO,,Zfhx3,499395,1
515349.Sh2b1,blue,islet,0.623663131,NO,,Sh2b1,515349,1
10004034244.Cul7,blue,islet,0.62333154,NO,,Cul7,10004034244,1
10002908606.Tmem177,blue,islet,0.622698619,NO,,Tmem177,10002908606,1
517229.Kdm4b,blue,islet,0.622293471,NO,,Kdm4b,517229,1
10004034929.Zfp523,blue,islet,0.622053967,NO,,Zfp523,10004034929,1
10002940827.Mlxip,blue,islet,0.62199971,NO,,Mlxip,10002940827,1
10002911091.Megf8,blue,islet,0.621839125,NO,,Megf8,10002911091,1
517810.Dhx30,blue,islet,0.621838342,NO,,Dhx30,517810,1
10002940975.Slc35d1,blue,islet,0.621520347,NO,,Slc35d1,10002940975,1
503523.Dcp1a,blue,islet,0.620875647,NO,,Dcp1a,503523,1
10002911222.Cep120,blue,islet,0.620837277,NO,,Cep120,10002911222,1
508940.Eda,blue,islet,0.620281262,NO,,Eda,508940,1
498614.Klc2,blue,islet,0.619950317,NO,,Klc2,498614,1
10002906418.Camkk2,blue,islet,0.619915837,NO,,Camkk2,10002906418,1
10002914007.Lmtk2,blue,islet,0.619890543,NO,,Lmtk2,10002914007,1
10002917445.Hectd3,blue,islet,0.619653116,NO,,Hectd3,10002917445,1
10002904191.Kctd7,blue,islet,0.619146862,NO,,Kctd7,10002904191,1
10004036536.Arrb1,blue,islet,0.618872044,NO,,Arrb1,10004036536,1
510473.Ankrd13d,blue,islet,0.618409545,NO,,Ankrd13d,510473,1
10002913713.Stard13,blue,islet,0.618295799,NO,,Stard13,10002913713,1
10003116636.Nipal3,blue,islet,0.618156745,NO,,Nipal3,10003116636,1
10004037943.Tjap1,blue,islet,0.617809844,NO,,Tjap1,10004037943,1
10003837572.Crebbp,blue,islet,0.617625927,NO,,Crebbp,10003837572,1
508511.Tmem39b,blue,islet,0.617415592,NO,,Tmem39b,508511,1
10002899445.AI661453,blue,islet,0.617409792,NO,,AI661453,10002899445,1
10003842728.Klhl15,blue,islet,0.617213208,NO,,Klhl15,10003842728,1
10002918094.Myh9,blue,islet,0.617085384,NO,,Myh9,10002918094,1
10002899717.Osbpl7,blue,islet,0.616886956,NO,,Osbpl7,10002899717,1
10002901433.Ush1c,blue,islet,0.615963406,NO,,Ush1c,10002901433,1
511580.Fbxl17,blue,islet,0.615802658,NO,,Fbxl17,511580,1
10002914419.Lrfn4,blue,islet,0.615566908,NO,,Lrfn4,10002914419,1
10002916046.Dysf,blue,islet,0.615144766,NO,,Dysf,10002916046,1
517040.Arf3,blue,islet,0.615100591,NO,,Arf3,517040,1
10004034996.Foxk1,blue,islet,0.614888981,NO,,Foxk1,10004034996,1
10003842584.Mkln1,blue,islet,0.614706184,NO,,Mkln1,10003842584,1
10002896937.Prr14,blue,islet,0.614496697,NO,,Prr14,10002896937,1
10002905695.Setd1b,blue,islet,0.614416725,NO,,Setd1b,10002905695,1
10002942696.Rbfox2,blue,islet,0.614362165,NO,,Rbfox2,10002942696,1
519033.Parp16,blue,islet,0.614034011,NO,,Parp16,519033,1
10002907446.Fem1c,blue,islet,0.613998801,NO,,Fem1c,10002907446,1
509680.Bak1,blue,islet,0.61381322,NO,,Bak1,509680,1
10002918568.R3hdm1,blue,islet,0.613652862,NO,,R3hdm1,10002918568,1
10003840310.Plekhm3,blue,islet,0.613386662,NO,,Plekhm3,10003840310,1
505480.Tmcc2,blue,islet,0.613111516,NO,,Tmcc2,505480,1
504017.Foxj2,blue,islet,0.613101714,NO,,Foxj2,504017,1
10002899621.Dusp3,blue,islet,0.612939138,NO,,Dusp3,10002899621,1
10002917498.Adgrf5,blue,islet,0.612847696,NO,,Adgrf5,10002917498,1
10002901254.Hsdl1,blue,islet,0.612593007,NO,,Hsdl1,10002901254,1
10004035515.Glod4,blue,islet,0.612436524,NO,,Glod4,10004035515,1
516997.Denn2b,blue,islet,0.611776274,NO,,Denn2b,516997,1
508467.Ctnnd2,blue,islet,0.611748855,NO,,Ctnnd2,508467,1
10002900447.Zc3h7b,blue,islet,0.611394348,NO,,Zc3h7b,10002900447,1
512287.Tulp3,blue,islet,0.611293591,NO,,Tulp3,512287,1
1017869.Itpr2,blue,islet,0.611290734,NO,,Itpr2,1017869,1
10002903464.Eef2,blue,islet,0.611140439,NO,,Eef2,10002903464,1
515260.Ubr4,blue,islet,0.610775376,NO,,Ubr4,515260,1
503132.Apbb2,blue,islet,0.610351097,NO,,Apbb2,503132,1
502799.Fam131a,blue,islet,0.610223977,NO,,Fam131a,502799,1
505854.Eif4enif1,blue,islet,0.610076608,NO,,Eif4enif1,505854,1
514111.Smg8,blue,islet,0.609718305,NO,,Smg8,514111,1
10002940291.Glis3,blue,islet,0.609432619,NO,,Glis3,10002940291,1
10002925410.Ppp1r9b,blue,islet,0.60912391,NO,,Ppp1r9b,10002925410,1
10003843612.Brox,blue,islet,0.609067069,NO,,Brox,10003843612,1
514183.Rnf216,blue,islet,0.60885597,NO,,Rnf216,514183,1
10002912755.H6pd,blue,islet,0.608604699,NO,,H6pd,10002912755,1
10002900806.Sh3bp4,blue,islet,0.608602621,NO,,Sh3bp4,10002900806,1
10002930636.Rims2,blue,islet,0.608502878,NO,,Rims2,10002930636,1
10004036132.Tfcp2,blue,islet,0.608050987,NO,,Tfcp2,10004036132,1
10002900549.Tmem39b,blue,islet,0.607906295,NO,,Tmem39b,10002900549,1
10002913699.Stxbp5,blue,islet,0.60788154,NO,,Stxbp5,10002913699,1
501719.Ptprn,blue,islet,0.607090929,NO,,Ptprn,501719,1
514147.Taf1c,blue,islet,0.606629758,NO,,Taf1c,514147,1
10003845518.Tor1aip1,blue,islet,0.606235266,NO,,Tor1aip1,10003845518,1
510988.Arhgap23,blue,islet,0.605778838,NO,,Arhgap23,510988,1
10002918134.Unc79,blue,islet,0.605632301,NO,,Unc79,10002918134,1
10002914102.Mgat1,blue,islet,0.60560811,NO,,Mgat1,10002914102,1
10002928522.Brpf3,blue,islet,0.605152094,NO,,Brpf3,10002928522,1
505247.Ampd2,blue,islet,0.60514183,NO,,Ampd2,505247,1
10002897146.Phf3,blue,islet,0.605077287,NO,,Phf3,10002897146,1
501905.Ctdnep1,blue,islet,0.6047708,NO,,Ctdnep1,501905,1
10002915660.Fam160a1,blue,islet,0.604423025,NO,,Fam160a1,10002915660,1
10002678285.Slc12a6,blue,islet,0.604123562,NO,,Slc12a6,10002678285,1
10002910085.Lzts2,blue,islet,0.603697974,NO,,Lzts2,10002910085,1
10002938648.Tsc1,blue,islet,0.603646906,NO,,Tsc1,10002938648,1
503960.Tatdn2,blue,islet,0.603628841,NO,,Tatdn2,503960,1
10002906577.Nfrkb,blue,islet,0.603593968,NO,,Nfrkb,10002906577,1
10002911709.Fbxl7,blue,islet,0.603499221,NO,,Fbxl7,10002911709,1
10002899812.Osbp,blue,islet,0.603449717,NO,,Osbp,10002899812,1
10002896101.Simc1,blue,islet,0.603399867,NO,,Simc1,10002896101,1
10002902972.Trappc10,blue,islet,0.603218041,NO,,Trappc10,10002902972,1
10004035921.Thoc5,blue,islet,0.602739202,NO,,Thoc5,10004035921,1
10002920338.Kmt2d,blue,islet,0.602642679,NO,,Kmt2d,10002920338,1
517247.Rps6ka2,blue,islet,0.602406966,NO,,Rps6ka2,517247,1
10002913828.Fam193a,blue,islet,0.602283048,NO,,Fam193a,10002913828,1
10002914560.Hdac11,blue,islet,0.602256072,NO,,Hdac11,10002914560,1
10002897537.Garnl3,blue,islet,0.602034513,NO,,Garnl3,10002897537,1
10004034157.Asxl2,blue,islet,0.60173369,NO,,Asxl2,10004034157,1
501824.Ddi2,blue,islet,0.601600933,NO,,Ddi2,501824,1
10002905149.Sec16a,blue,islet,0.601516469,NO,,Sec16a,10002905149,1
10002918232.Zfyve1,blue,islet,0.601076057,NO,,Zfyve1,10002918232,1
10004033317.Gtf2ird1,blue,islet,0.600788723,NO,,Gtf2ird1,10004033317,1
10002906935.Hectd4,blue,islet,0.600593115,NO,,Hectd4,10002906935,1
10002951630.Lrrc8d,blue,islet,0.600309511,NO,,Lrrc8d,10002951630,1
10002951801.Kcnk12,blue,islet,0.600255821,NO,,Kcnk12,10002951801,1
10004035077.Ubr2,blue,islet,0.599929111,NO,,Ubr2,10004035077,1
10002906762.Tent4a,blue,islet,0.59989731,NO,,Tent4a,10002906762,1
506403.Tep1,blue,islet,0.599807064,NO,,Tep1,506403,1
502955.Hipk3,blue,islet,0.599459144,NO,,Hipk3,502955,1
512419.Sall2,blue,islet,0.599136265,NO,,Sall2,512419,1
504273.Tomm34,blue,islet,0.598768593,NO,,Tomm34,504273,1
10004034488.Erap1,blue,islet,0.598708629,NO,,Erap1,10004034488,1
