,Accession,module,tissue_origin,kME_module,multiple_tissues,gene_symbol,entrez_ID,numb_tissues,Sign
315,10003117211.Nhlrc3,black,gastroc,,NO,Nhlrc3,,1,SIGNED
316,10004038054.Chat,black,gastroc,,NO,Chat,,1,SIGNED
317,10003840540.4732471J01Rik,black,gastroc,,NO,4732471J01Rik,,1,SIGNED
318,10002900973.Srgap3,black,gastroc,,NO,Srgap3,,1,SIGNED
319,10003843530.Gm34388,black,gastroc,,NO,Gm34388,,1,SIGNED
320,10002917691.Spire2,black,gastroc,,NO,Spire2,,1,SIGNED
321,10002943315.Mrps11,black,gastroc,,NO,Mrps11,,1,SIGNED
322,10002935381.Olfr1350,black,gastroc,,NO,Olfr1350,,1,SIGNED
323,10002919274.Smyd5,black,gastroc,,NO,Smyd5,,1,SIGNED
324,10002920257.Blnk,black,gastroc,,NO,Blnk,,1,SIGNED
325,10002678023.Rapgef1,black,gastroc,,NO,Rapgef1,,1,SIGNED
326,510133.Gkn1,black,gastroc,,NO,Gkn1,,1,SIGNED
327,10002914422.Olfr902,black,gastroc,,NO,Olfr902,,1,SIGNED
328,10002951111.Gm15325,black,gastroc,,NO,Gm15325,,1,SIGNED
329,10004033751.Hif1an,black,gastroc,,NO,Hif1an,,1,SIGNED
330,10004037396.Plcd1,black,gastroc,,NO,Plcd1,,1,SIGNED
331,10004034570.Olfr1025-ps1,black,gastroc,,NO,Olfr1025-ps1,,1,SIGNED
332,10002907636.Stpg3,black,gastroc,,NO,Stpg3,,1,SIGNED
333,10004035044.Gm47038,black,gastroc,,NO,Gm47038,,1,SIGNED
334,592697.Gpr182,black,gastroc,,NO,Gpr182,,1,SIGNED
335,505242.Epn3,black,gastroc,,NO,Epn3,,1,SIGNED
336,10002929514.Gm23393,black,gastroc,,NO,Gm23393,,1,SIGNED
337,10003836240.Gm12614,black,gastroc,,NO,Gm12614,,1,SIGNED
338,10002919443.Foxe3,black,gastroc,,NO,Foxe3,,1,SIGNED
339,10003115467.Uqcrh,black,gastroc,,NO,Uqcrh,,1,SIGNED
340,10002910495.Olig2,black,gastroc,,NO,Olig2,,1,SIGNED
341,10003843687.Gm38011,black,gastroc,,NO,Gm38011,,1,SIGNED
342,10002173232.Foxd2,black,gastroc,,NO,Foxd2,,1,SIGNED
343,10002923093.Msc,black,gastroc,,NO,Msc,,1,SIGNED
344,506200.Cldn18,black,gastroc,,NO,Cldn18,,1,SIGNED
345,10002900890.Med12l,black,gastroc,,NO,Med12l,,1,SIGNED
