,Accession,module,tissue_origin,kME_module,multiple_tissues,gene_symbol,entrez_ID,numb_tissues,Sign
298,1365748.Wiz,black,kidney,,NO,Wiz,,1,SIGNED
299,514506.Vars,black,kidney,,NO,Vars,,1,SIGNED
300,512509.Tacc2,black,kidney,,NO,Tacc2,,1,SIGNED
301,511077.Gm6125,black,kidney,,NO,Gm6125,,1,SIGNED
302,507553.Purb,black,kidney,,NO,Purb,,1,SIGNED
303,10004033616.Abcc10,black,kidney,,NO,Abcc10,,1,SIGNED
304,511534.Smpd1,black,kidney,,NO,Smpd1,,1,SIGNED
305,1364775.Runx2,black,kidney,,NO,Runx2,,1,SIGNED
306,10002935213.Scarf1,black,kidney,,NO,Scarf1,,1,SIGNED
307,10004035514.Rgs11,black,kidney,,NO,Rgs11,,1,SIGNED
308,513814.Ulk1,black,kidney,,NO,Ulk1,,1,SIGNED
309,1010633.Ptprs,black,kidney,,NO,Ptprs,,1,SIGNED
310,498804.Tpst2,black,kidney,,NO,Tpst2,,1,SIGNED
311,10002901825.Ppme1,black,kidney,,NO,Ppme1,,1,SIGNED
312,10004036019.Sppl3,black,kidney,,NO,Sppl3,,1,SIGNED
313,10004036953.Cfap73,black,kidney,,NO,Cfap73,,1,SIGNED
314,515108.Tnk2,black,kidney,,NO,Tnk2,,1,SIGNED
315,10004034235.Tmco6,black,kidney,,NO,Tmco6,,1,SIGNED
316,10002907719.Dis3l,black,kidney,,NO,Dis3l,,1,SIGNED
317,10002906049.Dpagt1,black,kidney,,NO,Dpagt1,,1,SIGNED
318,498762.Ttc5,black,kidney,,NO,Ttc5,,1,SIGNED
319,502512.Smug1,black,kidney,,NO,Smug1,,1,SIGNED
320,10004036871.Hoxb8,black,kidney,,NO,Hoxb8,,1,SIGNED
321,515367.Ganab,black,kidney,,NO,Ganab,,1,SIGNED
322,10002903107.Dcaf11,black,kidney,,NO,Dcaf11,,1,SIGNED
323,10004034177.S100pbp,black,kidney,,NO,S100pbp,,1,SIGNED
324,513306.Cars,black,kidney,,NO,Cars,,1,SIGNED
325,498441.Xk,black,kidney,,NO,Xk,,1,SIGNED
326,10003842678.Gabpb2,black,kidney,,NO,Gabpb2,,1,SIGNED
327,498171.Itga7,black,kidney,,NO,Itga7,,1,SIGNED
328,501248.Pofut2,black,kidney,,NO,Pofut2,,1,SIGNED
329,10002907345.Tmem214,black,kidney,,NO,Tmem214,,1,SIGNED
330,518373.Edem2,black,kidney,,NO,Edem2,,1,SIGNED
331,10003838124.Nhsl2,black,kidney,,NO,Nhsl2,,1,SIGNED
332,10002678179.Fgfrl1,black,kidney,,NO,Fgfrl1,,1,SIGNED
333,512851.Ube2j1,black,kidney,,NO,Ube2j1,,1,SIGNED
334,10003836967.Gm11235,black,kidney,,NO,Gm11235,,1,SIGNED
335,10004037267.Arhgap27,black,kidney,,NO,Arhgap27,,1,SIGNED
336,512419.Sall2,black,kidney,,NO,Sall2,,1,SIGNED
337,10002898959.Fgfr2,black,kidney,,NO,Fgfr2,,1,SIGNED
338,10003837440.Mroh1,black,kidney,,NO,Mroh1,,1,SIGNED
339,591999.Egln1,black,kidney,,NO,Egln1,,1,SIGNED
340,503249.Usp10,black,kidney,,NO,Usp10,,1,SIGNED
341,1013815.Nr1h2,black,kidney,,NO,Nr1h2,,1,SIGNED
342,519441.Gfpt1,black,kidney,,NO,Gfpt1,,1,SIGNED
343,10003835899.Gm49213,black,kidney,,NO,Gm49213,,1,SIGNED
344,1014097.Rbbp6,black,kidney,,NO,Rbbp6,,1,SIGNED
345,512587.Prkci,black,kidney,,NO,Prkci,,1,SIGNED
346,515588.Ttll3,black,kidney,,NO,Ttll3,,1,SIGNED
347,514008.Arf5,black,kidney,,NO,Arf5,,1,SIGNED
348,503320.Nup188,black,kidney,,NO,Nup188,,1,SIGNED
349,10002914673.Rnf208,black,kidney,,NO,Rnf208,,1,SIGNED
350,502951.Cpt1b,black,kidney,,NO,Cpt1b,,1,SIGNED
351,10002910397.Ihh,black,kidney,,NO,Ihh,,1,SIGNED
352,500475.Sppl2b,black,kidney,,NO,Sppl2b,,1,SIGNED
353,510444.Igsf3,black,kidney,,NO,Igsf3,,1,SIGNED
354,10003114884.Slc30a7,black,kidney,,NO,Slc30a7,,1,SIGNED
355,501923.Myom1,black,kidney,,NO,Myom1,,1,SIGNED
356,518086.Clptm1,black,kidney,,NO,Clptm1,,1,SIGNED
357,10002915328.Icosl,black,kidney,,NO,Icosl,,1,SIGNED
358,503618.Pum1,black,kidney,,NO,Pum1,,1,SIGNED
359,10002928816.Insr,black,kidney,,NO,Insr,,1,SIGNED
