,Accession,module,tissue_origin,kME_module,multiple_tissues,gene_symbol,entrez_ID,numb_tissues,Sign
321,517518.Ro60,black,kidney,,NO,Ro60,,1,UNSIGNED
322,10002917992.Olfr1232,black,kidney,,NO,Olfr1232,,1,UNSIGNED
323,10004033302.Ctsm,black,kidney,,NO,Ctsm,,1,UNSIGNED
324,10002910361.Olfr673-ps1,black,kidney,,NO,Olfr673-ps1,,1,UNSIGNED
325,10002900427.Gm37511,black,kidney,,NO,Gm37511,,1,UNSIGNED
326,10002939942.Gm50086,black,kidney,,NO,Gm50086,,1,UNSIGNED
327,10004033828.Prl3d1,black,kidney,,NO,Prl3d1,,1,UNSIGNED
328,10003836087.D14Ertd670e,black,kidney,,NO,D14Ertd670e,,1,UNSIGNED
329,10002920361.Pcbd1,black,kidney,,NO,Pcbd1,,1,UNSIGNED
330,10004038016.Prss55,black,kidney,,NO,Prss55,,1,UNSIGNED
